Persona,graduated
Gianluca_Forcolin,no
Guido_Bonino,no
Sergio_Michele_Piffari,no
Ivan_Rota,no
Roberto_Mario_Sergio_Commercio,no
Angelo_Salvatore_Lombardo,no
Antonio_Milo,no
Raffaele_Calabro',no
Antonio_Grilli,no
Marco_Desiderati,no
Davide_Cavallotto,no
Gian_Carlo_Di_Vizia,no
Maurizio_Grassano,no
Roberto_Zaffini,no
Domenico_De_Siano,no
Eraldo_Isidori,no
Valerio_Cattaneo,no
Marco_Botta,no
Roberto_Marmo,no
Luca_D'alessandro,no
Fabio_Meroni,no
Lino_Miserotti,no
Pier_Paolo_Pizzimbone,no
Eugenio_Randi,no
Cristian_Invernizzi,no
Mario_Sberna,no
Claudio_Cominardi,no
Ivan_Catalano,no
Cosimo_Petraroli,no
Mauro_Ottobre,no
Marco_Brugnerotto,no
Orazio_Benito_Sapienza,no
Roberto_Caon,no
Davide_Zoggia,no
Diego_Zardini,no
Michele_Mognato,no
Roger_De_Menech,no
Oreste_Pastorelli,no
Marco_Marcolin,no
Walter_Rizzetto,no
Aris_Prodani,no
Andrea_De_Maria,no
Matteo_Richetti,no
Matteo_Mantero,no
Sergio_Battelli,no
Simone_Valente,no
Lorenzo_Basso,no
Alessandro_Mazzoli,no
Cristian_Iannuzzi,no
Luca_Frusone,no
Emanuele_Lodolini,no
Marco_Marchetti,no
Bruno_Solaroli,no
Carlo_Tognoli,no
Giuseppe_Torchio,no
Quarto_Trabacchini,no
Walter_Veltroni,no
Giuseppe_Serra,no
Renato_Andreani,no
Marco_Taradash,no
Vincenzo_Alaimo,no
Giuseppe_Albertini,no
Giuseppe_Alveti,no
Stefano_Apuzzo,no
Giulio_Arrighini,no
Roberto_Asquini,no
Angelo_Azzolina,no
Maurizio_Balocchi,no
Paolo_Bampo,no
Alfredo_Bianchini,no
Andriano_Biasutti,no
Ugo_Boghetta,no
Mario_Gerolamo_Giovanni_Boi,no
Stefano_Vignaroli,no
Massimo_Enrico_Baroni,no
Matteo_Orfini,no
Marco_Miccoli,no
Marco_Di_Maio,no
Alessandro_Furnari,no
Daniele_Montroni,no
Emanuele_Scagliusi,no
Massimo_Paolucci,no
Massimiliano_Manfredi,no
Giorgio_Piccolo,no
Luciano_Cimmino,no
Tiziano_Arlotti,no
Luigi_Di_Maio,no
Angelo_Gioachino_Gaetano_Attaguile,no
Angelo_Antonio_D'agostino,no
Salvatore_Capone,no
Vincenzo_Amendola,no
Michele_Anzaldi,no
Davide_Baruffi,no
Michele_Ragosta,no
Roberto_Marti,no
Vincenzo_Folino,no
Michele_Dell'orco,no
Bruno_Molea,no
Giacomino_Taricco,no
Luigi_Taranto,no
Francesco_Ribaudo,no
Antonino_Moscatt,no
Rudi_Franco_Marguerettaz,no
Paolo_Nicolo'_Romano,no
Riccardo_Nuti,no
Nicola_Bianchi,no
Emanuele_Cani,no
Daniele_Del_Grosso,no
Roberto_Capelli,no
Itzhak_Yoram_Gutgeld,no
Alfonso_Bonafede,no
Gianluca_Rizzo,no
Massimo_Artini,no
Marco_Baldassarre,no
Fausto_Raciti,no
Giuseppe_Zappulla,no
Paolo_Parentela,no
Marco_Donati,no
Dario_Nardella,no
Giuseppe_Castiglione,no
Filippo_Fossati,no
Paolo_Beni,no
Edoardo_Nesi,no
Giuseppe_Civati,no
Ezio_Primo_Casati,no
Massimo_Felice_De_Rosa,no
Davide_Tripiedi,no
Mario_Caruso,no
Franco_Bordo,no
Andrea_Causin,no
Andrea_Ferro,no
Nazzareno_Pilozzi,no
Khalid_Chaouki,no
Giancarlo_Giordano,no
Ferdinando_Aiello,no
Antonino_Bosco,no
Guido_Guidesi,no
Marco_Di_Stefano,no
Giuseppe_Guglielmino,no
Cesare_Pietro_Margotto,no
Gian_Aldo_Arnaud,no
Giuseppe_Iperico,no
Angelo_Maria_Jacazzi,no
Angelo_La_Bella,no
Mauro_Bonato,no
Umberto_Bossi,no
Mario_Brunetti,no
Teodoro_Buontempo,no
Alessio_Butti,no
Luca_Carli,no
Guido_Castellotti,no
Marco_Cellai,no
Antonio_Ciampaglia,no
Giorgio_Conca,no
Michele_Cortese,no
Luciano_Costantini,no
Federico_Crippa,no
Piergiuseppe_D'andreamatteo,no
Paolo_De_Paoli,no
Andrea_Carmine_De_Simone,no
Cosimo_Damiano_Francesco_Di_Giuseppe,no
Fernando_Di_Laura_Frattura,no
Giovanni_Di_Mauro,no
Giovanni_Dolino,no
Martino_Dorigo,no
Giovanni_Guido_Elsner,no
Giuseppe_Farassino,no
Enzo_Flego,no
Giuseppe_Mario_Albino_Fortunato,no
Riccardo_Fragassi,no
Angelo_Fredda,no
Giuseppe_Garesio,no
Maurizio_Gasparri,no
Vasco_Giannotti,no
Giacomo_Gualco,no
Renzo_Innocenti,no
Vito_Leccese,no
Luca_Leoni_Orsenigo,no
Franco_Longo,no
Silvio_Magistroni,no
Antonio_Magnabosco,no
Antonio_Magri,no
Lucio_Manisco,no
Leone_Manti,no
Ramon_Mantovani,no
Andrea_Marcucci,no
Francesco_Marenco,no
Angelo_Mazzola,no
Corrado_Metri,no
Mauro_Michielon,no
Angelo_Muzio,no
Riccardo_Nencini,no
Gaspare_Nuccio,no
Gerardo_Mario_Oliverio,no
Rosario_Olivo,no
Giovanni_Ongaro,no
Benito_Orgiana,no
Maurizio_Pagani,no
Maurizio_Paladini,no
Calogero_Piscitello,no
Antonio_Pizzinato,no
Salvatore_Pollichino,no
Bruno_Randazzo,no
Pio_Rapagna',no
Augusto_Rizzi,no
Franco_Rocchetta,no
Oreste_Rossi,no
Massimo_Salvadori,no
Attilio_Santoro,no
Giovanni_Sarritzu,no
Romano_Scarfagna,no
Angelino_Sollazzo,no
Salvatore_Stornello,no
Flavio_Tattarini,no
Mauro_Vannoni,no
Luigi_Longo,no
Salvatore_Vozza,no
Johann_Georg_Widmann,no
Alfredo_Zagatti,no
Salvatore_La_Marca,no
Achille_Lauro,no
Mario_Adriano_Lavagnoli,no
Livio_Ligori,no
Mario_Lizzero,no
Concetto_Lo_Bello,no
Orfeo_Goracci,no
Mauro_Guerra,no
Goffredo_Maria_Bettini,no
Alberto_Acierno,no
Vittorio_Aliprandi,no
Angelo_Altea,no
Giacomo_Archiutti,no
Rosario_Ardica,no
Eugenio_Baresi,no
Luca_Basso,no
Salvatore_Bellomi,no
Roberto_Bernardelli,no
Fausto_Bertinotti,no
Vincenzo_Bianchi,no
Valter_Bielli,no
Luciano_Angelo_Bistaffa,no
Vincenzo_Arturo_Vittorio_Bizzarri,no
Giuliano_Massimo_Boffardi,no
Mario_Bortoloso,no
Enrico_Boselli,no
Alberto_Maria_Bosisio,no
Domenico_Bova,no
Giovanni_Brunale,no
Michele_Caccavale,no
Riccardo_Calleri,no
Carlo_Carli,no
Umberto_Cecchi,no
Cesare_Cefaratti,no
Aldo_Cennamo,no
Sergio_Chiesa,no
Luciano_Ciocchetti,no
Roberto_Cipriani,no
Italo_Cocci,no
Manlio_Collavini,no
Armando_Cossutta,no
Alberto_Cova,no
Nicolo'_Antonio_Cuscuna',no
Giuseppe_Lorenzo_Dallara,no
Giacomo_De_Angelis,no
Ottaviano_Del_Turco,no
Modesto_Mario_Della_Rosa,no
Paolo_Devecchi,no
Franco_Maria_Malfatti,no
Roberto_Ignazio_Di_Rosa,no
Gianpaolo_Dozzo,no
Eugenio_Duca,no
Vittorio_Emiliani,no
Vincenzo_Epifani,no
Ilario_Floresta,no
Sebastiano_Fogliato,no
Stefano_Gaggioli,no
Primo_Galdelli,no
Paolo_Galletti,no
Giovenale_Gerbaudo,no
Enzo_Giorgio_Ghigo,no
Francesco_Ghiroldi,no
Giuseppe_Giacovazzo,no
Michele_Giardiello,no
Giuliano_Godino,no
Silvano_Gori,no
Domenico_Gramazio,no
Claudio_Graticola,no
Roberto_Grugnetti,no
Mario_Landolfi,no
Roberto_Luigi_Lavagnini,no
Lucio_Leonardelli,no
Giuseppe_Lombardo,no
Emanuele_Macaluso,no
Giuseppe_Averardi,no
Guglielmo_Mancinelli,no
Giuseppe_Mancuso,no
Guido_Mantella,no
Giuseppe_Lumia,no
Paolo_Mammola,no
Angelo_Raffaele_Manca,no
Lucio_Marengo,no
Achille_Enoc_Mariano,no
Piergiorgio_Martinelli,no
Diego_Masi,no
Giovanni_Giuseppe_Angelo_Mastrangelo,no
Salvatore_Francesco_Mastroluca,no
Amedeo_Gennaro_Raniero_Matacena,no
Maurizio_Menegon,no
Giovanni_Micciche',no
Francesco_Miroglio,no
Paolo_Sandro_Molinaro,no
Antonio_Mormone,no
Stefano_Morselli,no
Gualberto_Niccolini,no
Paolo_Oberti,no
Fedele_Pampo,no
Benito_Paolone,no
Nicola_Parenti,no
Antonio_Domenico_Pasinato,no
Claudio_Percivalle,no
Sante_Perticaro,no
Mario_Pezzoli,no
Marco_Pezzoni,no
Giovanni_Pilo,no
Paolo_Raffaelli,no
Michele_Rallo,no
Gianfranco_Rastrelli,no
Paolo_Romani,no
Roberto_Ronchi,no
Daniele_Roscia,no
Antonio_Rotundo,no
Alessandro_Rubino,no
Elvio_Ruffino,no
Fabrizio_Sacerdoti,no
Renato_Massari,no
Roberto_Sciacca,no
Giuseppe_Scotto_Di_Luzio,no
Gustavo_Selva,no
Luigi_Sidoti,no
Stefano_Signorini,no
Onofrio_Spagnoletti_Zeuli,no
Francesco_Storace,no
Alvaro_Superchi,no
Adriano_Teso,no
Palmiro_Ucchielli,no
Carlo_Usiglio,no
Antonio_Valiante,no
Fabrizio_Vigni,no
Francesco_Paolo_Voccoli,no
Vincenzo_Zaccheo,no
Secondo_Zani,no
Andrea_Merlotti,no
Aristide_Marchetti,no
Mario_Dino_Marocco,no
Marco_Baccalini,no
Decimo_Martelli,no
Domenico_Bacchi,no
Antonio_Mario_Franco_Mazzarrino,no
Lorenzo_Menichino,no
Vincenzo_Miceli,no
Federico_Pietro_Mignani,no
Giorgio_Milani,no
Giuseppe_Miroglio,no
Karl_Mitterdorfer,no
Giovanni_Mosca,no
Isacco_Nahoum,no
Cesarino_Niccolai,no
Franco_Nicolazzi,no
Angelo_Nicosia,no
Gianfranco_Orsini,no
Gian_Carlo_Pajetta,no
Giovanni_Pellicani,no
Michele_Pellicani,no
Leonello_Raffaelli,no
Leandro_Rampa,no
Vincenzo_Raucci,no
Alfredo_Reichlin,no
Salvatore_Buglio,no
Luigi_Massa,no
Mario_Lucio_Barral,no
Renzo_Penna,no
Roberto_Alboni,no
Marco_Fumagalli,no
Francesco_Giordano,no
Sabatino_Aracu,no
Giuseppe_Mario_Molinari,no
Pietro_Natale_Gasperoni,no
Mauro_Cutrufo,no
Massimo_Pompili,no
Enzo_Ceremigna,no
Angelo_Santori,no
Vincenzo_Maria_Vita,no
Mario_Masiero,no
Gianni_Risari,no
Renato_Monti,no
Roberto_Baldassari,no
Bruno_Niccoli,no
Vincenzo_Baldassi,no
Giuseppe_Noberasco,no
Francesco_Patriarca,no
Vincenzo_Pavone,no
Emilio_Pegoraro,no
Sergio_Pellizzari,no
Renato_Ballarin,no
Francesco_Petronio,no
Natale_Pisicchio,no
Ferruccio_Pisoni,no
Michele_Pistillo,no
Mario_Pochetti,no
Franco_Raffaldini,no
Carlo_Ambrogio_Frigerio,no
Paolo_Colombo,no
Mario_Alberto_Taborelli,no
Ettore_Pietro_Pirovano,no
Silvestro_Terzi,no
Giacomo_Stucchi,no
Diego_Antonio_Alborghetti,no
Francesco_Ferrari,no
Roberto_Gottardo_Faustinelli,no
Rinaldo_Bosco,no
Daniele_Franz,no
Pieralfonso_Fratta_Pasini,no
Daniele_Apolloni,no
Luigino_Mario_Vascon,no
Piero_Ruzzante,no
Sergio_Manzato,no
Gabriele_Frigato,no
Francesco_Bonato,no
Luciano_Dussin,no
Giuseppe_Covre,no
Fabio_Calzavara,no
Giorgio_Malentacchi,no
Marco_Susini,no
Sauro_Sedioli,no
Roberto_Guerzoni,no
Tommaso_Foti,no
Michele_Ricci,no
Vittorio_Angelici,no
Giancarlo_Cito,no
Ugo_Malagnino,no
Antonio_Lorusso,no
Cosimo_Faggiano,no
Massimo_Mauro,no
Rocco_Antonio_Gaetani,no
Massimo_Grillo,no
Gaspare_Giudice,no
Filippo_Misuraca,no
Giovanni_Marras,no
Giuseppe_Aleffi,no
Giulio_Savelli,no
Cesare_Rizzi,no
Leone_Delfino,no
Paolo_Ricciotti,no
Umberto_Chincarini,no
Franco_Chiusoli,no
Giovanni_Crema,no
Francesco_Di_Comite,no
Giuseppe_Marco_Follini,no
Alessandro_Galeazzi,no
Pietro_Giannattasio,no
Luigi_Martini,no
Mario_Michelangeli,no
Luigi_Occhionero,no
Edo_Rossi,no
Osvaldo_Scrivani,no
Stefano_Stefani,no
Francesco_Pietro_Stradella,no
Giacomo_Chiappori,no
Walter_De_Cesaris,no
Gianclaudio_Bressa,no
Antonio_Luongo,no
Michele_Ventura,no
Enrico_Rizzi,no
Gennaro_Barboni,no
Angelo_Salizzoni,no
Renato_Sandri,no
Mario_Bardelli,no
Gianni_Savoldi,no
Primo_Schiavon,no
Vinicio_Scipioni,no
Donato_Scutari,no
Pietro_Serrentino,no
Francesco_Servello,no
Giuseppe_Sinesio,no
Albino_Skerk,no
Carlo_Stella,no
Danilo_Tani,no
Giovanni_Traversa,no
Ferdinando_Truzzi,no
Giacinto_Urso,no
Salvatore_Urso,no
Romano_Baccarini,no
Giorgio_Brambilla,no
Antonio_Carcarino,no
Graziano_Cioni,no
Maurizio_Giraldi,no
Rocco_Larizza,no
Angelo_Lauricella,no
Bruno_Matteja,no
Filippo_Micheli,no
Claudio_Petruccioli,no
Vittorio_Sbardella,no
Girolamo_Tripodi,no
Sandro_Saccucci,no
Egizio_Sandomenico,no
Sergio_Segre,no
Piero_Francesco_Bargellini,no
Aldo_Spinelli,no
Mario_Andrea_Bartolini,no
Artemio_Strazzi,no
Mario_Tamini,no
Sergio_Tesi,no
Rubes_Triva,no
Mario_Vaghi,no
Guido_Venegoni,no
Roberto_Visentin,no
Paolo_Volponi,no
Ruggero_Villa,no
Sebastiano_Vincelli,no
Giuseppe_Zamberletti,no
Amos_Zanibelli,no
Michele_Zolla,no
Pietro_Zoppi,no
Giuseppe_Alberganti,no
Luigi_Amato,no
Giuseppe_Arcaini,no
Luigi_Bacciconi,no
Gino_Baldassari,no
Giovanni_Baltaro,no
Orazio_Barbieri,no
Vittorio_Bardini,no
Ezio_Beccastrini,no
Angelo_Bellato,no
Raffaello_Bellucci,no
Luigi_Filippo_Benedettini,no
Antonio_Bernieri,no
Francesco_Giorgio_Bettiol,no
Giuseppe_Biancani,no
Bruno_Bianchi,no
Teodoro_Bigi,no
Giuseppe_Bogoni,no
Bartolomeo_Bolla,no
Giovanni_Bottonelli,no
Cesare_Bensi,no
Pacifico_Calandrone,no
Giuseppe_Sebastiano_Calasso,no
Renato_Cappugi,no
Nerino_Cavallari,no
Severino_Cavazzini,no
Egidio_Chiarini,no
Claudio_Cianca,no
Amerigo_Clocchiatti,no
Epicarmo_Corbino,no
Ivano_Curti,no
Antonino_Cuttitta,no
Pietro_Dal_Pozzo,no
Michele_D'amico,no
Fabio_De_Felice,no
Luigi_Di_Mauro,no
Giuseppe_Venturoli,no
Veraldo_Vespignani,no
Peppino_Aldrovandi,no
Ugo_Vetere,no
Mario_Beccaria,no
Renzo_Zaffanella,no
Alfeo_Zanini,no
Francesco_Zoppetti,no
Giuseppe_Zurlo,no
Corrado_Belci,no
Giuseppe_Abbruzzese,no
Edgardo_Alboni,no
Giuseppe_Amasio,no
Enea_Baldini,no
Ezio_Battistella,no
Ermanno_Benocci,no
Massimo_Alesi,no
Giuseppe_Brighenti,no
Antonino_Calamo,no
Enrico_Berlinguer,no
Alfio_Caponi,no
Guido_Bernardi,no
Eude_Mario_Cicerone,no
Bruno_Bernini,no
Renato_Degli_Esposti,no
Enrico_Michele_Demarchi,no
Vittorio_De_Stasio,no
Johann_Hans_Dietl,no
Nino_D'ippolito,no
Augusto_Cesare_Fanelli,no
Bruno_Fassina,no
Francesco_Ferrari,no
Enrico_Fogliazza,no
Matteo_Fornale,no
Raffaele_Franco,no
Concetto_Gallo,no
Oreste_Gelmini,no
Antonio_Giacone,no
Vittorio_Giorgi,no
Dante_Gorreri,no
Luigi_Grezzi,no
Giovanni_Grilli,no
Gabriele_Invernizzi,no
Francesco_Lami,no
Romolo_Landi,no
Francesco_Leone,no
Ivan_Matteo_Lombardo,no
Tarcisio_Longoni,no
Catullo_Maffioli,no
Aristodemo_Maniera,no
Pierraimondo_Manzini,no
Anselmo_Martoni,no
Umberto_Paolo_Massola,no
Giancarlo_Matteotti,no
Ottorino_Momoli,no
Silvano_Montanari,no
Vittorino_Monte,no
Vincenzo_Moscatelli,no
Arrigo_Boldrini,no
Italo_Nicoletto,no
Giuliano_Pajetta,no
Giovanni_Parente,no
Danilo_Paris,no
Bortolo_Manlio_Pat,no
Filippo_Pelosi,no
Renzo_Pigni,no
Giuseppe_Rapelli,no
Giuseppe_Ferraris,no
Alfredo_Bianchi,no
Argeo_Gambelli_Fenili,no
Nelusco_Giachini,no
Bruno_Gombi,no
Rodolfo_Guerrini,no
Davide_Ulisse_Lajolo,no
Alfredo_Bisignani,no
Francesco_Malfatti,no
Gennaro_Alfano,no
Arturo_Marzano,no
Pasquale_Maulini,no
Guido_Mazzoni,no
Vincenzo_Misefari,no
Francesco_Mogliacci,no
Antonio_Montanti,no
Rino_Nanni,no
Otello_Nannuzzi,no
Luigi_Napolitano,no
Giacomo_Bologna,no
Gilberto_Bonalumi,no
Tullio_Pietrobono,no
Emo_Bonifazi,no
Giuseppe_Luciano_Calogero_Provenzano,no
Mauro_Antonio_Donato_Laus,no
Alessandro_Cattaneo,no
Luciano_Cantone,no
Roberto_Pella,no
Piero_De_Luca,no
Massimiliano_Panizzut,no
Nicola_Zingaretti,no
Nicola_Care',no
Pasqualino_Penza,no
Fabrizio_Cecchetti,no
Andrea_Di_Giuseppe,no
Paolo_Barelli,no
Rossano_Sasso,no
Vincenzo_Amich,no
Paolo_Rossi,no
Giuseppe_Romanini,no
Michele_Casino,no
Alessandro_Amitrano,no
Davide_Galantino,no
Giovanni_Battista_Tombolato,no
Vincenzo_Spadafora,no
Filippo_Giuseppe_Perconti,no
Luca_Migliorino,no
Giorgio_Lovecchio,no
Emanuele_Cestari,no
Santi_Cappellani,no
Serse_Soverini,no
Gavino_Manca,no
Federico_Mollicone,no
Lorenzo_Fioramonti,no
Massimiliano_De_Toma,no
Luigi_D'eramo,no
Luca_Rizzo_Nervo,no
Antonio_Tasso,no
Luciano_Nobili,no
Roberto_Novelli,no
Luigi_Iovino,no
Paolo_Giuliodori,no
Leonardo_Donno,no
Antonio_Martino,no
Andrea_Caso,no
Andrea_Rossi,no
Marco_Silvestroni,no
Salvatore_Deidda,no
Raffaele_Bruno,no
Francesco_Critelli,no
Marcello_Gemmato,no
Felice_Mariani,no
Francesco_Silvestri,no
Carlo_Fatuzzo,no
Diego_Binelli,no
Flavio_Gastaldi,no
Luigi_Casciello,no
Francesco_Zicchieri,no
Piergiorgio_Cortelazzo,no
Roberto_Rosso,no
Andrea_Dara,no
Claudio_Mancini,no
Vito_Comencini,no
Germano_Racchella,no
Igor_Giancarlo_Iezzi,no
Riccardo_Tucci,no
Mario_Morgoni,no
Stefano_Ceccanti,no
Erik_Umberto_Pretto,no
Gualtiero_Caffaratto,no
Claudio_Pedrazzini,no
Leonardo_Tarantino,no
Fabio_Massimo_Boniardi,no
Davide_Serritella,no
Cosimo_Adelizzi,no
Nicola_Pellicani,no
Giuseppe_Cesare_Donina,no
Carlo_Fidanza,no
Luca_De_Carlo,no
Stefano_Benigni,no
Lino_Pettazzi,no
Marzio_Liuni,no
Guido_Della_Frera,no
Graziano_Musella,no
Daniele_Belotti,no
Mirco_Badole,no
Paolo_Formentini,no
Alessandro_Giglio_Vigna,no
Raffaele_Baratto,no
Alex_Bazzaro,no
Matteo_Luigi_Bianchi,no
Dimitri_Coin,no
Jari_Colla,no
Eugenio_Zoffili,no
Paolo_Paternoster,no
Riccardo_Olgiati,no
Roberto_Paolo_Ferrari,no
Claudio_Durigon,no
Mauro_Lucentini,no
Andrea_Frailis,no
Riccardo_Zucconi,no
Andrea_Barabotti,no
Salvatore_Marcello_Di_Mattina,no
Stefano_Candiani,no
Gian_Antonio_Girelli,no
Fabio_Roscani,no
Bachisio_Silvio_Lai,no
Flavio_Tosi,no
Francesco_Mura,no
Giorgio_Fede,no
Dario_Carotenuto,no
Marco_Padovani,no
Stefano_Vaccari,no
Massimo_Milani,no
Alessandro_Urzi',no
Francesco_Bruzzone,no
Aldo_Mattia,no
Francesco_Emilio_Borrelli,no
Fabrizio_Sala,no
Marco_Cerreto,no
Davide_Bergamini,no
Dario_Giagoni,no
Alfonso_Colucci,no
Marco_Simiani,no
Francesco_Mari,no
Attilio_Pierro,no
Fausto_Guilherme_Longo,no
Eugenio_Sangregorio,no
Umberto_Buratti,no
Maurizio_Carrara,no
Daniele_Moschioni,no
Felice_Maurizio_D'ettore,no
Mario_Lolini,no
Sergio_Torromino,no
Alberto_Tridente,no
Sebastiano_Montali,no
Giorgio_Cardetti,no
Fulvio_Cerofolini,no
Gino_Paoli,no
Giulio_Quercini,no
Andrea_Vecchio,no
Paolo_Cristoni,no
Francesco_Nerli,no
Ettore_Viola,no
Paolo_Bolognesi,no
Stefano_Bottini,no
Maurizio_Zipponi,no
Giuseppe_Orciari,no
Emilio_Vesce,no
Giuseppe_Brescia,no
Giuseppe_Lavorato,no
Giovanni_Manzolini,no
Andreino_Carrara,no
Vincenzo_D'Arienzo,no
Giuseppe_Mangiapane,no
Ivan_Della_Valle,no
Giovanni_De_Totto,no
Luigi_Cipriani,no
Pietro_Battaglia,no
Massimo_Ruspandini,no
Vincenzo_Pietrini,no
Benito_Pavoni,no
Marcello_Stefanini,yes
Luca_Boneschi,yes
Sergio_Andreis,yes
Corrado_Graziadei,yes
Antonio_Maxia,yes
Nicola_Perrotti,yes
Benito_Mario_Bortolami,yes
Vincenzo_Buonocore,yes
Renato_Capacci,yes
Antonio_Cederna,yes
Gianluigi_Ceruti,yes
Rosario_Chiriano,yes
Francesco_Cicerone,yes
Vincenzo_Ciconte,yes
Carlo_Alberto_Ciocci,yes
Amedeo_D'Addario,yes
Alessandro_Duce,yes
Luigi_Firpo,yes
Michele_Galante,yes
Giuseppe_Guarino,yes
Gianni_Lanzinger,yes
Stefano_Zara,yes
Raffaele_Lombardo,yes
Franco_Piga,yes
Francesco_Rais,yes
Sergio_Milia,yes
Nicola_Savino,yes
Enzo_Tiezzi,yes
Sergio_Vazzoler,yes
Ferdinand_Willeit,yes
Andrea_Cavicchioli,yes
Gaetano_Azzolina,yes
Davide_Faraone,yes
Antonio_Placido,yes
Paolo_Prodi,yes
Giancarlo_Lombardi,yes
Italo_Formichella,yes
Giuseppe_Anzilotti,yes
Ludovico_Boetti_Villanis,yes
Lorenzo_Emilio_Ria,yes
Vincenzino_Culicchia,yes
Ferdinando_De_Franciscis,yes
Luigi_Colonna,yes
Mauro_Fabris,yes
Federico_Freni,yes
Mauro_Sutto,yes
Matteo_Rescigno,yes
Paolo_Bonomi,yes
Giuseppe_Riva,yes
Ercole_Rocchetti,yes
Cesario_Rodi,yes
Giuseppe_Romanato,yes
Bartolomeo_Romano,yes
Paolo_Rossi,yes
Angelo_Rubino,yes
Carlo_Ruggiero,yes
Salvatore_Russo,yes
Mario_Saggin,yes
Nicola_Salerno,yes
Umberto_Sampietro,yes
Vito_Sanzo,yes
Gaetano_Sardiello,yes
Carlo_Scarascia_Mugnozza,yes
Pasquale_Schiano,yes
Giuseppe_Schiro',yes
Francesco_Sciaudone,yes
Raffaele_Sciorilli_Borrelli,yes
Guido_Secreto,yes
Antonio_Sensi,yes
Giovanni_Serbandini,yes
Emilio_Sereni,yes
Adriano_Seroni,yes
Leonardantonio_Sforza,yes
Franco_Bortolani,yes
Luigi_Silipo,yes
Renzo_Silvestri,yes
Tommaso_Sorgi,yes
Giuseppe_Speciale,yes
Carlo_Stagno_D'alcontres,yes
Bruno_Storti,yes
Giovanni_Battista_Stucchi,yes
Romano_Tommasi,yes
Egidio_Tosato,yes
Emilio_Trabucchi,yes
Roberto_Tremelloni,yes
Mariano_Trombetta,yes
Michele_Maria_Tumminelli,yes
Vincenzo_Turco,yes
Tullio_Vecchietti,yes
Giuseppe_Veronesi,yes
Arturo_Viviani,yes
Umberto_Zanfagnini,yes
Franco_Zappa,yes
Tommaso_Zerbi,yes
Michelangelo_Trimarchi,yes
Renzo_Pasini,yes
Renato_Gozzi,yes
Vito_Scalia,yes
Aldo_Bozzi,yes
Michele_Del_Vescovo,yes
Otello_Marilli,yes
Giulio_Andrea_Belloni,yes
Salvatore_Pagliuca,yes
Fausto_Gullo,yes
Francesco_De_Vita,yes
Ernesto_Carpano_Maglioli,yes
Lodovico_Sforza_Benvenuti,yes
Guido_Cortese,yes
Paolo_Cappa,yes
Gustavo_Colonnetti,yes
Luigi_Battisti,yes
Giuseppe_Nitti,yes
Leone_Osvaldo_Girolami,yes
Luigi_Palmieri,yes
Vito_Monterisi,yes
Michele_Troisi,yes
Carmine_De_Martino,yes
Antonino_Varvaro,yes
Mario_Rodino'_Di_Miglione,yes
Eugenio_Dugoni,yes
Filippo_Guerrieri,yes
Quirico_Baccelli,yes
Franco_Aimi,yes
Cornelio_Fietta,yes
Mauro_Bubbico,yes
Ennio_Avanzini,yes
Bernardo_Mattarella,yes
Rocco_Gullo,yes
Vincenzo_La_Rocca,yes
Giorgio_Mastino_Del_Rio,yes
Alfonso_Motolese,yes
Leonardo_Miccolis,yes
Salvatore_Scoca,yes
Giuseppe_Grassi,yes
Adriano_Bernardi,yes
Brunetto_Bucciarelli_Ducci,yes
Renzo_Laconi,yes
Raffaele_Cafiero,yes
Giovan_Battista_Adonnino,yes
Mario_Merighi,yes
Arrigo_Cairo,yes
Ireneo_Vinciguerra,yes
Virginio_Borioni,yes
Milziade_Venditti,yes
Maurizio_Baradello,yes
Dino_Secco,yes
Bruno_Murgia,yes
Giuseppe_Chiazzese,yes
Roberto_Cataldi,yes
Michele_Sodano,yes
Pino_Cabras,yes
Giorgio_Trizzino,yes
Francesco_D'uva,yes
Andrea_Cecconi,yes
Eugenio_Saitta,yes
Mario_Perantoni,yes
Andrea_Mura,yes
Alessio_Mattia_Villarosa,yes
Paolo_Ficara,yes
Tullio_Patassini,yes
Dedalo_Cosimo_Gaetano_Pignatone,yes
Leonardo_Salvatore_Penna,yes
Maurizio_Cattoi,yes
Vincenzo_Mario_Russo,yes
Bruno_Sargentini,yes
Giovanni_Andrea_Borromeo_D'adda,yes
Renato_Scionti,yes
Carlo_Scotoni,yes
Primo_Silvestri,yes
Antonino_Spinelli,yes
Manfredi_Bosco,yes
Emanuele_Tuccari,yes
Pier_Giorgio_Bottarelli,yes
Vincenzo_Marotta,yes
Nicola_Rinaldi,yes
Carlo_Sanna,yes
Enrico_Alba,yes
Ermanno_Dossetti,yes
Francesco_Bova,yes
Antonino_Scaini,yes
Alessandro_Ferretti,yes
Vinicio_Baldelli,yes
Cesare_Allegri,yes
Luciano_De_Pascalis,yes
Casimiro_Vizzini,yes
Agostino_Greggi,yes
Angelo_Bonaiti,yes
Armando_Cascio,yes
Ugo_Marchesi,yes
Giovanni_Giraudi,yes
Lucio_Mariano_Brandi,yes
Matteo_Agosta,yes
Goffredo_Nannini,yes
Piergiorgio_Bressani,yes
Silvio_Ambrosini,yes
Giovanni_Dello_Jacovo,yes
Pietro_Bucalossi,yes
Federico_Comandini,yes
Giacinto_Artale,yes
Bartolomeo_Cannizzo,yes
Camillo_Corsanego,yes
Alberigo_Lenza,yes
Guido_Russo_Perez,yes
Giovanni_Perlingieri,yes
