Persona,graduated
Giovanni_Braschi,yes
Francesco_Buffoni,yes
Giuseppe_Buonocore,yes
Carlo_Caldera,yes
Giuseppe_Candela,yes
Giuseppe_Canepa,yes
Aldo_Caprani,yes
Nicolo'_Carandini,yes
Luigi_Carbonari,yes
Enrico_Carboni,yes
Carmelo_Caristia,yes
Giovanni_Ciampitti,yes
Alberto_Cianca,yes
Nicola_Ciccolungo,yes
Giovanni_Galloni,yes
Mario_Cingolani,yes
Orazio_Condorelli,yes
Giovanni_Conti,yes
Giovanni_Cosattini,yes
Antonio_Costantini,yes
Amerigo_Crispo,yes
Diego_D'amico,yes
Giovanni_Del_Curto,yes
Eduardo_Di_Giovanni,yes
Luigi_Einaudi,yes
Gustavo_Fabbri,yes
Luciano_Fantoni,yes
Giacomo_Ferrari,yes
Giuseppe_Filippini,yes
Domenico_Fioritto,yes
Giuseppe_Fusco,yes
Luigi_Gasparotto,yes
Cesare_Gavina,yes
Gustavo_Ghidini,yes
Michele_Giua,yes
Michele_Gortani,yes
Giuseppe_Gargani,yes
Girolamo_Grisolia,yes
Stefano_Jacini,yes
Arturo_Labriola,yes
Giovanni_Lombardi,yes
Emidio_Lopardi,yes
Emilio_Lussu,yes
Fabrizio_Maffi,yes
Eliseo_Giovanni_Magrassi,yes
Pietro_Mancini,yes
Oddo_Marinelli,yes
Pietro_Mastino,yes
Umberto_Merlin,yes
Enrico_Mole',yes
Guido_Molinelli,yes
Gabriele_Luigi_Montemartini,yes
Rodolfo_Morandi,yes
Francesco_Saverio_Nitti,yes
Tito_Oro_Nobili,yes
Vittorio_Emanuele_Orlando,yes
Giovanni_Pallastrelli,yes
Giuseppe_Paratore,yes
Ferruccio_Parri,yes
Remo_Gaspari,yes
Rosario_Pasqualino_Vassallo,yes
Giovanni_Persico,yes
Giuseppe_Ernesto_Piemonte,yes
Francesco_Ponticelli,yes
Giovanni_Porzio,yes
Antonio_Priolo,yes
Alberto_Mario_Pucci,yes
Vito_Reale,yes
Antonio_Romano,yes
Alfonso_Rubilli,yes
Bartolomeo_Ruini,yes
Giuseppe_Sapienza,yes
Mauro_Scoccimarro,yes
Carlo_Sforza,yes
Antonio_Gava,yes
Aldo_Spallicci,yes
Vito_Mario_Stampacchia,yes
Umberto_Terracini,yes
Tiziano_Tessitori,yes
Domenico_Tripepi,yes
Umberto_Tupini,yes
Alessandro_Turco,yes
Giustino_Valmarana,yes
Ezio_Vanoni,yes
Dante_Veroni,yes
Guglielmo_Visocchi,yes
Francesco_Zanardi,yes
Mario_Zotta,yes
Giordano_Angelini,yes
Gavino_Angius,yes
Vittorio_Fossombroni,yes
Corrado_Gex,yes
Luigi_Angrisani,yes
Tommaso_Leone-marchesano,yes
Filippo_Lo_Giudice,yes
Pietro_Lombari,yes
Paolo_Manuel_Gismondi,yes
Loris_Fortuna,yes
Ugo_Guido_Mondolfo,yes
Alceo_Negri,yes
Adriano_Olivetti,yes
Germano_Ollietti,yes
Raffaele_Paolucci_Di_Valmaggiore,yes
Gerolamo_Lino_Moro,yes
Mario_Lauro_Pietrosanti,yes
Stefano_Reggio_D'aci,yes
Luigi_Rocco,yes
Nicola_Romeo,yes
Leopoldo_Rubinacci,yes
Raffaello_Russo_Spena,yes
Giovanni_Sampietro,yes
Salvatore_Frasca,yes
Giovanni_Scano,yes
Amedeo_Sica,yes
Bruno_Spampanato,yes
Raffaele_Terranova,yes
Giuliano_Vassalli,yes
Carlo_Vischia,yes
Michele_Vocino,yes
Giovanni_Battista_Melis,yes
Leandro_Fusaro,yes
Andrea_Galasso,yes
Luigi_Michele_Galli,yes
Nunzio_Caroleo,yes
Dario_Antoniozzi,yes
Piero_Luigi_Gasco,yes
Umberto_Genovesi,yes
Mario_Domenico_Gerolimetto,yes
Giuseppe_Avellone,yes
Antonio_Bargone,yes
Danilo_Bertoli,yes
Pasqualino_Biafora,yes
Mario_Biasci,yes
Vincenzo_Binetti,yes
Vito_Bonsignore,yes
Giancarlo_Borra,yes
Paolo_Bruno,yes
Andrea_Buffoni,yes
Giulio_Camber,yes
Salvatore_Cardinale,yes
Pierluigi_Castagnetti,yes
Luciano_Emilio_Caveri,yes
Giuliano_Cellini,yes
Giuseppe_Cerutti,yes
Giovanni_Cervetti,yes
Franco_Ciliberti,yes
Tancredi_Cimmino,yes
Antonio_Giolitti,yes
Cesare_Cursi,yes
Salvatore_D'alia,yes
Carlo_D'amato,yes
Sergio_De_Julio,yes
Mauro_Del_Bue,yes
Giovanni_Di_Pietro,yes
Ferdinando_Facchiano,yes
Luigi_Farace,yes
Wilmo_Ferrari,yes
Francesco_Forleo,yes
Roberto_Formigoni,yes
Giorgio_Ghezzi,yes
Settimo_Gottardo,yes
Salvatore_Grillo,yes
Ferdinando_Latteri,yes
Giuseppe_Leoni,yes
Agazio_Loiero,yes
Renzo_Lusetti,yes
Germano_Marri,yes
Pier_Luigi_Bersani,yes
Raffaele_Mastrantuono,yes
Enrico_Letta,yes
Domenico_Minniti,yes
Vannino_Chiti,yes
Riccardo_Illy,yes
Giovanni_Kessler,yes
Vanni_Lenna,yes
Danilo_Moretti,yes
Giuseppe_Ferruccio_Saro,yes
Alberto_Stramaccioni,yes
Gabriele_Albonetti,yes
Michele_Cossa,yes
Gianpiero_D'alia,yes
Remo_Di_Giandomenico,yes
Giovanni_Didone',yes
Filippo_Maria_Drago,yes
Giuseppe_Drago,yes
Fabio_Fatuzzo,yes
Dario_Franceschini,yes
Giuseppe_Gianni,yes
Pietro_Maurandi,yes
Giovanni_Mauro,yes
Marcello_Meroi,yes
Giuseppe_Naro,yes
Italico_Perlini,yes
Massimo_Polledri,yes
Riccardo_Ricciuti,yes
Roberto_Ruta,yes
Giulio_Santagata,yes
Benito_Savo,yes
Pierantonio_Zanettin,yes
Giovanni_Bellini,yes
Giuseppe_Caminiti,yes
Giorgio_Conte,yes
Gianfranco_Cozzi,yes
Cesare_Ercole,yes
Vittorio_Emanuele_Falsitta,yes
Giuseppe_Fanfani,yes
Giuseppe_Geraci,yes
Niccolo'_Ghedini,yes
Luigi_Giuseppe_Meduri,yes
Rolando_Nannicini,yes
Giancarlo_Pittelli,yes
Michele_Ranieli,yes
Maurizio_Saia,yes
Gianni_Francesco_Mattioli,yes
Gabriele_Giannantoni,yes
Luigi_Giglia,yes
Giovanni_Gioia,yes
Alberto_Giomo,yes
Alessandro_Giordano,yes
Luigi_Girardin,yes
Epifanio_Cataldo_Giudiceandrea,yes
Paolo_De_Castro,yes
Antonio_Giuseppe_Maria_Verro,yes
Marino_Zorzato,yes
Andrea_Annunziata,yes
Antonio_Barbieri,yes
Luigi_Borrelli,yes
Francesco_Brusco,yes
Vincenzo_Canelli,yes
Massimo_Cialente,yes
Edmondo_Cirielli,yes
Gennaro_Coronella,yes
Nicola_Crisci,yes
Alessandro_De_Franciscis,yes
Rodolfo_De_Laurentiis,yes
Vincenzo_De_Luca,yes
Gregorio_Dell'anna,yes
Raffaele_Di_Gioia,yes
Vincenzo_Fasano,yes
Giuseppe_Gallo,yes
Aurelio_Gironda_Veraldi,yes
Barbato_Iannuzzi,yes
Luigi_Lazzari,yes
Giuseppe_Lezza,yes
Ugo_Lisi,yes
Guido_Milanese,yes
Lorenzo_Montecuollo,yes
Antonio_Oricchio,yes
Luigi_Pepe,yes
Donato_Piglionica,yes
Nicola_Rossi,yes
Paolo_Santulli,yes
Luciano_Mario_Sardelli,yes
Domenicantonio_Spina_Diana,yes
Pietro_Squeglia,yes
Giuseppe_Tarantino,yes
Michele_Tucci,yes
Pasquale_Viespoli,yes
Achille_Villani_Miglietta,yes
Diego_Cammarata,yes
Giorgio_Galvagno,yes
Gianni_Mancuso,yes
Giuseppe_Francesco_Maria_Marinello,yes
Vincenzo_Milioto,yes
Antonino_Mormino,yes
Donato_Renato_Mosella,yes
Nicolo'_Nicolosi,yes
Mario_Pepe,yes
Francesco_Saverio_Romano,yes
Pietro_Paolo_Ignazio_Testoni,yes
Pietro_Tidei,yes
Walter_Tocci,yes
Giacomo_Angelo_Rosario_Ventura,yes
Valter_Zanetta,yes
Gioacchino_Alfano,yes
Ciro_Borriello,yes
Marco_Cicala,yes
Ciro_Falanga,yes
Sergio_Iannuccilli,yes
Riccardo_Marone,yes
Alberto_Nigra,yes
Antonio_Russo,yes
Riccardo_Villari,yes
Luigi_Casero,yes
Andrea_Raffaele_Di_Teodoro,yes
Pierfrancesco_Emilio_Romano_Gamba,yes
Angelo_Michele_Iorio,yes
Fabio_Stefano_Minoli_Rota,yes
Carlo_Taormina,yes
Claudio_Azzolini,yes
Giuseppe_Matulli,yes
Giovanni_Mario_Salvino_Burtone,yes
Battista_Caligiuri,yes
Andrea_Colasio,yes
Roberto_Damiani,yes
Domenico_Di_Virgilio,yes
Giuseppe_Massimo_Ferro,yes
Gianstefano_Frigerio,yes
Franco_Grillini,yes
Giacomo_Mancini,yes
Denis_Verdini,yes
Guido_Walter_Cesare_Viceconte,yes
Marco_Airaghi,yes
Angelino_Alfano,yes
Gianantonio_Arnoldi,yes
Sandro_Bondi,yes
Cesare_Campa,yes
Riccardo_Conti,yes
Giuseppe_Cossiga,yes
Luigi_D'agro',yes
Maurizio_Fistarol,yes
Renato_Galeazzi,yes
Fabio_Garagnani,yes
Ivano_Leccisi,yes
Maurizio_Leo,yes
Maurizio_Enzo_Lupi,yes
Luigi_Maninetti,yes
Marcello_Pacini,yes
Nitto_Francesco_Palma,yes
Antonio_Palmieri,yes
Maurizio_Paniz,yes
Mario_Pescante,yes
Giuseppe_Romele,yes
Andrea_Ronchi,yes
Orlando_Ruggieri,yes
Antonio_Rusconi,yes
Gianpietro_Scherini,yes
Francesco_Zama,yes
Egidio_Banti,yes
Eolo_Giovanni_Parodi,yes
Enzo_Carra,yes
Pierluigi_Mantini,yes
Andrea_Martella,yes
Erminio_Angelo_Quartiani,yes
Enzo_Raisi,yes
Italo_Tanoni,yes
Francesco_Tolotti,yes
Gabriele_Boscetto,yes
Milos_Budin,yes
Giuseppe_Consolo,yes
Leopoldo_Di_Girolamo,yes
Luigi_Fabbri,yes
Gaetano_Fasolino,yes
Alessandro_Forlani,yes
Egidio_Luigi_Ponzo,yes
Andrea_Rigoni,yes
Antonio_Rotondo,yes
Roberto_Salerno,yes
Egidio_Enrico_Pedrini,yes
Fulvio_Tessitore,yes
Paolo_Gentiloni_Silveri,yes
Santino_Adamo_Loddo,yes
Tommaso_Corsini,yes
Roberto_Ulivi,yes
Paolo_Ugge',yes
Elio_Mensurati,yes
Gian_Luigi_Boiardi,yes
Alberto_Michelini,yes
Roberto_Zaccaria,yes
Sergio_Antonio_D'antoni,yes
Roberto_Cota,yes
Massimo_Donadi,yes
Luigi_Mombelli,yes
Riccardo_Tamburro,yes
Michele_Zuin,yes
Nicodemo_Nazzareno_Oliverio,yes
Antonio_Marotta,yes
Fabio_Rampelli,yes
Roberto_Rolando_Nicco,yes
Lorenzo_Cesa,yes
Emanuele_Sanna,yes
Ricardo_Franco_Levi,yes
Renzo_Tondo,yes
Enrico_Farinone,yes
Emanuele_Fiano,yes
Giampiero_Catone,yes
Antonio_Misiani,yes
Giovanni_Sanga,yes
Carlo_Ciccioli,yes
Remigio_Ceroni,yes
Massimo_Vannucci,yes
Fabrizio_Morri,yes
Vito_Li_Causi,yes
Angelo_Maria_Rosario_Lomaglio,yes
Carmelo_Lo_Monte,yes
Angelo_Capodicasa,yes
Maino_Marchi,yes
Antonio_La_Forgia,yes
Sergio_Gentili,yes
Giuseppe_Chicchi,yes
Roberto_Antonione,yes
Mario_Cavallaro,yes
Amedeo_Ciccanti,yes
Aniello_Formisano,yes
Antonio_Gaglione,yes
Giuseppe_Scalera,yes
Domenico_Sudano,yes
Pietro_Lunardi,yes
Lucio_Stanca,yes
Francesco_Moro,yes
Giovanni_Legnini,yes
Ermanno_Vichi,yes
Gianpiero_Bocci,yes
Gino_Capotosti,yes
Guglielmo_Picchi,yes
Ricardo_Antonio_Merlo,yes
Gino_Bucchino,yes
Salvatore_Margiotta,yes
Lanfranco_Tenaglia,yes
Paolo_Gambescia,yes
Wladimiro_Guadagno,yes
Francesco_Saverio_Caruso,yes
Giuseppe_Morrone,yes
Sestino_Giacomoni,yes
Giorgio_Simeoni,yes
Massimo_Nardi,yes
Mario_Lovelli,yes
Enrico_Costa,yes
Felice_Belisario,yes
Francesco_Saverio_Garofani,yes
Francesco_Adenti,yes
Maurizio_Bernardo,yes
Raffaele_Fitto,yes
Simeone_Di_Cagno_Abbrescia,yes
Antonio_Satta,yes
Valentino_Valentini,yes
Rocco_Pignataro,yes
Khaled_Fouad_Boumediene_Allam,yes
Gian_Luigi_Pegolo,yes
Michele_Pisacane,yes
Giancarlo_Laurini,yes
Benedetto_Della_Vedova,yes
Alessandro_Naccarato,yes
Giampaolo_Fogliardi,yes
Francesco_De_Luca,yes
Domenico_Nania,yes
Carmine_Nardone,yes
Luigi_Cogodi,yes
Nicola_Tranfaglia,yes
Elia_Vacca,yes
Marco_Calgaro,yes
Mario_Barbi,yes
Luigi_Fedele,yes
Salvatore_Mazzaracchio,yes
Antonio_Buonfiglio,yes
Salvatore_Greco,yes
Domenico_Zinzi,yes
Orazio_Antonio_Licandro,yes
Giuseppe_Trepiccione,yes
Salvatore_Iacomino,yes
Silvio_Crapolicchio,yes
Arturo_Scotto,yes
Bruno_Cesario,yes
Angelo_Piazza,yes
Antonio_Verini,yes
Massimiliano_Smeriglio,yes
Ali'_Khalil,yes
Luigi_Cancrini,yes
Iacopo_Venier,yes
Simone_Baldelli,yes
Americo_Porfidia,yes
Marco_Beltrandi,yes
Ferdinando_Benito_Pignataro,yes
Andrea_Ricci,yes
Paolo_Cacciari,yes
Marco_Cappato,yes
Francesco_Maria_Giro,yes
Rodolfo_Giuliano_Viola,yes
Giorgio_Calo',yes
Carlo_Monguzzi,yes
Federico_Testa,yes
Roberto_Soffritti,yes
Gian_Luca_Galletti,yes
Luciano_D'ulizia,yes
Pietro_Marcazzan,yes
Alberto_Burgio,yes
Ivano_Strizzolo,yes
Antonio_Borghesi,yes
Leonardo_Martinello,yes
Giuseppe_Astore,yes
Daniele_Farina,yes
Carlo_Costantini,yes
Giuseppe_Ossorio,yes
Lucio_Barani,yes
Tommaso_Pellegrino,yes
Cosimo_Mele,yes
Francesco_Napoletano,yes
Domenico_Lomelo,yes
Aurelio_Salvatore_Misiti,yes
Massimo_Garavaglia,yes
Lorenzo_Bodega,yes
Salvatore_Raiti,yes
Maurizio_Fugatti,yes
Federico_Palomba,yes
Alberto_Filippi,yes
Luigi_Bobba,yes
Francesco_Divella,yes
Vincenzo_Taddei,yes
Luigi_Nicolais,yes
Giovanni_Cuperlo,yes
Stefano_Pedica,yes
Gino_Sperandio,yes
Francesco_Amendola,yes
Pietro_Rao,yes
Matteo_Colaninno,yes
Francesco_Aracri,yes
Matteo_Mecacci,yes
Fulvio_Follegot,yes
Massimo_Enrico_Corsaro,yes
Raffaello_Vignali,yes
Marco_Giovanni_Reguzzoni,yes
Nicola_Molteni,yes
Roberto_Speciale,yes
Pietro_Laffranco,yes
Carlo_Emanuele_Trappolino,yes
Giancarlo_Lehner,yes
Marco_Marsilio,yes
Mario_Perani,yes
Giuseppe_Pisicchio,yes
Sandro_Principe,yes
Aldo_Gabriele_Renzulli,yes
Vito_Riggio,yes
Angelino_Rojch,yes
Raffaele_Rotiroti,yes
Giovanni_Russo_Spena,yes
Giancarlo_Salvoldi,yes
Niccolo'_Grassi_Bertazzi,yes
Francesco_Bruno,yes
Enrico_Gasbarra,yes
Renzo_Carella,yes
Marco_Mario_Milanese,yes
Roberto_Morassut,yes
Marco_Pugliese,yes
Giovanni_Battista_Bachelet,yes
Maurizio_Iapicca,yes
Marcello_Di_Caterina,yes
Pier_Fausto_Recchia,yes
Gerardo_Soglia,yes
Jean_Leonard_Touadi,yes
Alfonso_Papa,yes
Guglielmo_Vaccaro,yes
Pasquale_Ciriello,yes
Andrea_Sarubbi,yes
Eugenio_Mazzarella,yes
Fulvio_Bonavitacola,yes
Stefano_Graziano,yes
Alessandro_Ruben,yes
Matteo_Bragantini,yes
Massimo_Bitonci,yes
Roberto_Rao,yes
Massimo_Calearo_Ciman,yes
Settimo_Nizzi,yes
Giancarlo_Mazzuca,yes
Giulio_Calvisi,yes
Giuliano_Cazzola,yes
Guido_Salvatore_Melis,yes
Alessandro_Bratti,yes
Gianluca_Benamati,yes
Maurizio_Bianconi,yes
Gabriele_Toccafondi,yes
Franco_Gidoni,yes
Renato_Brunetta,yes
Fabio_Gava,yes
Antonio_Distaso,yes
Francesco_Paolo_Sisto,yes
Salvatore_Misuraca,yes
Alberto_Losacco,yes
Francesco_Boccia,yes
Vincenzo_Antonio_Fontana,yes
Dario_Ginefra,yes
Pierfelice_Zazzera,yes
Aldo_Di_Biagio,yes
Fabio_Porta,yes
Santo_Domenico_Versace,yes
Umberto_Scapagnini,yes
Benedetto_Fabio_Granata,yes
Maurizio_Scelli,yes
Antonino_Minardo,yes
Vincenzo_Gibiino,yes
Francantonio_Genovese,yes
Marco_Causi,yes
Ignazio_Abrignani,yes
Claudio_Barbaro,yes
Antonio_Cuomo,yes
Roberto_Cassinelli,yes
Renato_Farina,yes
Nicola_Formichella,yes
Antonino_Foti,yes
Benedetto_Francesco_Fucci,yes
Vincenzo_Garofalo,yes
Rocco_Giuseppe_Moles,yes
Giovanni_Carlo_Francesco_Mottola,yes
Carlo_Nola,yes
Alessandro_Saro_Alfonso_Pagano,yes
Nunzio_Francesco_Testa,yes
Roberto_Occhiuto,yes
Michele_Scandroglio,yes
Salvatore_Torrisi,yes
Daniele_Toto,yes
Paolo_Vella,yes
Francesco_Barbato,yes
Massimiliano_Fedriga,yes
Alberto_Torazzi,yes
David_Favia,yes
Ignazio_Messina,yes
Carlo_Monai,yes
Antonio_Palagiano,yes
Gaetano_Porcino,yes
Luca_Rodolfo_Paolini,yes
Domenico_Scilipoti,yes
Elio_Vittorio_Belcastro,yes
Arturo_Iannaccone,yes
Fabrizio_Di_Stefano,yes
Guido_Galperti,yes
Cosimo_Latronico,yes
Piero_Longo,yes
Francesco_Sanna,yes
Carlo_Sarro,yes
Paolo_Tancredi,yes
Augusto_Di_Stanislao,yes
Giacomo_Terranova,yes
Mario_Marino_Guadalupi,yes
Edoardo_Rixi,yes
Marco_Maggioni,yes
Vincenzo_D'anna,yes
Deodato_Scanderebech,yes
Luigi_Muro,yes
Sandro_Oliveri,yes
Mario_Catania,yes
Renato_Balduzzi,yes
Simone_Andrea_Crolla,yes
Mario_Adinolfi,yes
Giuseppe_Vatinno,yes
Ezio_Zani,yes
Francesco_Verducci,yes
Giuseppe_Santonastaso,yes
Stefano_Borghesi,yes
Paolo_Vitelli,yes
Alberto_Bombassei,yes
Giovanni_Monchiero,yes
Italico_Santoro,yes
Gregorio_Gitti,yes
Ferdinando_Alberti,yes
Girgis_Sorial,yes
Carlo_Dell'aringa,yes
Ernesto_Preziosi,yes
Alfredo_Bazoli,yes
Giuseppe_Guerini,yes
Gian_Mario_Fragomeli,yes
Angelo_Senaldi,yes
Edoardo_Patriarca,yes
Andrea_Giorgis,yes
Umberto_D'ottavio,yes
Davide_Mattiello,yes
Albrecht_Plangger,yes
Daniel_Alfreider,yes
Manfred_Schullian,yes
Michele_Nicoletti,yes
Andrea_Mazziotti_Di_Celso,yes
Riccardo_Fraccaro,yes
Alberto_Zolezzi,yes
Danilo_Toninelli,yes
Paolo_Alli,yes
Mattia_Fantinati,yes
Tancredi_Turco,yes
Alan_Ferrari,yes
Giuseppe_Stefano_Quintarelli,yes
Lorenzo_Guerini,yes
Filippo_Busin,yes
Federico_Ginato,yes
Diego_Crivellari,yes
Filippo_Crimi',yes
Emanuele_Prataviera,yes
Enrico_Zanetti,yes
Marco_Da_Villa,yes
Federico_D'inca',yes
Giorgio_Zanin,yes
Emanuele_Cozzolino,yes
Giorgio_Brandolin,yes
Paolo_Coppola,yes
Gian_Luigi_Gigli,yes
Filippo_Gallinella,yes
Giampiero_Giulietti,yes
Carlo_Galli,yes
Fabio_Melilli,yes
Marco_Meloni,yes
Luca_Pastorino,yes
Franco_Vazio,yes
Federico_Fauttilli,yes
Massimiliano_Bernini,yes
Enzo_Lattuca,yes
Danilo_Leva,yes
Sergio_Boccadutri,yes
Piergiorgio_Carrescia,yes
Paolo_Petrini,yes
Massimo_Scalia,yes
Renato_Strada,yes
Enrico_Testa,yes
Gaetano_Vairo,yes
Luigi_Gui,yes
Alfredo_Vito,yes
Antonino_Gullotti,yes
Fabio_Perinei,yes
Gaetano_Nino_Colucci,yes
Ennio_Grassi,yes
Aristide_Gunnella,yes
Francesco_D'onofrio,yes
Raffaele_Farigu,yes
Carmine_Santo_Patarino,yes
Pietro_Ingrao,yes
Claudio_Taverna,yes
Giovanni_Paciullo,yes
Ernesto_Abaterusso,yes
Salvatore_Abbruzzese,yes
Giovanni_Carlo_Acciaro,yes
Stefano_Aimone_Prina,yes
Giuseppe_Maria_Ayala,yes
Renato_Albertini,yes
Giuseppe_Aloise,yes
Giovanni_Alterio,yes
Gian_Franco_Anedda,yes
Uber_Anghinoni,yes
Giovanni_Francesco_Antoci,yes
Giovanni_Bacciardi,yes
Enzo_Balocchi,yes
Augusto_Battaglia,yes
Stefano_Berni,yes
Paolo_Bertezzolo,yes
Gianfranco_Bettin,yes
Vincenzo_Bianco,yes
Giuseppe_Bicocchi,yes
Alessandro_Di_Battista,yes
Adriano_Zaccagnini,yes
Mario_Marazziti,yes
Domenico_Rossi,yes
Stefano_Fassina,yes
Umberto_Marroni,yes
Salvatore_Matarrese,yes
Gaetano_Piepoli,yes
Ettore_Guglielmo_Epifani,yes
Giuseppe_D'ambrosio,yes
Giuseppe_L'abbate,yes
Diego_De_Lorenzis,yes
Giuseppe_Brescia,yes
Marco_Di_Lello,yes
Leonardo_Impegno,yes
Alberto_Pagani,yes
Francesco_Cariello,yes
Nicola_Fratoianni,yes
Antonio_Matarrelli,yes
Roberto_Fico,yes
Salvatore_Micillo,yes
Francesco_Cassano,yes
Luigi_Gallo,yes
Massimo_Bray,yes
Antonio_Decaro,yes
Angelo_Tofalo,yes
Carlo_Sibilia,yes
Girolamo_Pisano,yes
Michele_Pelillo,yes
Antimo_Cesaro,yes
Ivan_Scalfarotto,yes
Paolo_Gandolfi,yes
Simone_Valiante,yes
Angelo_Rughetti,yes
Luigi_Famiglietti,yes
Rocco_Palese,yes
Gianfranco_Giovanni_Chiarelli,yes
Matteo_Dall'osso,yes
Vittorio_Ferraresi,yes
Roberto_Speranza,yes
Paolo_Bernini,yes
Enrico_Borghi,yes
Francesco_Bonifazi,yes
Mariano_Rabino,yes
Davide_Crippa,yes
Pierpaolo_Vargiu,yes
Mirko_Busto,yes
Andrea_Vallascas,yes
Gianluca_Vacca,yes
Andrea_Colletti,yes
Giulio_Cesare_Sottanelli,yes
Antonio_Castricone,yes
Tommaso_Curro',yes
Michele_Piras,yes
Giuseppe_Lauricella,yes
Giorgio_Guerrini,yes
Samuele_Segoni,yes
Sebastiano_Barbanti,yes
Andrea_Manciulli,yes
Luca_Lotti,yes
Alfredo_D'attorre,yes
Demetrio_Battaglia,yes
Ernesto_Magorno,yes
Bruno_Censore,yes
Matteo_Biffoni,yes
Dario_Parrini,yes
Luigi_Dallai,yes
Giampaolo_Galli,yes
David_Ermini,yes
Edoardo_Fanucci,yes
Federico_Gelli,yes
Matteo_Mauri,yes
Andrea_Romano,yes
Francesco_Laforgia,yes
Paolo_Cova,yes
Roberto_Rampi,yes
Ernesto_Carbone,yes
Luca_Squeri,yes
Stefano_Dambruoso,yes
Gianfranco_Librandi,yes
Vincenzo_Caso,yes
Manlio_Di_Stefano,yes
Daniele_Pesco,yes
Alessio_Tacconi,yes
Mario_Alejandro_Borghese,yes
Fabio_Lavagno,yes
Bruno_Archi,yes
Luigi_Lacquaniti,yes
Florian_Kronbichler,yes
Alessandro_Zan,yes
Giulio_Marcon,yes
Stefano_Quaranta,yes
Giovanni_Paglia,yes
Giuseppe_De_Mita,yes
Pasquale_Maietta,yes
Filiberto_Zaratti,yes
Arcangelo_Sannicandro,yes
Veniero_Accreman,yes
Mauro_Ianniello,yes
Lino_Innocenti,yes
Attilio_Iozzelli,yes
Gino_Ippolito,yes
Lorenzo_Isgro',yes
Vittorio_Korach,yes
Mario_Artali,yes
Antonio_Laforgia,yes
Giuseppe_La_Loggia,yes
Giorgio_La_Malfa,yes
Giovanni_Bonomo,yes
Mario_Borghezio,yes
Francesco_Borgia,yes
Gian_Mauro_Borsano,yes
Ugo_La_Malfa,yes
Antonino_Buttitta,yes
Rocco_Francesco_Caccavari,yes
Roberto_Calderoli,yes
Stefano_Caldoro,yes
Valerio_Calzolaio,yes
Vassili_Campatelli,yes
Antonio_Cancian,yes
Clemente_Carta,yes
Giorgio_Carta,yes
Cosimo_Casilli,yes
Sergio_Castellaneta,yes
Roberto_Castelli,yes
Emidio_Casula,yes
Tiberio_Cecere,yes
Fabrizio_Cesetti,yes
Massimo_Chiaventi,yes
Nicola_Colaianni,yes
Domenico_Comino,yes
Giulio_Conti,yes
Calogero_Corrao,yes
Giovanni_Correnti,yes
Robinio_Costi,yes
Fernando_Dalla_Chiesa,yes
Alessandro_Dalla_Via,yes
Lino_De_Benetti,yes
Umberto_Del_Basso_De_Caro,yes
Fabio_Dosi,yes
Vito_Lattanzio,yes
Fabio_Evangelisti,yes
Giovanni_Giuseppe_Claudio_Fava,yes
Romano_Ferrauto,yes
Enrico_Ferri,yes
Francesco_Formenti,yes
Salvatore_Lauricella,yes
Marco_Formentini,yes
Claudio_Frontini,yes
Severino_Galante,yes
Alfredo_Galasso,yes
Domenico_Galbiati,yes
Giuseppe_Gambale,yes
Carlo_Amedeo_Giovanardi,yes
Vito_Gnutti,yes
Gaetano_Grasso,yes
Galileo_Guidi,yes
Francesco_Paolo_Iannuzzi,yes
Berardino_Impegno,yes
Antonio_Iodice,yes
Eugenio_Jannelli,yes
Antonio_La_Gloria,yes
Bruno_Landi,yes
Angelo_La_Russa,yes
Ignazio_Benito_Maria_La_Russa,yes
Fede_Latronico,yes
Marcello_Luigi_Lazzati,yes
Federico_Guglielmo_Lento,yes
Mario_Lettieri,yes
Luigi_Lucarelli,yes
Raimondo_Luigi_Bruno_Maira,yes
Gianmarco_Mancini,yes
Ferdinando_Margutti,yes
Franco_Marini,yes
Luigi_Marino,yes
Roberto_Ernesto_Maroni,yes
Alfonso_Martucci,yes
Pietro_Mastranzo,yes
Generoso_Melilla,yes
Giovanni_Meo_Zilio,yes
Pietro_Mita,yes
Enrico_Modigliani,yes
Gianfranco_Morgando,yes
Gabriele_Mori,yes
Fabio_Mussi,yes
Luigi_Negri,yes
Rosario_Antonino_Nicolosi,yes
Gianfranco_Maria_Eugenio_Occhipinti,yes
Leoluca_Orlando,yes
Gabriele_Ostinelli,yes
Fabio_Padovan,yes
Santino_Pagano,yes
Roberto_Paggini,yes
Mauro_Paissan,yes
Carlo_Palermo,yes
Antonio_Pappalardo,yes
Nicola_Pasetto,yes
Alfonso_Pecoraro_Scanio,yes
Corrado_Arturo_Peraboni,yes
Vincenzo_Perrone,yes
Pierluigi_Petrini,yes
Roberto_Pinza,yes
Claudio_Pioli,yes
Giovanni_Polidoro,yes
Francesco_Polizio,yes
Mauro_Polli,yes
Fulco_Pratesi,yes
Fiorello_Provera,yes
Remo_Ratto,yes
Marco_Ravaglioli,yes
Mario_Rigo,yes
Arcangelo_Lobianco,yes
Paolo_Romeo,yes
Guglielmo_Rositani,yes
Luigi_Rossi,yes
Antonio_Ruberti,yes
Ivo_Russo,yes
Marco_Fabio_Sartori,yes
Riccardo_Sartoris,yes
Antonio_Fabio_Maria_Scavone,yes
Vittorio_Sgarbi,yes
Giancarlo_Sitra,yes
