Arturo_Rognoni,no
Dino_Saccenti,no
Secondo_Tranquilli,no
Felice_Vischioni,no
Edoardo_D'onofrio,no
Carlo_Farini,no
Dante_Bernamonti,no
Luciano_Magrini,no
Luigi_Zappelli,no
Luigi_Vallone,no
Enrico_Minio,no
Arturo_Burato,no
Verenin_Grazia,no
Alessandro_Scotti,no
Giulio_Pastore,no
Giulio_Perugi,no
Pietro_Pressinotti,no
Olindo_Cremaschi,no
Alberto_Simonini,no
Vincenzo_Tieri,no
Piero_Malvestiti,no
Renato_Tega,no
Ezio_Villani,no
Arnaldo_Azzi,no
Oreste_Bonomelli,no
Fiorenzo_Cimenti,no
Giuseppe_Ricci,no
Quinto_Bucci,no
Emilio_Zannerini,no
Celeste_Carlo_Negarville,no
Vittorio_Ghidetti,no
Luigi_Allegato,no
Luigi_Morelli,no
Pietro_Mentasti,no
Giordano_Pratolongo,no
Giuseppe_Dozza,no
Domenico_Mezzadra,no
Mario_Martinelli,no
Anelito_Barontini,no
Uberto_Bonino,no
Giulio_Cerreti,no
Arturo_Raffaello_Colombi,no
Carlo_Lombardi,no
Mario_Montagnana,no
Francesco_Moranino,no
Pietro_Nenni,no
Luigi_Ruggeri,no
Sergio_Scarpa,no
Francesco_Scotti,no
Leo_Valiani,no
Giuseppe_Togni,no
Riccardo_Ravagnan,no
Agostino_Novella,no
Giuseppe_Chiostergi,no
Giuseppe_Di_Vittorio,no
Luigi_Faccio,no
Vannuccio_Faralli,no
Celestino_Ferrario,no
Guglielmo_Giannini,no
Giuseppe_Imperiale,no
Marino_Magnani,no
Aurelio_Natoli_Lamantea,no
Umberto_Pistoia,no
Alfredo_Proia,no
Gioacchino_Quarello,no
Giuseppe_Giovanni_Battista_Raimondi,no
Ettore_Santi,no
Albino_Ottavio_Stella,no
Tullio_Tomba,no
Oliviero_Zuccarini,no
Leone_Azzali,no
Gaetano_Barbareschi,no
Ilio_Barontini,no
Roberto_Bencivenga,no
Alberto_Bergamini,no
Aladino_Bibolotti,no
Renato_Bitossi,no
Severino_Bolognesi,no
Ilio_Bosi,no
Emilio_Canevari,no
Giovanni_Ernesto_Caporali,no
Luigi_Carmagnola,no
Gaetano_Chiarini,no
Alfeo_Corassori,no
Luigi_Corazzin,no
Benedetto_Croce,no
Antonino_D'agata,no
Lodovico_D'aragona,no
Abdon_Maltagliati,no
Paolo_De_Michelis,no
Cipriano_Facchinetti,no
Silvio_Fantuzzi,no
Giovanni_Farina,no
Armando_Fedeli,no
Umberto_Fiore,no
Vittorio_Flecchia,no
Galliano_Gervasi,no
Guido_Giacometti,no
Achille_Grandi,no
Ruggero_Grieco,no
Virgilio_Mario_Luisetti,no
Francesco_Mariani,no
Mario_Marina,no
Cesare_Massini,no
Nino_Mazzoni,no
Riccardo_Momigliano,no
Piero_Montagnani_Marelli,no
Antonio_Negro,no
Raffaele_Pastore,no
Giacomo_Pellegrini,no
Pier_Carlo_Restagno,no
Giuseppe_Rossi,no
Giovanni_Roveda,no
Pietro_Secchia,no
Nicola_Siles,no
Velio_Spano,no
Tommaso_Angelo_Tonello,no
Giovanni_Uberti,no
Giuseppe_Vilardi,no
Giovanni_Farina,no
Luigi_Longo,no
Gian_Carlo_Pajetta,no
Angelo_Salizzoni,no
Giuseppe_Alberganti,no
Giuseppe_Arcaini,no
Luigi_Bacciconi,no
Gino_Baldassari,no
Vittorio_Bardini,no
Angelo_Bellato,no
Luigi_Filippo_Benedettini,no
Bruno_Bianchi,no
Renato_Cappugi,no
Epicarmo_Corbino,no
Michele_D'amico,no
Concetto_Gallo,no
Dante_Gorreri,no
Romolo_Landi,no
Francesco_Leone,no
Ivan_Matteo_Lombardo,no
Catullo_Maffioli,no
Pierraimondo_Manzini,no
Umberto_Paolo_Massola,no
Giancarlo_Matteotti,no
Vincenzo_Moscatelli,no
Arrigo_Boldrini,no
Giuliano_Pajetta,no
Danilo_Paris,no
Bortolo_Manlio_Pat,no
Giuseppe_Rapelli,no
Paolo_Rossi,no
Filippo_Amedeo,NaN
Italo_Bargagna,NaN
Matteo_Rescigno,yes
Paolo_Bonomi,yes
Cesario_Rodi,yes
Paolo_Rossi,yes
Carlo_Ruggiero,yes
Mario_Saggin,yes
Nicola_Salerno,yes
Umberto_Sampietro,yes
Gaetano_Sardiello,yes
Emilio_Sereni,yes
Luigi_Silipo,yes
Egidio_Tosato,yes
Roberto_Tremelloni,yes
Michele_Maria_Tumminelli,yes
Tommaso_Zerbi,yes
Michelangelo_Trimarchi,yes
Aldo_Bozzi,yes
Fausto_Gullo,yes
Francesco_De_Vita,yes
Ernesto_Carpano_Maglioli,yes
Lodovico_Sforza_Benvenuti,yes
Guido_Cortese,yes
Paolo_Cappa,yes
Gustavo_Colonnetti,yes
Luigi_Battisti,yes
Vito_Monterisi,yes
Carmine_De_Martino,yes
Antonino_Varvaro,yes
Mario_Rodino'_Di_Miglione,yes
Eugenio_Dugoni,yes
Filippo_Guerrieri,yes
Cornelio_Fietta,yes
Ennio_Avanzini,yes
Bernardo_Mattarella,yes
Rocco_Gullo,yes
Vincenzo_La_Rocca,yes
Alfonso_Motolese,yes
Leonardo_Miccolis,yes
Salvatore_Scoca,yes
Giuseppe_Grassi,yes
Adriano_Bernardi,yes
Renzo_Laconi,yes
Giovan_Battista_Adonnino,yes
Mario_Merighi,yes
Arrigo_Cairo,yes
Ireneo_Vinciguerra,yes
Milziade_Venditti,yes
Bartolomeo_Cannizzo,yes
Camillo_Corsanego,yes
Guido_Russo_Perez,yes
Giovanni_Perlingieri,yes
Paolo_Treves,yes
Raffaele_Pio_Petrilli,yes
Adolfo_Quintieri,yes
Luigi_De_Filpo,yes
Alcide_Malagugini,yes
Alessandro_Coppi,yes
Celeste_Bastianetto,yes
Giovanni_Cuomo,yes
Giuseppe_Notarianni,yes
Francesco_Chieffi,yes
Giovanni_Bovetti,yes
Luigi_Meda,yes
Ezio_Vigorelli,yes
Vito_Giuseppe_Galati,yes
Giovanni_Carignani,yes
Italo_Giulio_Caiati,yes
Ferdinando_Tambroni_Armaroli,yes
Enrico_Grazi,yes
Nicola_La_Gravinese,yes
Umberto_Calosso,yes
Giuseppe_De_Falco,yes
Ezio_Coppa,yes
Luigi_Cacciatore,yes
Vincenzo_Selvaggi,yes
Giovanni_Caso,yes
Costante_Bianchi,yes
Ludovico_Sicignano,yes
Francesco_Caroleo,yes
Guglielmo_Schiratti,yes
Aldo_Enzo_Pignatari,yes
Gino_Pieri,yes
Luigi_Chatrian,yes
Ugo_Rodino',yes
Angelo_Corsi,yes
Alcide_De_Gasperi,yes
Enrico_Tosi,yes
Pasquale_Cortese,yes
Gaetano_Martino,yes
Corrado_Terranova,yes
Giovanni_Cartia,yes
Giovanni_Tonetti,yes
Teodoro_Bubbio,yes
Raffaele_Recca,yes
Mario_Cevolotto,yes
Attilio_Salvatore,yes
Emanuele_Guerrieri,yes
Giovanni_Battista_Pera,yes
Michele_Valenti,yes
Fausto_Pecorari,yes
Felice_Platone,yes
Enrico_Medi,yes
Antonio_Ferrarese,yes
Rodolfo_Vicentini,yes
Stellio_Lozza,yes
Edoardo_Clerici,yes
Antonio_Guariento,yes
Palmiro_Togliatti,yes
Alessandro_Gatta,yes
Gerardo_Bruni,yes
Ambrogio_Viale,yes
Francesco_Restivo,yes
Gherardo_Taddia,yes
Giacomo_De_Palma,yes
Ludovico_Camangi,yes
Calogero_Volpe,yes
Oreste_Lizzadri,yes
Calogero_Di_Gloria,yes
Giuseppe_Codacci_Pisanelli,yes
Antonio_Pignedoli,yes
Emilio_Colombo,yes
Armando_Angelini,yes
Lelio_Basso,yes
Giuseppe_Belotti,yes
Ermenegildo_Bertola,yes
Giuseppe_Maria_Bettiol,yes
Giuseppe_Brusasca,yes
Tullio_Benedetti,yes
Antonio_Capua,yes
Gennaro_Cassiani,yes
Tristano_Codignola,yes
Carlo_Colonna_Di_Paliano,yes
Luigi_De_Michele,yes
Giuseppe_Ermini,yes
Giacinto_Froggio,yes
Giuseppe_Garlato,yes
Guido_Gonella,yes
Giovanni_Gronchi,yes
Angelo_Raffaele_Jervolino,yes
Edgardo_Lami_Starnuti,yes
Alfredo_Covelli,yes
Lodovico_Montini,yes
Filippo_Murdaca,yes
Giuseppe_Pella,yes
Antonio_Pesenti,yes
Attilio_Piccioni,yes
Costantino_Preziosi,yes
Giuseppe_Saragat,yes
Mario_Scelba,yes
Fernando_Schiavetti,yes
Giulio_Andreotti,yes
Amintore_Fanfani,yes
Giovanni_Leone,yes
Giuseppe_Spataro,yes
Paolo_Emilio_Taviani,yes
Giorgio_Amendola,yes
Gaetano_Vigo,yes
Beniamino_De_Maria,yes
Giuseppe_Abozzi,yes
Salvatore_Aldisio,yes
Alessandro_Arcangeli,yes
Giambattista_Bosco_Lucarelli,yes
Pietro_Bulloni,yes
Edmondo_Caccuri,yes
Piero_Calamandrei,yes
Pietro_Campilli,yes
Giuseppe_Cappi,yes
Benedetto_Carratelli,yes
Giuseppe_Castelli_Avolio,yes
Antonio_Cavalli,yes
Antonio_Cifaldi,yes
Gastone_Costa,yes
Raffaele_De_Caro,yes
Antonio_Alberti,yes
Ugo_Della_Seta,yes
Florestano_Di_Fausto,yes
Francesco_Maria_Dominedo',yes
Giuseppe_Dossetti,yes
Aldo_Fedeli,yes
Pietro_Ferreri,yes
Andrea_Finocchiaro_Aprile,yes
Giuseppe_Firrao,yes
Alberto_Fogagnolo,yes
Piero_Fornara,yes
Armando_Fresa,yes
Giuseppe_Fuschini,yes
Guglielmo_Ghislandi,yes
Umberto_Grilli,yes
Pasquale_Lagravinese,yes
Raffaele_Lettieri,yes
Girolamo_Li_Causi,yes
Pietro_Lizier,yes
Mario_Longhena,yes
Gino_Macrelli,yes
Salvatore_Mannironi,yes
Achille_Marazza,yes
Concetto_Marchesi,yes
Pasquale_Marconi,yes
Francesco_Marinaro,yes
Achille_Marzarotto,yes
Gesumino_Mastino,yes
Ottavio_Mastrojanni,yes
Giuseppe_Micheli,yes
Giuseppe_Emanuele_Modigliani,yes
Francesco_Musotto,yes
Virgilio_Nasi,yes
Raffaele_Numeroso,yes
Camillo_Orlando,yes
Achille_Pellizzari,yes
Tomaso_Perassi,yes
Giovanni_Ponti,yes
Renato_Puoti,yes
Quinto_Quintieri,yes
Vincenzo_Rivera,yes
Giuseppe_Romita,yes
Enrico_Roselli,yes
Luigi_Renato_Sansone,yes
Mario_Segala,yes
Antonio_Segni,yes
Ferdinando_Targetti,yes
Martino_Trulli,yes
Olindo_Vernocchi,yes
Oberdan_Vigna,yes
Bruno_Villabruna,yes
Giuseppe_Alberti,yes
Giuseppe_Ayroldi_Carissimo,yes
Leopoldo_Baracco,yes
Ezio_Bartalini,yes
Carlo_Bassano,yes
Giuseppe_Salvatore_Bellusci,yes
Tullio_Benedetti,yes
Bruno_Bernabei,yes
Ferdinando_Bernini,yes
Giovanni_Bertini,yes
Giovanni_Battista_Bertone,yes
Alessandro_Bocconi,yes
Ivanoe_Bonomi,yes
Giulio_Bordon,yes
Giovanni_Braschi,yes
Francesco_Buffoni,yes
Giuseppe_Buonocore,yes
Carlo_Caldera,yes
Giuseppe_Candela,yes
Giuseppe_Canepa,yes
Aldo_Caprani,yes
Nicolo'_Carandini,yes
Luigi_Carbonari,yes
Enrico_Carboni,yes
Carmelo_Caristia,yes
Giovanni_Ciampitti,yes
Alberto_Cianca,yes
Nicola_Ciccolungo,yes
Mario_Cingolani,yes
Orazio_Condorelli,yes
Giovanni_Conti,yes
Giovanni_Cosattini,yes
Antonio_Costantini,yes
Amerigo_Crispo,yes
Diego_D'amico,yes
Giovanni_Del_Curto,yes
Eduardo_Di_Giovanni,yes
Luigi_Einaudi,yes
Gustavo_Fabbri,yes
Luciano_Fantoni,yes
Giacomo_Ferrari,yes
Giuseppe_Filippini,yes
Domenico_Fioritto,yes
Giuseppe_Fusco,yes
Luigi_Gasparotto,yes
Cesare_Gavina,yes
Gustavo_Ghidini,yes
Michele_Giua,yes
Michele_Gortani,yes
Girolamo_Grisolia,yes
Stefano_Jacini,yes
Arturo_Labriola,yes
Giovanni_Lombardi,yes
Emidio_Lopardi,yes
Emilio_Lussu,yes
Fabrizio_Maffi,yes
Eliseo_Giovanni_Magrassi,yes
Pietro_Mancini,yes
Oddo_Marinelli,yes
Pietro_Mastino,yes
Umberto_Merlin,yes
Enrico_Mole',yes
Guido_Molinelli,yes
Gabriele_Luigi_Montemartini,yes
Rodolfo_Morandi,yes
Francesco_Saverio_Nitti,yes
Tito_Oro_Nobili,yes
Vittorio_Emanuele_Orlando,yes
Giovanni_Pallastrelli,yes
Giuseppe_Paratore,yes
Ferruccio_Parri,yes
Rosario_Pasqualino_Vassallo,yes
Giovanni_Persico,yes
Giuseppe_Ernesto_Piemonte,yes
Francesco_Ponticelli,yes
Giovanni_Porzio,yes
Antonio_Priolo,yes
Alberto_Mario_Pucci,yes
Vito_Reale,yes
Antonio_Romano,yes
Alfonso_Rubilli,yes
Bartolomeo_Ruini,yes
Giuseppe_Sapienza,yes
Mauro_Scoccimarro,yes
Carlo_Sforza,yes
Aldo_Spallicci,yes
Vito_Mario_Stampacchia,yes
Umberto_Terracini,yes
Tiziano_Tessitori,yes
Domenico_Tripepi,yes
Umberto_Tupini,yes
Alessandro_Turco,yes
Giustino_Valmarana,yes
Ezio_Vanoni,yes
Dante_Veroni,yes
Guglielmo_Visocchi,yes
Francesco_Zanardi,yes
Mario_Zotta,yes
Antonio_Giolitti,yes
Tommaso_Corsini,yes
Luigi_Gui,yes
Ugo_La_Malfa,yes
Riccardo_Lombardi,yes
Giovanni_Lombardi,yes
Giuseppe_Lupis,yes
Gianmatteo_Matteotti,yes
Vittorio_Badini_Confalonieri,yes
Aldo_Moro,yes
Alessandro_Pertini,yes
Luigi_Preti,yes
Ferdinando_Targetti,yes
Stefano_Riccio,yes
Mariano_Rumor,yes
Domenico_Sartor,yes
Ferdinando_Storchi,yes
Fiorentino_Sullo,yes
Renato_Tozzi_Condivi,yes
Oscar_Luigi_Scalfaro,yes
Benigno_Zaccagnini,yes
Mario_Zagari,yes
Leonetto_Amadei,yes
Gaspare_Ambrosini,yes
Nicola_Angelucci,yes
Giuseppe_Arata,yes
Mario_Assennato,yes
Luigi_Balduzzi,yes
Guido_Basile,yes
Stefano_Bazoli,yes
Girolamo_Bellavista,yes
Luigi_Bennani,yes
Walter_Binni,yes
Corrado_Bonfantini,yes
Raimondo_Salvatore_Borsellino,yes
Michele_Camposarcuno,yes
Guglielmo_Cappelletti,yes
Angelo_Carboni,yes
Giuseppe_Caronia,yes
Edgardo_Castelli,yes
Pietro_Castiglia,yes
Attilio_Castrogiovanni,yes
Vincenzo_Cavallari,yes
Alberto_Mario_Cavallotti,yes
Domenico_Chiaramello,yes
Vincenzo_Cicerone,yes
Ivo_Coccia,yes
Francesco_Colitto,yes
Bruno_Corbi,yes
Mario_Cotellessa,yes
Carlo_Cremaschi,yes
Ugo_Damiani,yes
Gerardo_De_Caro,yes
Ugo_De_Mercurio,yes
Antigono_Donati,yes
Loris_Biagioni,yes
Arnaldo_Fabriani,yes
Battista_Falchi,yes
Giosue'_Fiorentino,yes
Vittorio_Foa,yes
Palmiro_Foresi,yes
Francesco_Franceschini,yes
Antonio_Gabrieli,yes
Michelangelo_Galioto,yes
Attilio_Germano,yes
Silvio_Geuna,yes
Enzo_Giacchero,yes
Igino_Giordani,yes
Antonio_Greppi,yes
Alberto_Jacometti,yes
Giorgio_La_Pira,yes
Giuseppe_Lazzati,yes
Roberto_Lucifero,yes
Enrico_Mariani,yes
Enrico_Martino,yes
Crescenzo_Mazza,yes
Vincenzo_Mazzei,yes
Giuseppe_Montalbano,yes
Reginaldo_Monticelli,yes
Renato_Morelli,yes
Attilio_Morini,yes
Costantino_Mortati,yes
Francesco_Murgia,yes
Eugenio_Musolino,yes
Umberto_Nobile,yes
Randolfo_Pacciardi,yes
Silvio_Paolucci,yes
Gennaro_Patricolo,yes
Emilio_Patrissi,yes
Giuseppe_Perrone_Capano,yes
Eugenio_Reale,yes
