Persona,legislatura,graduated
Mauro_Seppia,Legislatura 7,no
Mauro_Seppia,Legislatura 8,no
Mauro_Seppia,Legislatura 9,no
Mauro_Seppia,Legislatura 10,no
Elio_Fregonese,Legislatura 5,no
Walter_Alini,Legislatura 4,no
Walter_Alini,Legislatura 5,no
Francesco_Loperfido,Legislatura 4,no
Francesco_Loperfido,Legislatura 5,no
Angelo_Abenante,Legislatura 4,no
Vittorio_Aicardi,Legislatura 3,no
Adelio_Albarello,Legislatura 2,no
Adelio_Albarello,Legislatura 3,no
Pio_Alessandrini,Legislatura 1,no
Pio_Alessandrini,Legislatura 2,no
Pio_Alessandrini,Legislatura 3,no
Pio_Alessandrini,Legislatura 4,no
Silvio_Antonini,Legislatura 4,no
Silvano_Armaroli,Legislatura 3,no
Silvano_Armaroli,Legislatura 4,no
Walter_Audisio,Legislatura 1,no
Walter_Audisio,Legislatura 2,no
Walter_Audisio,Legislatura 3,no
Pierino_Azimonti,Legislatura 3,no
Pierino_Azimonti,Legislatura 5,no
Alfredo_Baldani_Guerra,Legislatura 4,no
Alfredo_Baldani_Guerra,Legislatura 5,no
Anelito_Barontini,Legislatura Costituente,no
Anelito_Barontini,Legislatura 1,no
Anelito_Barontini,Legislatura 2,no
Anelito_Barontini,Legislatura 3,no
Francesco_Colucci,Legislatura 6,no
Francesco_Colucci,Legislatura 7,no
Francesco_Colucci,Legislatura 8,no
Francesco_Colucci,Legislatura 9,no
Francesco_Colucci,Legislatura 10,no
Francesco_Colucci,Legislatura 11,no
Francesco_Colucci,Legislatura 14,no
Francesco_Colucci,Legislatura 15,no
Francesco_Colucci,Legislatura 16,no
Mario_Bettoli,Legislatura 2,no
Mario_Bettoli,Legislatura 3,no
Uberto_Bonino,Legislatura Costituente,no
Uberto_Bonino,Legislatura 1,no
Uberto_Bonino,Legislatura 2,no
Uberto_Bonino,Legislatura 3,no
Domenico_Borraccino,Legislatura 5,no
Luigi_Matrone,Legislatura 7,no
Luigi_Matrone,Legislatura 8,no
Silvio_Miana,Legislatura 7,no
Vito_Miceli,Legislatura 7,no
Vito_Miceli,Legislatura 8,no
Vito_Miceli,Legislatura 9,no
Giovanni_Migliorini,Legislatura 7,no
Giovanni_Migliorini,Legislatura 8,no
Armelino_Milani,Legislatura 7,no
Ruggero_Millet,Legislatura 7,no
Giorgio_Mondino,Legislatura 7,no
Giorgio_Mondino,Legislatura 8,no
Saverio_Monteleone,Legislatura 7,no
Saverio_Monteleone,Legislatura 8,no
Renzo_Moschini,Legislatura 7,no
Renzo_Moschini,Legislatura 8,no
Renzo_Moschini,Legislatura 9,no
Claudio_Napoleoni,Legislatura 7,no
Umberto_Chiacchio,Legislatura 6,no
Mauro_Olivi,Legislatura 7,no
Mauro_Olivi,Legislatura 8,no
Mauro_Olivi,Legislatura 9,no
Giuseppe_Orlando,Legislatura 7,no
Francesco_Ottaviano,Legislatura 7,no
Francesco_Ottaviano,Legislatura 8,no
Domenico_Petrella,Legislatura 7,no
Giampiero_Pucciarini,Legislatura 7,no
