Governo,Ministro,nome,cognome,gender,legislatura
I Governo Rumor,Ministro delle Poste e Telecomunicazioni,MARIO,FERRARI AGGRADI,male,legislatura 05
I Governo Rumor,MInistro della Pubblica Istruzione,MARIO,FERRARI AGGRADI,male,legislatura 05
II Governo Rumor,MInistro della Pubblica Istruzione,MARIO,FERRARI AGGRADI,male,legislatura 05
III Governo Moro,Ministro senza Portafoglio,VIRGINIO,BERTINELLI,male,legislatura 04
I Governo Rumor,Ministro del Lavoro e della Previdenza Sociale,GIACOMO,BRODOLINI,male,legislatura 05
I Governo Leone,Ministro della Marina Mercantile,FRANCESCO MARIA,DOMINEDO',male,legislatura 04
I Governo Rumor,Ministro delle Partecipazioni Statali,ARNALDO,FORLANI,male,legislatura 05
II Governo Rumor,Ministro senza Portafoglio,ARNALDO,FORLANI,male,legislatura 05
III Governo Moro,Ministro senza Portafoglio,LEOPOLDO,RUBINACCI,male,legislatura 04
II Governo Rumor,MInistro dei Trasporti e dell'Aviazione civile,REMO,GASPARI,male,legislatura 05
I Governo Moro,Ministro del Bilancio,ANTONIO,GIOLITTI,male,legislatura 04
I Governo Leone,MInistro dei Trasporti e dell'Aviazione Civile,GUIDO,CORBELLINI,male,legislatura 04
I Governo Rumor,Ministro di Grazia e Giustizia,SILVIO,GAVA,male,legislatura 05
I Governo Leone,Ministro del Bilancio,GIUSEPPE,MEDICI,male,legislatura 04
I Governo Moro,Ministro dell'Industria e Commercio,GIUSEPPE,MEDICI,male,legislatura 04
II Governo Moro,Ministro dell'Industria e Commercio,GIUSEPPE,MEDICI,male,legislatura 04
II Governo Leone,Ministro degli Affari Esteri,GIUSEPPE,MEDICI,male,legislatura 05
I Governo Leone,Ministro di Grazia e Giustizia,GIACINTO,BOSCO,male,legislatura 04
I Governo Moro,Ministro del Lavoro e della Previdenza Sociale,GIACINTO,BOSCO,male,legislatura 04
III Governo Moro,Ministro del Lavoro e della Previdenza Sociale,GIACINTO,BOSCO,male,legislatura 04
II Governo Leone,Ministro del Lavoro e della Previdenza Sociale,GIACINTO,BOSCO,male,legislatura 05
I Governo Rumor,Ministro senza Portafoglio,GIACINTO,BOSCO,male,legislatura 05
II Governo Leone,Ministro delle Poste e Telecomunicazioni,ANGELO,DE LUCA,male,legislatura 05
I Governo Moro,MInistro della Marina Mercantile,GIOVANNI,SPAGNOLLI,male,legislatura 04
II Governo Moro,Ministro della Marina Mercantile,GIOVANNI,SPAGNOLLI,male,legislatura 04
III Governo Moro,Ministro delle Poste e Telecomunicazioni,GIOVANNI,SPAGNOLLI,male,legislatura 04
II Governo Leone,Ministro della Marina Mercantile,GIOVANNI,SPAGNOLLI,male,legislatura 05
I Governo Leone,Ministro delle Partecipazioni Statali,GIORGIO,BO,male,legislatura 04
I Governo Moro,Ministro delle Partecipazioni Statali,GIORGIO,BO,male,legislatura 04
II Governo Moro,Ministro delle Partecipazioni Statali,GIORGIO,BO,male,legislatura 04
III Governo Moro,Ministro delle Partecipazioni Statali,GIORGIO,BO,male,legislatura 04
II Governo Leone,Ministro delle Partecipazioni Statali,GIORGIO,BO,male,legislatura 05
I Governo Leone,Ministro del Commercio con l'Estero,GIUSEPPE,TRABUCCHI,male,legislatura 04
II Governo Leone,Ministro della Sanità,ENNIO,ZELIOLI LANZINI,male,legislatura 05
I Governo Moro,Ministro senza Portafoglio,CARLO,ARNAUDI,male,legislatura 04
II Governo Moro,Ministro senza Portafoglio,CARLO,ARNAUDI,male,legislatura 04
I Governo Leone,Ministro della Pubblica Istruzione,LUIGI,GUI,male,legislatura 04
I Governo Moro,Ministro della Pubblica Istruzione,LUIGI,GUI,male,legislatura 04
II Governo Moro,Ministro della Pubblica Istruzione,LUIGI,GUI,male,legislatura 04
III Governo Moro,MInistro della Pubblica Istruzione,LUIGI,GUI,male,legislatura 04
II Governo Leone,Ministro della Difesa,LUIGI,GUI,male,legislatura 05
I Governo Rumor,Ministro della Difesa,LUIGI,GUI,male,legislatura 05
I Governo Rumor,Ministro senza Portafoglio,SALVATORE,LAURICELLA,male,legislatura 05
I Governo Leone,Ministro senza Portafoglio,ROBERTO,LUCIFREDI,male,legislatura 04
II Governo Leone,Ministro del Turismo e Spettacolo,DOMENICO,MAGRI',male,legislatura 05
I Governo Moro,Ministro della Sanità,GIACOMO,MANCINI,male,legislatura 04
II Governo Moro,Ministro dei Lavori Pubblici,GIACOMO,MANCINI,male,legislatura 04
III Governo Moro,Ministro dei Lavori Pubblici,GIACOMO,MANCINI,male,legislatura 04
I Governo Rumor,Ministro dei Lavori Pubblici,GIACOMO,MANCINI,male,legislatura 05
II Governo Moro,Ministro della Sanità,LUIGI,MARIOTTI,male,legislatura 04
III Governo Moro,Ministro della Sanità,LUIGI,MARIOTTI,male,legislatura 04
I Governo Rumor,Ministro dei Trasporti e dell'Aviazione civile,LUIGI,MARIOTTI,male,legislatura 05
II Governo Moro,Ministro degli Affari Esteri,ALDO,MORO,male,legislatura 04
III Governo Moro,Ministro della Marina Mercantile,LORENZO,NATALI PIERUCCI BONDI,male,legislatura 04
II Governo Leone,Ministro dei Lavori Pubblici,LORENZO,NATALI PIERUCCI BONDI,male,legislatura 05
I Governo Rumor,Ministro del Turismo e Spettacolo,LORENZO,NATALI PIERUCCI BONDI,male,legislatura 05
III Governo Moro,Ministro delle Finanze,LUIGI,PRETI,male,legislatura 04
I Governo Rumor,Ministro del Bilancio,LUIGI,PRETI,male,legislatura 05
I Governo Moro,Ministro senza Portafoglio,LUIGI,PRETI,male,legislatura 04
II Governo Moro,Ministro senza Portafoglio,LUIGI,PRETI,male,legislatura 04
I Governo Leone,Ministro dell'Interno,MARIANO,RUMOR,male,legislatura 04
I Governo Leone,Ministro delle Poste e Telecomunicazioni,CARLO,RUSSO,male,legislatura 04
I Governo Moro,Ministro delle Poste e Telecomunicazioni,CARLO,RUSSO,male,legislatura 04
II Governo Moro,Ministro delle Poste e Telecomunicazioni,CARLO,RUSSO,male,legislatura 04
II Governo Leone,Ministro del Commercio con l'Estero,CARLO,RUSSO,male,legislatura 05
I Governo Rumor,Ministro senza Portafoglio,CARLO,RUSSO,male,legislatura 05
II Governo Leone,Ministro dell'Agricoltura e Foreste,GIACOMO,SEDATI,male,legislatura 05
I Governo Leone,Ministro dei Lavori Pubblici,FIORENTINO,SULLO,male,legislatura 04
I Governo Rumor,MInistro della Pubblica Istruzione,FIORENTINO,SULLO,male,legislatura 05
I Governo Rumor,"Ministro dell'Industria, Commercio e Artigianato",MARIO,TANASSI,male,legislatura 05
III Governo Moro,Ministro dei Trasporti e dell'Aviazione Civile,OSCAR LUIGI,SCALFARO,male,legislatura 04
II Governo Leone,Ministro dei Trasporti e dell'Aviazione civile,OSCAR LUIGI,SCALFARO,male,legislatura 05
I Governo Leone,Ministro del Turismo e Spettacolo,ALBERTO,FOLCHI,male,legislatura 04
I Governo Rumor,Ministro delle Poste e Telecomunicazioni,CRESCENZO,MAZZA,male,legislatura 05
II Governo Leone,Ministro senza Portafoglio,CRESCENZO,MAZZA,male,legislatura 05
I Governo Rumor,Ministro senza Portafoglio,CRESCENZO,MAZZA,male,legislatura 05
VI Governo De Gasperi,Ministro della Difesa,RANDOLFO,PACCIARDI,male,legislatura 01
II Governo Andreotti,Ministro dei Trasporti e dell'Aviazione civile,ALDO,BOZZI,male,legislatura 06
I Governo Andreotti,Ministro della Marina Mercantile,GENNARO,CASSIANI,male,legislatura 05
I Governo Andreotti,Ministro di Grazia e Giustizia,GUIDO,GONELLA,male,legislatura 05
II Governo Andreotti,Ministro di Grazia e Giustizia,GUIDO,GONELLA,male,legislatura 06
I Governo Andreotti,Ministro delle Partecipazioni Statali,GIULIO,ANDREOTTI,male,legislatura 05
V Governo Rumor,Ministro della Difesa,GIULIO,ANDREOTTI,male,legislatura 06
I Governo Andreotti,Ministro del Bilancio e della Programmazione Economica,PAOLO EMILIO,TAVIANI,male,legislatura 05
II Governo Andreotti,Ministro del Bilancio e della Programmazione Economica,PAOLO EMILIO,TAVIANI,male,legislatura 06
IV Governo Rumor,Ministro dell'Interno,PAOLO EMILIO,TAVIANI,male,legislatura 06
V Governo Rumor,Ministro dell'Interno,PAOLO EMILIO,TAVIANI,male,legislatura 06
III Governo Rumor,Ministro senza Portafoglio,PAOLO EMILIO,TAVIANI,male,legislatura 05
I Governo Colombo,Ministro senza Portafoglio,PAOLO EMILIO,TAVIANI,male,legislatura 05
IV Governo Rumor,Ministro delle Poste e Telecomunicazioni,GIUSEPPE,TOGNI,male,legislatura 06
V Governo Rumor,Ministro delle Poste e Telecomunicazioni,GIUSEPPE,TOGNI,male,legislatura 06
IV Governo Rumor,Ministro del Tesoro,UGO,LA MALFA,male,legislatura 06
III Governo Rumor,Ministro del Turismo e Spettacolo,GIUSEPPE,LUPIS,male,legislatura 05
II Governo Andreotti,Ministro della Marina Mercantile,GIUSEPPE,LUPIS,male,legislatura 06
I Governo Colombo,Ministro senza Portafoglio,GIUSEPPE,LUPIS,male,legislatura 05
IV Governo Rumor,Ministro senza Portafoglio,GIUSEPPE,LUPIS,male,legislatura 06
V Governo Rumor,Ministro senza Portafoglio,GIUSEPPE,LUPIS,male,legislatura 06
III Governo Rumor,Ministro di Grazia e Giustizia,ORONZO,REALE,male,legislatura 05
I Governo Colombo,Ministro di Grazia e Giustizia,ORONZO,REALE,male,legislatura 05
IV Governo Rumor,MInistro senza Portafoglio,PIETRO,BUCALOSSI,male,legislatura 06
I Governo Andreotti,Ministro senza Portafoglio,ITALO GIULIO,CAIATI,male,legislatura 05
II Governo Andreotti,MInistro senza Portafoglio,ITALO GIULIO,CAIATI,male,legislatura 06
III Governo Rumor,MInistro dell'Interno,FRANCESCO,RESTIVO,male,legislatura 05
I Governo Colombo,Ministro dell'Interno,FRANCESCO,RESTIVO,male,legislatura 05
I Governo Andreotti,Ministro della Difesa,FRANCESCO,RESTIVO,male,legislatura 05
III Governo Rumor,Ministro del Tesoro,EMILIO,COLOMBO,male,legislatura 05
I Governo Colombo,Ministro di Grazia e Giustizia,EMILIO,COLOMBO,male,legislatura 05
I Governo Andreotti,Ministro del Tesoro,EMILIO,COLOMBO,male,legislatura 05
IV Governo Rumor,Ministro delle Finanze,EMILIO,COLOMBO,male,legislatura 06
V Governo Rumor,Ministro del Tesoro,EMILIO,COLOMBO,male,legislatura 06
II Governo Andreotti,Ministro senza Portafoglio,EMILIO,COLOMBO,male,legislatura 06
IV Governo Rumor,Ministro senza Portafoglio,ACHILLE,CORONA,male,legislatura 06
III Governo Rumor,Ministro senza Portafoglio,EUGENIO,GATTO,male,legislatura 05
I Governo Colombo,Ministro senza Portafoglio,EUGENIO,GATTO,male,legislatura 05
I Governo Andreotti,Ministro senza Portafoglio,EUGENIO,GATTO,male,legislatura 05
I Governo Andreotti,Ministro delle Finanze,GIUSEPPE,PELLA,male,legislatura 05
IV Governo Rumor,Ministro della Marina Mercantile,GIOVANNI,PIERACCINI,male,legislatura 06
V Governo Rumor,Ministro senza Portafoglio,GIOVANNI,PIERACCINI,male,legislatura 06
I Governo Andreotti,MInistro del Commercio con l'Estero,CAMILLO,RIPAMONTI,male,legislatura 05
V Governo Rumor,Ministro del Turismo e Spettacolo,CAMILLO,RIPAMONTI,male,legislatura 06
III Governo Rumor,Ministro senza Portafoglio,CAMILLO,RIPAMONTI,male,legislatura 05
I Governo Colombo,Ministro senza Portafoglio,CAMILLO,RIPAMONTI,male,legislatura 05
IV Governo Rumor,MInistro senza Portafoglio,CAMILLO,RIPAMONTI,male,legislatura 06
I Governo Andreotti,Ministro del Turismo e Spettacolo,GIOVANNI BATTISTA,SCAGLIA,male,legislatura 05
V Governo Rumor,Ministro della Sanità,VITTORINO,COLOMBO,male,legislatura 06
III Governo Rumor,Ministro senza Portafoglio,FRANCESCO,DE MARTINO,male,legislatura 05
I Governo Colombo,Ministro senza Portafoglio,FRANCESCO,DE MARTINO,male,legislatura 05
III Governo Rumor,MInistro delle Partecipazioni Statali,FLAMINIO,PICCOLI,male,legislatura 05
I Governo Colombo,Ministro delle Partecipazioni Statali,FLAMINIO,PICCOLI,male,legislatura 05
I Governo Andreotti,Ministro delle Partecipazioni Statali,FLAMINIO,PICCOLI,male,legislatura 05
IV Governo Rumor,Ministro senza Portafoglio,MARIO,TOROS,male,legislatura 06
V Governo Rumor,Ministro senza Portafoglio,MARIO,TOROS,male,legislatura 06
I Governo Andreotti,Ministro della Sanità,ATHOS,VALSECCHI,male,legislatura 05
II Governo Andreotti,Ministro delle Finanze,ATHOS,VALSECCHI,male,legislatura 06
IV Governo Rumor,"Ministro dell'Industria, Commercio e Artigianato",LUIGI CIRIACO,DE MITA,male,legislatura 06
V Governo Rumor,"Ministro dell'Industria, Commercio e Artigianato",LUIGI CIRIACO,DE MITA,male,legislatura 06
III Governo Rumor,Ministro del Lavoro e della Previdenza Sociale,CARLO,DONAT CATTIN,male,legislatura 05
I Governo Colombo,Ministro del Lavoro e della Previdenza Sociale,CARLO,DONAT CATTIN,male,legislatura 05
I Governo Andreotti,Ministro del Lavoro e della Previdenza Sociale,CARLO,DONAT CATTIN,male,legislatura 05
IV Governo Rumor,Ministro senza Portafoglio,CARLO,DONAT CATTIN,male,legislatura 06
I Governo Colombo,MInistro del Tesoro,MARIO,FERRARI AGGRADI,male,legislatura 05
I Governo Andreotti,Ministro dei Lavori Pubblici,MARIO,FERRARI AGGRADI,male,legislatura 05
II Governo Andreotti,Ministro delle Partecipazioni Statali,MARIO,FERRARI AGGRADI,male,legislatura 06
IV Governo Rumor,Ministro dell'Agricoltura e Foreste,MARIO,FERRARI AGGRADI,male,legislatura 06
III Governo Rumor,Ministro senza Portafoglio,MARIO,FERRARI AGGRADI,male,legislatura 05
II Governo Andreotti,"Ministro dell'Industria, Commercio e Artigianato",MAURO,FERRI,male,legislatura 06
III Governo Rumor,Ministro della Marina Mercantile,SALVATORE,MANNIRONI,male,legislatura 05
I Governo Colombo,Ministro della Marina Mercantile,SALVATORE,MANNIRONI,male,legislatura 05
II Governo Andreotti,Ministro della Sanità,REMO,GASPARI,male,legislatura 06
III Governo Rumor,Ministro senza Portafoglio,REMO,GASPARI,male,legislatura 05
I Governo Colombo,Ministro senza Portafoglio,REMO,GASPARI,male,legislatura 05
I Governo Andreotti,Ministro senza Portafoglio,REMO,GASPARI,male,legislatura 05
II Governo Andreotti,Ministro delle Poste e Telecomunicazioni,GIOVANNI,GIOIA,male,legislatura 06
IV Governo Rumor,Ministro senza Portafoglio,GIOVANNI,GIOIA,male,legislatura 06
V Governo Rumor,Ministro senza Portafoglio,GIOVANNI,GIOIA,male,legislatura 06
III Governo Rumor,Ministro del Bilancio,ANTONIO,GIOLITTI,male,legislatura 05
I Governo Colombo,Ministro del Bilancio e della Programmazione Economica,ANTONIO,GIOLITTI,male,legislatura 05
IV Governo Rumor,Ministro del Bilancio e della Programmazione Economica,ANTONIO,GIOLITTI,male,legislatura 06
V Governo Rumor,MInistro del Bilancio e della Programmazione Economica,ANTONIO,GIOLITTI,male,legislatura 06
II Governo Rumor,Ministro di Grazia e Giustizia,SILVIO,GAVA,male,legislatura 05
III Governo Rumor,"MInistro dell'Industria, Commercio e Artigianato",SILVIO,GAVA,male,legislatura 05
I Governo Colombo,"Ministro dell'Industria, Commercio e Artigianato",SILVIO,GAVA,male,legislatura 05
I Governo Andreotti,"Ministro dell'Industria, Commercio e Artigianato",SILVIO,GAVA,male,legislatura 05
II Governo Andreotti,MInistro senza Portafoglio,SILVIO,GAVA,male,legislatura 06
IV Governo Rumor,Ministro senza Portafoglio,SILVIO,GAVA,male,legislatura 06
II Governo Andreotti,Ministro degli Affari Esteri,GIUSEPPE,MEDICI,male,legislatura 06
II Governo Rumor,Ministro delle Finanze,GIACINTO,BOSCO,male,legislatura 05
III Governo Rumor,Ministro delle Poste e Telecomunicazioni,GIACINTO,BOSCO,male,legislatura 05
I Governo Colombo,Ministro delle Poste e Telecomunicazioni,GIACINTO,BOSCO,male,legislatura 05
I Governo Andreotti,Ministro delle Poste e Telecomunicazioni,GIACINTO,BOSCO,male,legislatura 05
III Governo Rumor,Ministro senza Portafoglio,GIACINTO,BOSCO,male,legislatura 05
II Governo Rumor,Ministro del Bilancio e della Programmazione Economica,GIUSEPPE,CARON,male,legislatura 05
II Governo Rumor,Ministro senza Portafoglio,GIORGIO,BO,male,legislatura 05
II Governo Andreotti,Ministro del Lavoro e della Previdenza Sociale,DIONIGI,COPPO,male,legislatura 06
V Governo Rumor,Ministro della Marina Mercantile,DIONIGI,COPPO,male,legislatura 06
IV Governo Rumor,Ministro senza Portafoglio,DIONIGI,COPPO,male,legislatura 06
I Governo Colombo,Ministro della Marina Mercantile,GIOACCHINO,ATTAGUILE,male,legislatura 05
III Governo Rumor,Ministro dei Trasporti e dell'Aviazione civile,ITALO,VIGLIANESI,male,legislatura 05
I Governo Colombo,Ministro dei Trasporti e dell'Aviazione Civile,ITALO,VIGLIANESI,male,legislatura 05
IV Governo Rumor,Ministro del Turismo e Spettacolo,NICOLA,SIGNORELLO,male,legislatura 06
II Governo Andreotti,Ministro senza Portafoglio,GIORGIO,BERGAMASCO,male,legislatura 06
II Governo Rumor,Ministro della Difesa,LUIGI,GUI,male,legislatura 05
IV Governo Rumor,Ministro della Sanità,LUIGI,GUI,male,legislatura 06
V Governo Rumor,MInistro senza Portafoglio,LUIGI,GUI,male,legislatura 06
II Governo Andreotti,Ministro dei Lavori Pubblici,ANTONINO,GULLOTTI,male,legislatura 06
IV Governo Rumor,Ministro delle Partecipazioni Statali,ANTONINO,GULLOTTI,male,legislatura 06
V Governo Rumor,MInistro delle Partecipazioni Statali,ANTONINO,GULLOTTI,male,legislatura 06
III Governo Rumor,Ministro dei Lavori Pubblici,SALVATORE,LAURICELLA,male,legislatura 05
I Governo Colombo,Ministro dei Lavori Pubblici,SALVATORE,LAURICELLA,male,legislatura 05
IV Governo Rumor,Ministro dei Lavori Pubblici,SALVATORE,LAURICELLA,male,legislatura 06
V Governo Rumor,Ministro dei Lavori Pubblici,SALVATORE,LAURICELLA,male,legislatura 06
II Governo Rumor,"Ministro dell'Industria, Commercio e Artigianato",DOMENICO,MAGRI',male,legislatura 05
II Governo Andreotti,Ministro del Tesoro,GIOVANNI FRANCESCO,MALAGODI,male,legislatura 06
II Governo Rumor,Ministro delle Partecipazioni Statali,FRANCO MARIA,MALFATTI,male,legislatura 05
III Governo Rumor,MInistro delle Poste e Telecomunicazioni,FRANCO MARIA,MALFATTI,male,legislatura 05
IV Governo Rumor,Ministro della Pubblica Istruzione,FRANCO MARIA,MALFATTI,male,legislatura 06
V Governo Rumor,Ministro della Pubblica Istruzione,FRANCO MARIA,MALFATTI,male,legislatura 06
V Governo Rumor,Ministro senza Portafoglio,GIACOMO,MANCINI,male,legislatura 06
III Governo Rumor,Ministro della Sanità,LUIGI,MARIOTTI,male,legislatura 05
I Governo Colombo,Ministro della Sanità,LUIGI,MARIOTTI,male,legislatura 05
I Governo Colombo,MInistro del Turismo e Spettacolo,GIANMATTEO,MATTEOTTI,male,legislatura 05
II Governo Andreotti,Ministro del Commercio con l'Estero,GIANMATTEO,MATTEOTTI,male,legislatura 06
IV Governo Rumor,Ministro del Commercio con l'Estero,GIANMATTEO,MATTEOTTI,male,legislatura 06
V Governo Rumor,Ministro del Commercio con l'Estero,GIANMATTEO,MATTEOTTI,male,legislatura 06
II Governo Andreotti,Ministro del Turismo e Spettacolo,VITTORIO,BADINI CONFALONIERI,male,legislatura 06
II Governo Rumor,Ministro del Commercio con l'Estero,RICCARDO,MISASI,male,legislatura 05
III Governo Rumor,Ministro della Pubblica Istruzione,RICCARDO,MISASI,male,legislatura 05
I Governo Colombo,Ministro della Pubblica Istruzione,RICCARDO,MISASI,male,legislatura 05
I Governo Andreotti,Ministro della Pubblica Istruzione,RICCARDO,MISASI,male,legislatura 05
II Governo Rumor,Ministro degli Affari Esteri,ALDO,MORO,male,legislatura 05
III Governo Rumor,Ministro degli Affari Esteri,ALDO,MORO,male,legislatura 05
I Governo Colombo,Ministro degli Affari Esteri,ALDO,MORO,male,legislatura 05
I Governo Andreotti,Ministro degli Affari Esteri,ALDO,MORO,male,legislatura 05
IV Governo Rumor,Ministro degli Affari Esteri,ALDO,MORO,male,legislatura 06
V Governo Rumor,Ministro degli Affari Esteri,ALDO,MORO,male,legislatura 06
II Governo Rumor,Ministro dei Lavori Pubblici,LORENZO,NATALI PIERUCCI BONDI,male,legislatura 05
III Governo Rumor,Ministro dell'Agricoltura e Foreste,LORENZO,NATALI PIERUCCI BONDI,male,legislatura 05
I Governo Colombo,Ministro dell'Agricoltura e Foreste,LORENZO,NATALI PIERUCCI BONDI,male,legislatura 05
I Governo Andreotti,Ministro dell'Agricolture e Foreste,LORENZO,NATALI PIERUCCI BONDI,male,legislatura 05
II Governo Andreotti,Ministro dell'Agricoltura e Foreste,LORENZO,NATALI PIERUCCI BONDI,male,legislatura 06
III Governo Rumor,Ministro delle Finanze,LUIGI,PRETI,male,legislatura 05
I Governo Colombo,Ministro delle Finanze,LUIGI,PRETI,male,legislatura 05
IV Governo Rumor,Ministro dei Trasporti e dell'Aviazione civile,LUIGI,PRETI,male,legislatura 06
V Governo Rumor,Ministro dei Trasporti e dell'Aviazione Civile,LUIGI,PRETI,male,legislatura 06
V Governo Rumor,Ministro dei Trasporti,LUIGI,PRETI,male,legislatura 06
II Governo Andreotti,Ministro senza Portafoglio,PIER LUIGI,ROMITA,male,legislatura 06
I Governo Andreotti,Ministro dell'Interno,MARIANO,RUMOR,male,legislatura 05
II Governo Andreotti,Ministro dell'Interno,MARIANO,RUMOR,male,legislatura 06
II Governo Rumor,Ministro senza Portafoglio,CARLO,RUSSO,male,legislatura 05
III Governo Rumor,Ministro senza Portafoglio,CARLO,RUSSO,male,legislatura 05
I Governo Colombo,Ministro senza Portafoglio,CARLO,RUSSO,male,legislatura 05
I Governo Andreotti,Ministro senza Portafoglio,CARLO,RUSSO,male,legislatura 05
II Governo Rumor,Ministro dell'Agricoltura e Foreste,GIACOMO,SEDATI,male,legislatura 05
I Governo Andreotti,Ministro senza Portafoglio,FIORENTINO,SULLO,male,legislatura 05
II Governo Andreotti,MInistro senza Portafoglio,FIORENTINO,SULLO,male,legislatura 06
III Governo Rumor,Ministro della Difesa,MARIO,TANASSI,male,legislatura 05
I Governo Colombo,Ministro della Difesa,MARIO,TANASSI,male,legislatura 05
II Governo Andreotti,Ministro della Difesa,MARIO,TANASSI,male,legislatura 06
IV Governo Rumor,Ministro della Difesa,MARIO,TANASSI,male,legislatura 06
V Governo Rumor,Ministro delle Finanze,MARIO,TANASSI,male,legislatura 06
I Governo Andreotti,Ministro dei Trasporti e dell'Aviazione civile,OSCAR LUIGI,SCALFARO,male,legislatura 05
II Governo Andreotti,Ministro della Pubblica Istruzione,OSCAR LUIGI,SCALFARO,male,legislatura 06
III Governo Rumor,Ministro del Commercio con l'Estero,MARIO,ZAGARI,male,legislatura 05
I Governo Colombo,Ministro del Commercio con l'Estero,MARIO,ZAGARI,male,legislatura 05
IV Governo Rumor,Ministro di Grazia e Giustizia,MARIO,ZAGARI,male,legislatura 06
IV Governo Rumor,Ministro del Lavoro e della Previdenza Sociale,LUIGI,BERTOLDI,male,legislatura 06
VII Governo De Gasperi,Ministro della Marina Mercantile,PAOLO,CAPPA,male,legislatura 01
VII Governo De Gasperi,Ministro per gli Affari Esteri,ALCIDE,DE GASPERI,male,legislatura 01
VII Governo De Gasperi,Ministro per l'Africa Italiana,ALCIDE,DE GASPERI,male,legislatura 01
VII Governo De Gasperi,Ministro senza Portafoglio,ATTILIO,PICCIONI,male,legislatura 01
VII Governo De Gasperi,Ministro dell'Interno,MARIO,SCELBA,male,legislatura 01
IV Governo Moro,Ministro del Bilancio e della Programmazione Economica,GIULIO,ANDREOTTI,male,legislatura 06
V Governo Moro,Ministro del Bilancio e della Programmazione Economica,GIULIO,ANDREOTTI,male,legislatura 06
IV Governo Andreotti,Ministro dell'Interno,GIULIO,ANDREOTTI,male,legislatura 07
V Governo Andreotti,Ministro dei Beni Culturali e Ambientali,GIULIO,ANDREOTTI,male,legislatura 07
V Governo Andreotti,Ministro del Bilancio e della Programmazione Economica,GIULIO,ANDREOTTI,male,legislatura 07
VII Governo De Gasperi,Ministro delle Poste e Telecomunicazioni,GIUSEPPE,SPATARO,male,legislatura 01
IV Governo Moro,Ministro delle Finanze,BRUNO,VISENTINI,male,legislatura 06
V Governo Andreotti,Ministro del Bilancio e della Programmazione Economica,BRUNO,VISENTINI,male,legislatura 07
VII Governo De Gasperi,Ministro dei Lavori Pubblici,SALVATORE,ALDISIO,male,legislatura 01
VII Governo De Gasperi,Ministro dell'Industria e Commercio,PIETRO,CAMPILLI,male,legislatura 01
VII Governo De Gasperi,Ministro della Pubblica Istruzione,ANTONIO,SEGNI,male,legislatura 01
VII Governo De Gasperi,Ministro senza Portafoglio,CARLO,SFORZA,male,legislatura 01
VII Governo De Gasperi,Ministro del Tesoro,EZIO,VANONI,male,legislatura 01
VII Governo De Gasperi,Ministro delle Finanze,EZIO,VANONI,male,legislatura 01
VII Governo De Gasperi,Ministro di Grazia e Giustizia,ADONE,ZOLI,male,legislatura 01
V Governo Andreotti,Ministro del Bilancio e della Programmazione Economica,UGO,LA MALFA,male,legislatura 07
VII Governo De Gasperi,Ministro del Commercio con l'Estero,UGO,LA MALFA,male,legislatura 01
IV Governo Moro,Ministro di Grazia e Giustizia,ORONZO,REALE,male,legislatura 06
I Governo Cossiga,Ministro senza Portafoglio,VITO,SCALIA,male,legislatura 08
IV Governo Moro,Ministro dei Lavori Pubblici,PIETRO,BUCALOSSI,male,legislatura 06
VII Governo De Gasperi,Ministro dei Trasporti,PIERO,MALVESTITI,male,legislatura 01
I Governo Cossiga,Ministro senza Portafoglio,CLELIO,DARIDA,male,legislatura 08
IV Governo Moro,Ministro dei Trasporti,MARIO,MARTINELLI,male,legislatura 06
V Governo Moro,Ministro dei Trasporti,MARIO,MARTINELLI,male,legislatura 06
I Governo Cossiga,Ministro della Sanità,RENATO,ALTISSIMO,male,legislatura 08
IV Governo Moro,Ministro del Tesoro,EMILIO,COLOMBO,male,legislatura 06
V Governo Moro,Ministro del Tesoro,EMILIO,COLOMBO,male,legislatura 06
V Governo Andreotti,Ministro del Turismo e Spettacolo,EGIDIO,ARIOSTO,male,legislatura 07
I Governo Cossiga,Ministro dei Beni Culturali e Ambientali,EGIDIO,ARIOSTO,male,legislatura 08
V Governo Andreotti,Ministro dei Lavori Pubblici,FRANCESCO,COMPAGNA,male,legislatura 07
V Governo Moro,Ministro della Sanità,LUCIANO,DAL FALCO,male,legislatura 06
III Governo Andreotti,Ministro della Sanità,LUCIANO,DAL FALCO,male,legislatura 07
VII Governo De Gasperi,Ministro del Bilancio,GIUSEPPE,PELLA,male,legislatura 01
VII Governo De Gasperi,Ministro del Tesoro,GIUSEPPE,PELLA,male,legislatura 01
IV Governo Moro,Ministro del Turismo e Spettacolo,ADOLFO,SARTI,male,legislatura 06
V Governo Moro,Ministro del Turismo e Spettacolo,ADOLFO,SARTI,male,legislatura 06
I Governo Cossiga,Ministro della Difesa,ADOLFO,SARTI,male,legislatura 08
I Governo Cossiga,Ministro senza Portafoglio,ADOLFO,SARTI,male,legislatura 08
III Governo Andreotti,Ministro delle Poste e Telecomunicazioni,VITTORINO,COLOMBO,male,legislatura 07
IV Governo Andreotti,Ministro dei Trasporti,VITTORINO,COLOMBO,male,legislatura 07
IV Governo Andreotti,Ministro della Marina Mercantile,VITTORINO,COLOMBO,male,legislatura 07
V Governo Andreotti,Ministro delle Poste e Telecomunicazioni,VITTORINO,COLOMBO,male,legislatura 07
I Governo Cossiga,Ministro delle Poste e Telecomunicazioni,VITTORINO,COLOMBO,male,legislatura 08
