persona,gender,legislatura,graduated
Gianfranco_Burchiellaro,male,legislatura15,no
Giuseppe_Maria_Reina,male,legislatura15,no
Pietro_Franzoso,male,legislatura15,no
Pietro_Franzoso,male,legislatura16,no
Michele_Bordo,male,legislatura15,no
Michele_Bordo,male,legislatura16,no
Michele_Bordo,male,legislatura17,no
Michele_Bordo,male,legislatura18,no
Gerolamo_Grassi,male,legislatura15,no
Gerolamo_Grassi,male,legislatura16,no
Gerolamo_Grassi,male,legislatura17,no
Ludovico_Vico,male,legislatura15,no
Ludovico_Vico,male,legislatura16,no
Ludovico_Vico,male,legislatura17,no
Salvatore_Tomaselli,male,legislatura15,no
Paolo_Affronti,male,legislatura15,no
Giuseppe_De_Cristofaro,male,legislatura15,no
Silvio_Emilio_Sircana,male,legislatura15,no
Pietro_Marcenaro,male,legislatura15,no
Gianfranco_Nappi,male,legislatura10,no
Gianfranco_Nappi,male,legislatura12,no
Gianfranco_Nappi,male,legislatura13,no
Giorgio_Oppi,male,legislatura15,no
Giorgio_Oppi,male,legislatura16,no
Massimo_Saverio_Ennio_Fundaro',male,legislatura15,no
Francesco_Piro,male,legislatura15,no
Paolo_Ferrero,male,legislatura15,no
Daniele_Capezzone,male,legislatura15,no
Daniele_Capezzone,male,legislatura17,no
Raffaele_Aurisicchio,male,legislatura15,no
Francesco_Forgione,male,legislatura15,no
Maurizio_Turco,male,legislatura15,no
Maurizio_Turco,male,legislatura16,no
Sergio_D'elia,male,legislatura15,no
Camillo_Piazza,male,legislatura15,no
Maurizio_Acerbo,male,legislatura15,no
Rapisardo_Antinucci,male,legislatura15,no
Angelo_Bonelli,male,legislatura15,no
Angelo_Bonelli,male,legislatura19,no
Luciano_Rossi,male,legislatura15,no
Luciano_Rossi,male,legislatura16,no
Antonello_Iannarilli,male,legislatura15,no
Antonello_Iannarilli,male,legislatura16,no
Armando_Dionisi,male,legislatura15,no
Armando_Dionisi,male,legislatura16,no
Sergio_Olivieri,male,legislatura15,no
Vittorio_Adolfo,male,legislatura15,no
Eugenio_Minasso,male,legislatura15,no
Eugenio_Minasso,male,legislatura16,no
Giorgio_Holzmann,male,legislatura15,no
Giorgio_Holzmann,male,legislatura16,no
Sergio_Pizzolante,male,legislatura15,no
Sergio_Pizzolante,male,legislatura16,no
Sergio_Pizzolante,male,legislatura17,no
Giovanni_Pagliarini,male,legislatura15,no
Sandro_Gozi,male,legislatura15,no
Sandro_Gozi,male,legislatura16,no
Sandro_Gozi,male,legislatura17,no
Angelo_Compagnon,male,legislatura15,no
Angelo_Compagnon,male,legislatura16,no
Francesco_Proietti_Cosimi,male,legislatura15,no
Francesco_Proietti_Cosimi,male,legislatura16,no
Stefano_Allasia,male,legislatura15,no
Stefano_Allasia,male,legislatura16,no
Stefano_Allasia,male,legislatura17,no
Enrico_Montani,male,legislatura15,no
Giovanni_Fava,male,legislatura15,no
Giovanni_Fava,male,legislatura16,no
Giovanni_Fava,male,legislatura17,no
Marco_Pottino,male,legislatura15,no
Gianluca_Pini,male,legislatura15,no
Gianluca_Pini,male,legislatura16,no
Gianluca_Pini,male,legislatura17,no
Vincenzo_Oliva,male,legislatura15,no
Giuseppe_Fini,male,legislatura15,no
Gennaro_Migliore,male,legislatura15,no
Gennaro_Migliore,male,legislatura17,no
Gennaro_Migliore,male,legislatura18,no
Vincenzo_Barba,male,legislatura16,no
Maurizio_Noci,male,legislatura10,no
Giulio_Marini,male,legislatura16,no
Lido_Scarpetti,male,legislatura16,no
Giorgio_Clelio_Stracquadanio,male,legislatura16,no
Marcello_De_Angelis,male,legislatura16,no
Antonio_De_Poli,male,legislatura16,no
Mauro_Libe',male,legislatura16,no
Nedo_Lorenzo_Poli,male,legislatura16,no
Salvatore_Ruggeri,male,legislatura16,no
Diego_Novelli,male,legislatura10,no
Diego_Novelli,male,legislatura11,no
Diego_Novelli,male,legislatura12,no
Diego_Novelli,male,legislatura13,no
Bruno_Mellano,male,legislatura15,no
Roberto_Poletti,male,legislatura15,no
Ezio_Locatelli,male,legislatura15,no
Francesco_Pionati,male,legislatura16,no
Giorgio_D'ambrosio,male,legislatura15,no
Matteo_Salvini,male,legislatura16,no
Matteo_Salvini,male,legislatura17,no
Vinicio_Giuseppe_Guido_Peluffo,male,legislatura16,no
Vinicio_Giuseppe_Guido_Peluffo,male,legislatura17,no
Vinicio_Giuseppe_Guido_Peluffo,male,legislatura19,no
Savino_Pezzotta,male,legislatura16,no
Gian_Carlo_Abelli,male,legislatura16,no
Luciano_Pizzetti,male,legislatura16,no
Luciano_Pizzetti,male,legislatura18,no
Marco_Carra,male,legislatura16,no
Marco_Carra,male,legislatura17,no
Marco_Rondini,male,legislatura16,no
Marco_Rondini,male,legislatura17,no
Jonny_Crosio,male,legislatura16,no
Pierguido_Vanalli,male,legislatura16,no
Sandro_Mario_Biasotti,male,legislatura16,no
Sandro_Mario_Biasotti,male,legislatura17,no
Raffaele_Volpi,male,legislatura16,no
Raffaele_Volpi,male,legislatura18,no
Mario_Tullo,male,legislatura16,no
Mario_Tullo,male,legislatura17,no
Walter_Verini,male,legislatura16,no
Walter_Verini,male,legislatura17,no
Walter_Verini,male,legislatura18,no
Antonio_Michele_Boccuzzi,male,legislatura16,no
Antonio_Michele_Boccuzzi,male,legislatura17,no
Stefano_Esposito,male,legislatura16,no
Giacomo_Portas,male,legislatura16,no
Giacomo_Portas,male,legislatura17,no
Giacomo_Portas,male,legislatura18,no
Vincenzo_Piso,male,legislatura16,no
Vincenzo_Piso,male,legislatura17,no
Pierluigi_Polverari,male,legislatura10,no
Pierluigi_Polverari,male,legislatura11,no
Aldo_Rebecchi,male,legislatura10,no
Aldo_Rebecchi,male,legislatura11,no
Aldo_Rebecchi,male,legislatura12,no
Aldo_Rebecchi,male,legislatura13,no
Vincenzo_Recchia,male,legislatura10,no
Vincenzo_Recchia,male,legislatura11,no
Giovanni_Rivera,male,legislatura10,no
Giovanni_Rivera,male,legislatura11,no
Giovanni_Rivera,male,legislatura12,no
Giovanni_Rivera,male,legislatura13,no
Filippo_Piccone,male,legislatura17,no
Achille_Totaro,male,legislatura17,no
Massimo_Nicolucci,male,legislatura16,no
Amedeo_Laboccetta,male,legislatura16,no
Amedeo_Laboccetta,male,legislatura17,no
Pasquale_Vessa,male,legislatura16,no
Alessandro_Montagnoli,male,legislatura16,no
Gian_Pietro_Dal_Moro,male,legislatura16,no
Gian_Pietro_Dal_Moro,male,legislatura17,no
Gian_Pietro_Dal_Moro,male,legislatura18,no
Gianluca_Buonanno,male,legislatura16,no
Gianluca_Buonanno,male,legislatura17,no
Roberto_Simonetti,male,legislatura16,no
Roberto_Simonetti,male,legislatura17,no
Francesco_Biava,male,legislatura16,no
Siro_Marrocu,male,legislatura16,no
Siro_Marrocu,male,legislatura17,no
Fabio_Rainieri,male,legislatura16,no
Salvatore_Vassallo,male,legislatura16,no
Massimo_Marchignoli,male,legislatura16,no
Pier_Paolo_Baretta,male,legislatura16,no
Pier_Paolo_Baretta,male,legislatura17,no
Luca_Sani,male,legislatura16,no
Luca_Sani,male,legislatura17,no
Luca_Sani,male,legislatura18,no
Corrado_Callegari,male,legislatura16,no
Massimo_Parisi,male,legislatura16,no
Massimo_Parisi,male,legislatura17,no
Riccardo_Mazzoni,male,legislatura16,no
Luciano_Agostini,male,legislatura16,no
Luciano_Agostini,male,legislatura17,no
Pierdomenico_Martino,male,legislatura16,no
Pierdomenico_Martino,male,legislatura17,no
Angelo_Cera,male,legislatura16,no
Angelo_Cera,male,legislatura17,no
Amato_Libero_Berardi,male,legislatura16,no
Giovanni_Dima,male,legislatura16,no
Antonino_Salvatore_Germana',male,legislatura16,no
Antonino_Salvatore_Germana',male,legislatura18,no
Giuseppe_Berretta,male,legislatura16,no
Giuseppe_Berretta,male,legislatura17,no
Tommaso_Ginoble,male,legislatura16,no
Tommaso_Ginoble,male,legislatura17,no
Antonio_Angelucci,male,legislatura16,no
Antonio_Angelucci,male,legislatura17,no
Antonio_Angelucci,male,legislatura18,no
Antonio_Angelucci,male,legislatura19,no
Luca_Giorgio_Barbareschi,male,legislatura16,no
Antonino_Russo,male,legislatura16,no
Alessio_Bonciani,male,legislatura16,no
Maurizio_Del_Tenno,male,legislatura16,no
Rocco_Girlanda,male,legislatura16,no
Isidoro_Gottardo,male,legislatura16,no
Gaetano_Nastri,male,legislatura16,no
Gaetano_Nastri,male,legislatura17,no
Gianfranco_Paglia,male,legislatura16,no
Gianfranco_Sammarco,male,legislatura16,no
Gianfranco_Sammarco,male,legislatura17,no
Michele_Traversa,male,legislatura16,no
Renato_Walter_Togni,male,legislatura16,no
Nunziante_Consiglio,male,legislatura16,no
Giovanni_Paladini,male,legislatura16,no
Gianluca_Forcolin,male,legislatura16,no
Guido_Bonino,male,legislatura16,no
Sergio_Michele_Piffari,male,legislatura16,no
Ivan_Rota,male,legislatura16,no
Roberto_Mario_Sergio_Commercio,male,legislatura16,no
Angelo_Salvatore_Lombardo,male,legislatura16,no
Antonio_Milo,male,legislatura16,no
Raffaele_Calabro',male,legislatura17,no
Antonio_Grilli,male,legislatura03,no
Antonio_Grilli,male,legislatura04,no
Antonio_Grilli,male,legislatura06,no
Marco_Desiderati,male,legislatura16,no
Davide_Cavallotto,male,legislatura16,no
Gian_Carlo_Di_Vizia,male,legislatura16,no
Maurizio_Grassano,male,legislatura16,no
Roberto_Zaffini,male,legislatura16,no
Domenico_De_Siano,male,legislatura16,no
Eraldo_Isidori,male,legislatura16,no
Valerio_Cattaneo,male,legislatura16,no
Marco_Botta,male,legislatura16,no
Roberto_Marmo,male,legislatura16,no
Luca_D'alessandro,male,legislatura16,no
Luca_D'alessandro,male,legislatura17,no
Fabio_Meroni,male,legislatura16,no
Lino_Miserotti,male,legislatura16,no
Pier_Paolo_Pizzimbone,male,legislatura16,no
Eugenio_Randi,male,legislatura16,no
Cristian_Invernizzi,male,legislatura17,no
Cristian_Invernizzi,male,legislatura18,no
Mario_Sberna,male,legislatura17,no
Claudio_Cominardi,male,legislatura17,no
Claudio_Cominardi,male,legislatura18,no
Ivan_Catalano,male,legislatura17,no
Cosimo_Petraroli,male,legislatura17,no
Mauro_Ottobre,male,legislatura17,no
Marco_Brugnerotto,male,legislatura17,no
Orazio_Benito_Sapienza,male,legislatura10,no
Orazio_Benito_Sapienza,male,legislatura11,no
Roberto_Caon,male,legislatura17,no
Roberto_Caon,male,legislatura18,no
Davide_Zoggia,male,legislatura17,no
Diego_Zardini,male,legislatura17,no
Diego_Zardini,male,legislatura18,no
Michele_Mognato,male,legislatura17,no
Roger_De_Menech,male,legislatura17,no
Roger_De_Menech,male,legislatura18,no
Oreste_Pastorelli,male,legislatura17,no
Marco_Marcolin,male,legislatura17,no
Walter_Rizzetto,male,legislatura17,no
Walter_Rizzetto,male,legislatura18,no
Walter_Rizzetto,male,legislatura19,no
Aris_Prodani,male,legislatura17,no
Andrea_De_Maria,male,legislatura17,no
Andrea_De_Maria,male,legislatura18,no
Andrea_De_Maria,male,legislatura19,no
Matteo_Richetti,male,legislatura17,no
Matteo_Richetti,male,legislatura19,no
Matteo_Mantero,male,legislatura17,no
Sergio_Battelli,male,legislatura17,no
Sergio_Battelli,male,legislatura18,no
Simone_Valente,male,legislatura17,no
Simone_Valente,male,legislatura18,no
Lorenzo_Basso,male,legislatura17,no
Alessandro_Mazzoli,male,legislatura17,no
Cristian_Iannuzzi,male,legislatura17,no
Luca_Frusone,male,legislatura17,no
Luca_Frusone,male,legislatura18,no
Emanuele_Lodolini,male,legislatura17,no
Marco_Marchetti,male,legislatura17,no
Bruno_Solaroli,male,legislatura10,no
Bruno_Solaroli,male,legislatura11,no
Bruno_Solaroli,male,legislatura12,no
Bruno_Solaroli,male,legislatura13,no
Carlo_Tognoli,male,legislatura10,no
Carlo_Tognoli,male,legislatura11,no
Giuseppe_Torchio,male,legislatura10,no
Giuseppe_Torchio,male,legislatura11,no
Quarto_Trabacchini,male,legislatura10,no
Quarto_Trabacchini,male,legislatura11,no
Walter_Veltroni,male,legislatura10,no
Walter_Veltroni,male,legislatura11,no
Walter_Veltroni,male,legislatura12,no
Walter_Veltroni,male,legislatura13,no
Walter_Veltroni,male,legislatura14,no
Walter_Veltroni,male,legislatura16,no
Giuseppe_Serra,male,legislatura10,no
Giuseppe_Serra,male,legislatura11,no
Renato_Andreani,male,legislatura09,no
Renato_Andreani,male,legislatura10,no
Marco_Taradash,male,legislatura10,no
Marco_Taradash,male,legislatura11,no
Marco_Taradash,male,legislatura12,no
Marco_Taradash,male,legislatura13,no
Vincenzo_Alaimo,male,legislatura11,no
Giuseppe_Albertini,male,legislatura11,no
Giuseppe_Albertini,male,legislatura12,no
Giuseppe_Albertini,male,legislatura13,no
Giuseppe_Albertini,male,legislatura14,no
Giuseppe_Alveti,male,legislatura11,no
Giuseppe_Alveti,male,legislatura13,no
Stefano_Apuzzo,male,legislatura11,no
Giulio_Arrighini,male,legislatura11,no
Giulio_Arrighini,male,legislatura12,no
Roberto_Asquini,male,legislatura11,no
Roberto_Asquini,male,legislatura12,no
Angelo_Azzolina,male,legislatura11,no
Maurizio_Balocchi,male,legislatura11,no
Maurizio_Balocchi,male,legislatura12,no
Maurizio_Balocchi,male,legislatura13,no
Maurizio_Balocchi,male,legislatura16,no
Paolo_Bampo,male,legislatura11,no
Paolo_Bampo,male,legislatura12,no
Paolo_Bampo,male,legislatura13,no
Alfredo_Bianchini,male,legislatura11,no
Andriano_Biasutti,male,legislatura11,no
Ugo_Boghetta,male,legislatura11,no
Ugo_Boghetta,male,legislatura12,no
Ugo_Boghetta,male,legislatura13,no
Mario_Gerolamo_Giovanni_Boi,male,legislatura11,no
Stefano_Vignaroli,male,legislatura17,no
Stefano_Vignaroli,male,legislatura18,no
Massimo_Enrico_Baroni,male,legislatura17,no
Massimo_Enrico_Baroni,male,legislatura18,no
Matteo_Orfini,male,legislatura17,no
Matteo_Orfini,male,legislatura18,no
Matteo_Orfini,male,legislatura19,no
Marco_Miccoli,male,legislatura17,no
Marco_Di_Maio,male,legislatura17,no
Marco_Di_Maio,male,legislatura18,no
Alessandro_Furnari,male,legislatura17,no
Daniele_Montroni,male,legislatura17,no
Emanuele_Scagliusi,male,legislatura17,no
Emanuele_Scagliusi,male,legislatura18,no
Massimo_Paolucci,male,legislatura17,no
Massimiliano_Manfredi,male,legislatura17,no
Giorgio_Piccolo,male,legislatura17,no
Luciano_Cimmino,male,legislatura17,no
Tiziano_Arlotti,male,legislatura17,no
Luigi_Di_Maio,male,legislatura17,no
Luigi_Di_Maio,male,legislatura18,no
Angelo_Gioachino_Gaetano_Attaguile,male,legislatura17,no
Angelo_Antonio_D'agostino,male,legislatura17,no
Salvatore_Capone,male,legislatura17,no
Vincenzo_Amendola,male,legislatura17,no
Vincenzo_Amendola,male,legislatura19,no
Michele_Anzaldi,male,legislatura17,no
Michele_Anzaldi,male,legislatura18,no
Davide_Baruffi,male,legislatura17,no
Michele_Ragosta,male,legislatura17,no
Roberto_Marti,male,legislatura17,no
Vincenzo_Folino,male,legislatura17,no
Michele_Dell'orco,male,legislatura17,no
Bruno_Molea,male,legislatura17,no
Giacomino_Taricco,male,legislatura17,no
Luigi_Taranto,male,legislatura17,no
Francesco_Ribaudo,male,legislatura17,no
Antonino_Moscatt,male,legislatura17,no
Rudi_Franco_Marguerettaz,male,legislatura17,no
Paolo_Nicolo'_Romano,male,legislatura17,no
Paolo_Nicolo'_Romano,male,legislatura18,no
Riccardo_Nuti,male,legislatura17,no
Nicola_Bianchi,male,legislatura17,no
Emanuele_Cani,male,legislatura17,no
Daniele_Del_Grosso,male,legislatura17,no
Daniele_Del_Grosso,male,legislatura18,no
Roberto_Capelli,male,legislatura17,no
Itzhak_Yoram_Gutgeld,male,legislatura17,no
Alfonso_Bonafede,male,legislatura17,no
Alfonso_Bonafede,male,legislatura18,no
Gianluca_Rizzo,male,legislatura17,no
Gianluca_Rizzo,male,legislatura18,no
Massimo_Artini,male,legislatura17,no
Marco_Baldassarre,male,legislatura17,no
Fausto_Raciti,male,legislatura17,no
Fausto_Raciti,male,legislatura18,no
Giuseppe_Zappulla,male,legislatura17,no
Paolo_Parentela,male,legislatura17,no
Paolo_Parentela,male,legislatura18,no
Marco_Donati,male,legislatura17,no
Dario_Nardella,male,legislatura17,no
Giuseppe_Castiglione,male,legislatura17,no
Giuseppe_Castiglione,male,legislatura19,no
Filippo_Fossati,male,legislatura17,no
Paolo_Beni,male,legislatura17,no
Edoardo_Nesi,male,legislatura17,no
Giuseppe_Civati,male,legislatura17,no
Ezio_Primo_Casati,male,legislatura17,no
Massimo_Felice_De_Rosa,male,legislatura17,no
Davide_Tripiedi,male,legislatura17,no
Davide_Tripiedi,male,legislatura18,no
Mario_Caruso,male,legislatura12,no
Mario_Caruso,male,legislatura17,no
Mario_Caruso,male,legislatura12,yes
Mario_Caruso,male,legislatura17,yes
Franco_Bordo,male,legislatura17,no
Andrea_Causin,male,legislatura17,no
Andrea_Ferro,male,legislatura17,no
Nazzareno_Pilozzi,male,legislatura17,no
Khalid_Chaouki,male,legislatura17,no
Giancarlo_Giordano,male,legislatura17,no
Ferdinando_Aiello,male,legislatura17,no
Antonino_Bosco,male,legislatura17,no
Guido_Guidesi,male,legislatura17,no
Guido_Guidesi,male,legislatura18,no
Marco_Di_Stefano,male,legislatura17,no
Giuseppe_Guglielmino,male,legislatura05,no
Giuseppe_Guglielmino,male,legislatura06,no
Giuseppe_Guglielmino,male,legislatura07,no
Cesare_Pietro_Margotto,male,legislatura08,no
Gian_Aldo_Arnaud,male,legislatura04,no
Gian_Aldo_Arnaud,male,legislatura05,no
Gian_Aldo_Arnaud,male,legislatura06,no
Gian_Aldo_Arnaud,male,legislatura07,no
Gian_Aldo_Arnaud,male,legislatura08,no
Giuseppe_Iperico,male,legislatura06,no
Angelo_Maria_Jacazzi,male,legislatura04,no
Angelo_Maria_Jacazzi,male,legislatura05,no
Angelo_Maria_Jacazzi,male,legislatura06,no
Angelo_La_Bella,male,legislatura04,no
Angelo_La_Bella,male,legislatura05,no
Angelo_La_Bella,male,legislatura06,no
Mauro_Bonato,male,legislatura11,no
Mauro_Bonato,male,legislatura12,no
Umberto_Bossi,male,legislatura11,no
Umberto_Bossi,male,legislatura12,no
Umberto_Bossi,male,legislatura13,no
Umberto_Bossi,male,legislatura14,no
Umberto_Bossi,male,legislatura15,no
Umberto_Bossi,male,legislatura16,no
Umberto_Bossi,male,legislatura17,no
Umberto_Bossi,male,legislatura19,no
Mario_Brunetti,male,legislatura11,no
Mario_Brunetti,male,legislatura12,no
Mario_Brunetti,male,legislatura13,no
Teodoro_Buontempo,male,legislatura11,no
Teodoro_Buontempo,male,legislatura12,no
Teodoro_Buontempo,male,legislatura13,no
Teodoro_Buontempo,male,legislatura14,no
Teodoro_Buontempo,male,legislatura15,no
Alessio_Butti,male,legislatura11,no
Alessio_Butti,male,legislatura13,no
Alessio_Butti,male,legislatura14,no
Alessio_Butti,male,legislatura18,no
Luca_Carli,male,legislatura11,no
Guido_Castellotti,male,legislatura11,no
Marco_Cellai,male,legislatura11,no
Antonio_Ciampaglia,male,legislatura11,no
Giorgio_Conca,male,legislatura11,no
Michele_Cortese,male,legislatura11,no
Luciano_Costantini,male,legislatura11,no
Federico_Crippa,male,legislatura11,no
Piergiuseppe_D'andreamatteo,male,legislatura11,no
Paolo_De_Paoli,male,legislatura11,no
Andrea_Carmine_De_Simone,male,legislatura11,no
Cosimo_Damiano_Francesco_Di_Giuseppe,male,legislatura11,no
Fernando_Di_Laura_Frattura,male,legislatura11,no
Giovanni_Di_Mauro,male,legislatura11,no
Giovanni_Di_Mauro,male,legislatura15,no
Giovanni_Di_Mauro,male,legislatura16,no
Giovanni_Dolino,male,legislatura11,no
Martino_Dorigo,male,legislatura11,no
Martino_Dorigo,male,legislatura12,no
Giovanni_Guido_Elsner,male,legislatura11,no
Giuseppe_Farassino,male,legislatura11,no
Enzo_Flego,male,legislatura11,no
Enzo_Flego,male,legislatura12,no
Giuseppe_Mario_Albino_Fortunato,male,legislatura11,no
Riccardo_Fragassi,male,legislatura11,no
Riccardo_Fragassi,male,legislatura12,no
Angelo_Fredda,male,legislatura11,no
Angelo_Fredda,male,legislatura13,no
Giuseppe_Garesio,male,legislatura11,no
Maurizio_Gasparri,male,legislatura11,no
Maurizio_Gasparri,male,legislatura12,no
Maurizio_Gasparri,male,legislatura13,no
Maurizio_Gasparri,male,legislatura14,no
Maurizio_Gasparri,male,legislatura15,no
Vasco_Giannotti,male,legislatura11,no
Vasco_Giannotti,male,legislatura12,no
Vasco_Giannotti,male,legislatura13,no
Giacomo_Gualco,male,legislatura11,no
Renzo_Innocenti,male,legislatura11,no
Renzo_Innocenti,male,legislatura12,no
Renzo_Innocenti,male,legislatura13,no
Renzo_Innocenti,male,legislatura14,no
Vito_Leccese,male,legislatura11,no
Vito_Leccese,male,legislatura13,no
Luca_Leoni_Orsenigo,male,legislatura11,no
Luca_Leoni_Orsenigo,male,legislatura12,no
Franco_Longo,male,legislatura11,no
Silvio_Magistroni,male,legislatura11,no
Antonio_Magnabosco,male,legislatura11,no
Antonio_Magnabosco,male,legislatura12,no
Antonio_Magri,male,legislatura11,no
Antonio_Magri,male,legislatura12,no
Lucio_Manisco,male,legislatura11,no
Lucio_Manisco,male,legislatura13,no
Leone_Manti,male,legislatura11,no
Ramon_Mantovani,male,legislatura11,no
Ramon_Mantovani,male,legislatura13,no
Ramon_Mantovani,male,legislatura14,no
Ramon_Mantovani,male,legislatura15,no
Andrea_Marcucci,male,legislatura11,no
Francesco_Marenco,male,legislatura11,no
Francesco_Marenco,male,legislatura12,no
Angelo_Mazzola,male,legislatura11,no
Corrado_Metri,male,legislatura11,no
Mauro_Michielon,male,legislatura11,no
Mauro_Michielon,male,legislatura12,no
Mauro_Michielon,male,legislatura13,no
Angelo_Muzio,male,legislatura11,no
Angelo_Muzio,male,legislatura12,no
Angelo_Muzio,male,legislatura13,no
Riccardo_Nencini,male,legislatura11,no
Gaspare_Nuccio,male,legislatura11,no
Gerardo_Mario_Oliverio,male,legislatura11,no
Gerardo_Mario_Oliverio,male,legislatura12,no
Gerardo_Mario_Oliverio,male,legislatura13,no
Gerardo_Mario_Oliverio,male,legislatura14,no
Rosario_Olivo,male,legislatura11,no
Rosario_Olivo,male,legislatura12,no
Rosario_Olivo,male,legislatura13,no
Giovanni_Ongaro,male,legislatura11,no
Giovanni_Ongaro,male,legislatura12,no
Benito_Orgiana,male,legislatura11,no
Maurizio_Pagani,male,legislatura11,no
Maurizio_Paladini,male,legislatura11,no
Calogero_Piscitello,male,legislatura11,no
Calogero_Piscitello,male,legislatura13,no
Calogero_Piscitello,male,legislatura14,no
Calogero_Piscitello,male,legislatura15,no
Antonio_Pizzinato,male,legislatura11,no
Salvatore_Pollichino,male,legislatura11,no
Bruno_Randazzo,male,legislatura11,no
Pio_Rapagna',male,legislatura11,no
Augusto_Rizzi,male,legislatura11,no
Franco_Rocchetta,male,legislatura11,no
Franco_Rocchetta,male,legislatura12,no
Oreste_Rossi,male,legislatura11,no
Oreste_Rossi,male,legislatura12,no
Oreste_Rossi,male,legislatura13,no
Massimo_Salvadori,male,legislatura11,no
Attilio_Santoro,male,legislatura11,no
Giovanni_Sarritzu,male,legislatura11,no
Romano_Scarfagna,male,legislatura11,no
Angelino_Sollazzo,male,legislatura11,no
Salvatore_Stornello,male,legislatura11,no
Flavio_Tattarini,male,legislatura11,no
Flavio_Tattarini,male,legislatura12,no
Flavio_Tattarini,male,legislatura13,no
Mauro_Vannoni,male,legislatura11,no
Mauro_Vannoni,male,legislatura12,no
Mauro_Vannoni,male,legislatura13,no
Luigi_Longo,male,legislatura costituente,no
Luigi_Longo,male,legislatura01,no
Luigi_Longo,male,legislatura02,no
Luigi_Longo,male,legislatura03,no
Luigi_Longo,male,legislatura04,no
Luigi_Longo,male,legislatura05,no
Luigi_Longo,male,legislatura06,no
Luigi_Longo,male,legislatura07,no
Luigi_Longo,male,legislatura08,no
Salvatore_Vozza,male,legislatura11,no
Salvatore_Vozza,male,legislatura12,no
Salvatore_Vozza,male,legislatura13,no
Johann_Georg_Widmann,male,legislatura11,no
Johann_Georg_Widmann,male,legislatura12,no
Johann_Georg_Widmann,male,legislatura13,no
Johann_Georg_Widmann,male,legislatura14,no
Johann_Georg_Widmann,male,legislatura15,no
Alfredo_Zagatti,male,legislatura11,no
Alfredo_Zagatti,male,legislatura12,no
Alfredo_Zagatti,male,legislatura13,no
Salvatore_La_Marca,male,legislatura01,no
Salvatore_La_Marca,male,legislatura06,no
Achille_Lauro,male,legislatura03,no
Achille_Lauro,male,legislatura04,no
Achille_Lauro,male,legislatura06,no
Achille_Lauro,male,legislatura07,no
Mario_Adriano_Lavagnoli,male,legislatura05,no
Mario_Adriano_Lavagnoli,male,legislatura06,no
Livio_Ligori,male,legislatura06,no
Mario_Lizzero,male,legislatura04,no
Mario_Lizzero,male,legislatura05,no
Mario_Lizzero,male,legislatura06,no
Concetto_Lo_Bello,male,legislatura06,no
Concetto_Lo_Bello,male,legislatura07,no
Concetto_Lo_Bello,male,legislatura08,no
Concetto_Lo_Bello,male,legislatura09,no
Orfeo_Goracci,male,legislatura11,no
Mauro_Guerra,male,legislatura11,no
Mauro_Guerra,male,legislatura12,no
Mauro_Guerra,male,legislatura13,no
Mauro_Guerra,male,legislatura17,no
Goffredo_Maria_Bettini,male,legislatura11,no
Goffredo_Maria_Bettini,male,legislatura14,no
Alberto_Acierno,male,legislatura12,no
Alberto_Acierno,male,legislatura13,no
Vittorio_Aliprandi,male,legislatura12,no
Angelo_Altea,male,legislatura12,no
Angelo_Altea,male,legislatura13,no
Giacomo_Archiutti,male,legislatura12,no
Rosario_Ardica,male,legislatura12,no
Eugenio_Baresi,male,legislatura12,no
Luca_Basso,male,legislatura12,no
Salvatore_Bellomi,male,legislatura12,no
Roberto_Bernardelli,male,legislatura12,no
Fausto_Bertinotti,male,legislatura12,no
Fausto_Bertinotti,male,legislatura13,no
Fausto_Bertinotti,male,legislatura14,no
Fausto_Bertinotti,male,legislatura15,no
Vincenzo_Bianchi,male,legislatura12,no
Vincenzo_Bianchi,male,legislatura13,no
Valter_Bielli,male,legislatura12,no
Valter_Bielli,male,legislatura13,no
Valter_Bielli,male,legislatura14,no
Luciano_Angelo_Bistaffa,male,legislatura12,no
Vincenzo_Arturo_Vittorio_Bizzarri,male,legislatura12,no
Giuliano_Massimo_Boffardi,male,legislatura12,no
Mario_Bortoloso,male,legislatura12,no
Enrico_Boselli,male,legislatura12,no
Enrico_Boselli,male,legislatura13,no
Enrico_Boselli,male,legislatura14,no
Enrico_Boselli,male,legislatura15,no
Alberto_Maria_Bosisio,male,legislatura12,no
Domenico_Bova,male,legislatura12,no
Domenico_Bova,male,legislatura13,no
Domenico_Bova,male,legislatura14,no
Giovanni_Brunale,male,legislatura12,no
Giovanni_Brunale,male,legislatura13,no
Michele_Caccavale,male,legislatura12,no
Riccardo_Calleri,male,legislatura12,no
Carlo_Carli,male,legislatura12,no
Carlo_Carli,male,legislatura13,no
Carlo_Carli,male,legislatura14,no
Umberto_Cecchi,male,legislatura12,no
Cesare_Cefaratti,male,legislatura12,no
Aldo_Cennamo,male,legislatura12,no
Aldo_Cennamo,male,legislatura13,no
Aldo_Cennamo,male,legislatura14,no
Sergio_Chiesa,male,legislatura12,no
Luciano_Ciocchetti,male,legislatura12,no
Luciano_Ciocchetti,male,legislatura15,no
Luciano_Ciocchetti,male,legislatura16,no
Luciano_Ciocchetti,male,legislatura19,no
Roberto_Cipriani,male,legislatura12,no
Italo_Cocci,male,legislatura12,no
Manlio_Collavini,male,legislatura12,no
Manlio_Collavini,male,legislatura13,no
Manlio_Collavini,male,legislatura14,no
