persona,gender,legislatura,graduated
Niccolo'_Grassi_Bertazzi,male,legislatura06,yes
Niccolo'_Grassi_Bertazzi,male,legislatura07,yes
Francesco_Bruno,male,legislatura17,yes
Enrico_Gasbarra,male,legislatura16,yes
Enrico_Gasbarra,male,legislatura17,yes
Renzo_Carella,male,legislatura16,yes
Renzo_Carella,male,legislatura17,yes
Marco_Mario_Milanese,male,legislatura16,yes
Roberto_Morassut,male,legislatura16,yes
Roberto_Morassut,male,legislatura17,yes
Roberto_Morassut,male,legislatura18,yes
Roberto_Morassut,male,legislatura19,yes
Marco_Pugliese,male,legislatura16,yes
Giovanni_Battista_Bachelet,male,legislatura16,yes
Maurizio_Iapicca,male,legislatura16,yes
Marcello_Di_Caterina,male,legislatura16,yes
Pier_Fausto_Recchia,male,legislatura16,yes
Gerardo_Soglia,male,legislatura16,yes
Jean_Leonard_Touadi,male,legislatura16,yes
Alfonso_Papa,male,legislatura16,yes
Guglielmo_Vaccaro,male,legislatura16,yes
Guglielmo_Vaccaro,male,legislatura17,yes
Pasquale_Ciriello,male,legislatura16,yes
Andrea_Sarubbi,male,legislatura16,yes
Eugenio_Mazzarella,male,legislatura16,yes
Fulvio_Bonavitacola,male,legislatura16,yes
Fulvio_Bonavitacola,male,legislatura17,yes
Stefano_Graziano,male,legislatura16,yes
Stefano_Graziano,male,legislatura19,yes
Alessandro_Ruben,male,legislatura16,yes
Matteo_Bragantini,male,legislatura16,yes
Matteo_Bragantini,male,legislatura17,yes
Massimo_Bitonci,male,legislatura16,yes
Massimo_Bitonci,male,legislatura18,yes
Massimo_Bitonci,male,legislatura19,yes
Roberto_Rao,male,legislatura16,yes
Massimo_Calearo_Ciman,male,legislatura16,yes
Settimo_Nizzi,male,legislatura16,yes
Settimo_Nizzi,male,legislatura17,yes
Giancarlo_Mazzuca,male,legislatura16,yes
Giulio_Calvisi,male,legislatura16,yes
Giuliano_Cazzola,male,legislatura16,yes
Guido_Salvatore_Melis,male,legislatura16,yes
Alessandro_Bratti,male,legislatura16,yes
Alessandro_Bratti,male,legislatura17,yes
Gianluca_Benamati,male,legislatura16,yes
Gianluca_Benamati,male,legislatura17,yes
Gianluca_Benamati,male,legislatura18,yes
Maurizio_Bianconi,male,legislatura16,yes
Maurizio_Bianconi,male,legislatura17,yes
Gabriele_Toccafondi,male,legislatura16,yes
Gabriele_Toccafondi,male,legislatura18,yes
Franco_Gidoni,male,legislatura16,yes
Renato_Brunetta,male,legislatura16,yes
Renato_Brunetta,male,legislatura17,yes
Renato_Brunetta,male,legislatura18,yes
Fabio_Gava,male,legislatura16,yes
Antonio_Distaso,male,legislatura16,yes
Antonio_Distaso,male,legislatura17,yes
Francesco_Paolo_Sisto,male,legislatura16,yes
Francesco_Paolo_Sisto,male,legislatura17,yes
Francesco_Paolo_Sisto,male,legislatura18,yes
Salvatore_Misuraca,male,legislatura16,yes
Salvatore_Misuraca,male,legislatura17,yes
Alberto_Losacco,male,legislatura16,yes
Alberto_Losacco,male,legislatura17,yes
Alberto_Losacco,male,legislatura18,yes
Francesco_Boccia,male,legislatura16,yes
Francesco_Boccia,male,legislatura17,yes
Francesco_Boccia,male,legislatura18,yes
Vincenzo_Antonio_Fontana,male,legislatura16,yes
Dario_Ginefra,male,legislatura16,yes
Dario_Ginefra,male,legislatura17,yes
Pierfelice_Zazzera,male,legislatura16,yes
Aldo_Di_Biagio,male,legislatura16,yes
Fabio_Porta,male,legislatura16,yes
Fabio_Porta,male,legislatura17,yes
Fabio_Porta,male,legislatura19,yes
Santo_Domenico_Versace,male,legislatura16,yes
Umberto_Scapagnini,male,legislatura16,yes
Benedetto_Fabio_Granata,male,legislatura16,yes
Maurizio_Scelli,male,legislatura16,yes
Antonino_Minardo,male,legislatura16,yes
Antonino_Minardo,male,legislatura17,yes
Antonino_Minardo,male,legislatura18,yes
Antonino_Minardo,male,legislatura19,yes
Vincenzo_Gibiino,male,legislatura16,yes
Francantonio_Genovese,male,legislatura16,yes
Francantonio_Genovese,male,legislatura17,yes
Marco_Causi,male,legislatura16,yes
Marco_Causi,male,legislatura17,yes
Ignazio_Abrignani,male,legislatura16,yes
Ignazio_Abrignani,male,legislatura17,yes
Claudio_Barbaro,male,legislatura16,yes
Antonio_Cuomo,male,legislatura16,yes
Antonio_Cuomo,male,legislatura17,yes
Roberto_Cassinelli,male,legislatura16,yes
Roberto_Cassinelli,male,legislatura18,yes
Renato_Farina,male,legislatura16,yes
Nicola_Formichella,male,legislatura16,yes
Antonino_Foti,male,legislatura16,yes
Benedetto_Francesco_Fucci,male,legislatura16,yes
Benedetto_Francesco_Fucci,male,legislatura17,yes
Vincenzo_Garofalo,male,legislatura16,yes
Vincenzo_Garofalo,male,legislatura17,yes
Rocco_Giuseppe_Moles,male,legislatura16,yes
Giovanni_Carlo_Francesco_Mottola,male,legislatura16,yes
Giovanni_Carlo_Francesco_Mottola,male,legislatura17,yes
Carlo_Nola,male,legislatura16,yes
Alessandro_Saro_Alfonso_Pagano,male,legislatura16,yes
Alessandro_Saro_Alfonso_Pagano,male,legislatura17,yes
Alessandro_Saro_Alfonso_Pagano,male,legislatura18,yes
Nunzio_Francesco_Testa,male,legislatura16,yes
Roberto_Occhiuto,male,legislatura16,yes
Roberto_Occhiuto,male,legislatura17,yes
Roberto_Occhiuto,male,legislatura18,yes
Michele_Scandroglio,male,legislatura16,yes
Salvatore_Torrisi,male,legislatura16,yes
Daniele_Toto,male,legislatura16,yes
Paolo_Vella,male,legislatura16,yes
Paolo_Vella,male,legislatura17,yes
Francesco_Barbato,male,legislatura16,yes
Massimiliano_Fedriga,male,legislatura16,yes
Massimiliano_Fedriga,male,legislatura17,yes
Massimiliano_Fedriga,male,legislatura18,yes
Alberto_Torazzi,male,legislatura16,yes
David_Favia,male,legislatura16,yes
Ignazio_Messina,male,legislatura16,yes
Carlo_Monai,male,legislatura16,yes
Antonio_Palagiano,male,legislatura16,yes
Gaetano_Porcino,male,legislatura16,yes
Luca_Rodolfo_Paolini,male,legislatura16,yes
Luca_Rodolfo_Paolini,male,legislatura18,yes
Domenico_Scilipoti,male,legislatura16,yes
Elio_Vittorio_Belcastro,male,legislatura16,yes
Arturo_Iannaccone,male,legislatura16,yes
Fabrizio_Di_Stefano,male,legislatura17,yes
Guido_Galperti,male,legislatura17,yes
Cosimo_Latronico,male,legislatura17,yes
Piero_Longo,male,legislatura17,yes
Francesco_Sanna,male,legislatura17,yes
Carlo_Sarro,male,legislatura17,yes
Carlo_Sarro,male,legislatura18,yes
Paolo_Tancredi,male,legislatura17,yes
Augusto_Di_Stanislao,male,legislatura16,yes
Giacomo_Terranova,male,legislatura16,yes
Mario_Marino_Guadalupi,male,legislatura01,yes
Mario_Marino_Guadalupi,male,legislatura02,yes
Mario_Marino_Guadalupi,male,legislatura03,yes
Mario_Marino_Guadalupi,male,legislatura04,yes
Mario_Marino_Guadalupi,male,legislatura05,yes
Mario_Marino_Guadalupi,male,legislatura06,yes
Edoardo_Rixi,male,legislatura16,yes
Edoardo_Rixi,male,legislatura18,yes
Edoardo_Rixi,male,legislatura19,yes
Marco_Maggioni,male,legislatura16,yes
Marco_Maggioni,male,legislatura18,yes
Vincenzo_D'anna,male,legislatura16,yes
Deodato_Scanderebech,male,legislatura16,yes
Luigi_Muro,male,legislatura16,yes
Sandro_Oliveri,male,legislatura16,yes
Mario_Catania,male,legislatura17,yes
Renato_Balduzzi,male,legislatura17,yes
Simone_Andrea_Crolla,male,legislatura16,yes
Mario_Adinolfi,male,legislatura16,yes
Giuseppe_Vatinno,male,legislatura16,yes
Ezio_Zani,male,legislatura16,yes
Francesco_Verducci,male,legislatura16,yes
Giuseppe_Santonastaso,male,legislatura10,yes
Giuseppe_Santonastaso,male,legislatura11,yes
Stefano_Borghesi,male,legislatura17,yes
Paolo_Vitelli,male,legislatura17,yes
Alberto_Bombassei,male,legislatura17,yes
Giovanni_Monchiero,male,legislatura17,yes
Italico_Santoro,male,legislatura10,yes
Italico_Santoro,male,legislatura11,yes
Gregorio_Gitti,male,legislatura17,yes
Ferdinando_Alberti,male,legislatura17,yes
Girgis_Sorial,male,legislatura17,yes
Carlo_Dell'aringa,male,legislatura17,yes
Ernesto_Preziosi,male,legislatura17,yes
Alfredo_Bazoli,male,legislatura17,yes
Alfredo_Bazoli,male,legislatura18,yes
Giuseppe_Guerini,male,legislatura17,yes
Gian_Mario_Fragomeli,male,legislatura17,yes
Gian_Mario_Fragomeli,male,legislatura18,yes
Angelo_Senaldi,male,legislatura17,yes
Edoardo_Patriarca,male,legislatura17,yes
Andrea_Giorgis,male,legislatura17,yes
Andrea_Giorgis,male,legislatura18,yes
Umberto_D'ottavio,male,legislatura17,yes
Davide_Mattiello,male,legislatura17,yes
Albrecht_Plangger,male,legislatura17,yes
Albrecht_Plangger,male,legislatura18,yes
Daniel_Alfreider,male,legislatura17,yes
Manfred_Schullian,male,legislatura17,yes
Manfred_Schullian,male,legislatura18,yes
Manfred_Schullian,male,legislatura19,yes
Michele_Nicoletti,male,legislatura17,yes
Andrea_Mazziotti_Di_Celso,male,legislatura17,yes
Riccardo_Fraccaro,male,legislatura17,yes
Riccardo_Fraccaro,male,legislatura18,yes
Alberto_Zolezzi,male,legislatura17,yes
Alberto_Zolezzi,male,legislatura18,yes
Danilo_Toninelli,male,legislatura17,yes
Paolo_Alli,male,legislatura17,yes
Mattia_Fantinati,male,legislatura17,yes
Mattia_Fantinati,male,legislatura18,yes
Tancredi_Turco,male,legislatura17,yes
Alan_Ferrari,male,legislatura17,yes
Giuseppe_Stefano_Quintarelli,male,legislatura17,yes
Lorenzo_Guerini,male,legislatura17,yes
Lorenzo_Guerini,male,legislatura18,yes
Lorenzo_Guerini,male,legislatura19,yes
Filippo_Busin,male,legislatura17,yes
Federico_Ginato,male,legislatura17,yes
Diego_Crivellari,male,legislatura17,yes
Filippo_Crimi',male,legislatura17,yes
Emanuele_Prataviera,male,legislatura17,yes
Enrico_Zanetti,male,legislatura17,yes
Marco_Da_Villa,male,legislatura17,yes
Federico_D'inca',male,legislatura17,yes
Federico_D'inca',male,legislatura18,yes
Giorgio_Zanin,male,legislatura17,yes
Emanuele_Cozzolino,male,legislatura17,yes
Giorgio_Brandolin,male,legislatura17,yes
Paolo_Coppola,male,legislatura17,yes
Gian_Luigi_Gigli,male,legislatura17,yes
Filippo_Gallinella,male,legislatura17,yes
Filippo_Gallinella,male,legislatura18,yes
Giampiero_Giulietti,male,legislatura17,yes
Carlo_Galli,male,legislatura17,yes
Fabio_Melilli,male,legislatura17,yes
Fabio_Melilli,male,legislatura18,yes
Marco_Meloni,male,legislatura17,yes
Luca_Pastorino,male,legislatura17,yes
Luca_Pastorino,male,legislatura18,yes
Luca_Pastorino,male,legislatura19,yes
Franco_Vazio,male,legislatura17,yes
Franco_Vazio,male,legislatura18,yes
Federico_Fauttilli,male,legislatura17,yes
Massimiliano_Bernini,male,legislatura17,yes
Enzo_Lattuca,male,legislatura17,yes
Danilo_Leva,male,legislatura17,yes
Sergio_Boccadutri,male,legislatura17,yes
Piergiorgio_Carrescia,male,legislatura17,yes
Paolo_Petrini,male,legislatura17,yes
Massimo_Scalia,male,legislatura10,yes
Massimo_Scalia,male,legislatura11,yes
Massimo_Scalia,male,legislatura12,yes
Massimo_Scalia,male,legislatura13,yes
Renato_Strada,male,legislatura10,yes
Renato_Strada,male,legislatura11,yes
Enrico_Testa,male,legislatura10,yes
Enrico_Testa,male,legislatura11,yes
Gaetano_Vairo,male,legislatura10,yes
Gaetano_Vairo,male,legislatura11,yes
Luigi_Gui,male,legislatura costituente,yes
Luigi_Gui,male,legislatura01,yes
Luigi_Gui,male,legislatura02,yes
Luigi_Gui,male,legislatura03,yes
Luigi_Gui,male,legislatura04,yes
Luigi_Gui,male,legislatura05,yes
Luigi_Gui,male,legislatura06,yes
Luigi_Gui,male,legislatura08,yes
Alfredo_Vito,male,legislatura10,yes
Alfredo_Vito,male,legislatura11,yes
Alfredo_Vito,male,legislatura14,yes
Alfredo_Vito,male,legislatura15,yes
Antonino_Gullotti,male,legislatura03,yes
Antonino_Gullotti,male,legislatura04,yes
Antonino_Gullotti,male,legislatura05,yes
Antonino_Gullotti,male,legislatura06,yes
Antonino_Gullotti,male,legislatura07,yes
Antonino_Gullotti,male,legislatura08,yes
Antonino_Gullotti,male,legislatura09,yes
Antonino_Gullotti,male,legislatura10,yes
Fabio_Perinei,male,legislatura10,yes
Fabio_Perinei,male,legislatura11,yes
Fabio_Perinei,male,legislatura12,yes
Gaetano_Nino_Colucci,male,legislatura10,yes
Gaetano_Nino_Colucci,male,legislatura11,yes
Gaetano_Nino_Colucci,male,legislatura12,yes
Gaetano_Nino_Colucci,male,legislatura13,yes
Ennio_Grassi,male,legislatura10,yes
Ennio_Grassi,male,legislatura11,yes
Ennio_Grassi,male,legislatura12,yes
Aristide_Gunnella,male,legislatura05,yes
Aristide_Gunnella,male,legislatura06,yes
Aristide_Gunnella,male,legislatura07,yes
Aristide_Gunnella,male,legislatura08,yes
Aristide_Gunnella,male,legislatura09,yes
Aristide_Gunnella,male,legislatura10,yes
Francesco_D'onofrio,male,legislatura10,yes
Francesco_D'onofrio,male,legislatura11,yes
Francesco_D'onofrio,male,legislatura12,yes
Raffaele_Farigu,male,legislatura10,yes
Raffaele_Farigu,male,legislatura11,yes
Carmine_Santo_Patarino,male,legislatura10,yes
Carmine_Santo_Patarino,male,legislatura11,yes
Carmine_Santo_Patarino,male,legislatura12,yes
Carmine_Santo_Patarino,male,legislatura14,yes
Carmine_Santo_Patarino,male,legislatura15,yes
Carmine_Santo_Patarino,male,legislatura16,yes
Pietro_Ingrao,male,legislatura01,yes
Pietro_Ingrao,male,legislatura02,yes
Pietro_Ingrao,male,legislatura03,yes
Pietro_Ingrao,male,legislatura04,yes
Pietro_Ingrao,male,legislatura05,yes
Pietro_Ingrao,male,legislatura06,yes
Pietro_Ingrao,male,legislatura07,yes
Pietro_Ingrao,male,legislatura08,yes
Pietro_Ingrao,male,legislatura09,yes
Pietro_Ingrao,male,legislatura10,yes
Claudio_Taverna,male,legislatura10,yes
Giovanni_Paciullo,male,legislatura10,yes
Giovanni_Paciullo,male,legislatura11,yes
Ernesto_Abaterusso,male,legislatura11,yes
Ernesto_Abaterusso,male,legislatura13,yes
Salvatore_Abbruzzese,male,legislatura11,yes
Giovanni_Carlo_Acciaro,male,legislatura11,yes
Stefano_Aimone_Prina,male,legislatura11,yes
Stefano_Aimone_Prina,male,legislatura12,yes
Giuseppe_Maria_Ayala,male,legislatura11,yes
Giuseppe_Maria_Ayala,male,legislatura12,yes
Renato_Albertini,male,legislatura11,yes
Giuseppe_Aloise,male,legislatura11,yes
Giovanni_Alterio,male,legislatura11,yes
Gian_Franco_Anedda,male,legislatura11,yes
Gian_Franco_Anedda,male,legislatura12,yes
Gian_Franco_Anedda,male,legislatura13,yes
Gian_Franco_Anedda,male,legislatura14,yes
Uber_Anghinoni,male,legislatura11,yes
Uber_Anghinoni,male,legislatura12,yes
Uber_Anghinoni,male,legislatura13,yes
Giovanni_Francesco_Antoci,male,legislatura11,yes
Giovanni_Bacciardi,male,legislatura11,yes
Enzo_Balocchi,male,legislatura11,yes
Augusto_Battaglia,male,legislatura11,yes
Augusto_Battaglia,male,legislatura13,yes
Augusto_Battaglia,male,legislatura14,yes
Stefano_Berni,male,legislatura11,yes
Paolo_Bertezzolo,male,legislatura11,yes
Gianfranco_Bettin,male,legislatura11,yes
Gianfranco_Bettin,male,legislatura15,yes
Vincenzo_Bianco,male,legislatura11,yes
Vincenzo_Bianco,male,legislatura14,yes
Giuseppe_Bicocchi,male,legislatura11,yes
Giuseppe_Bicocchi,male,legislatura13,yes
Alessandro_Di_Battista,male,legislatura17,yes
Adriano_Zaccagnini,male,legislatura17,yes
Mario_Marazziti,male,legislatura17,yes
Domenico_Rossi,male,legislatura17,yes
Stefano_Fassina,male,legislatura17,yes
Stefano_Fassina,male,legislatura18,yes
Umberto_Marroni,male,legislatura17,yes
Salvatore_Matarrese,male,legislatura17,yes
Gaetano_Piepoli,male,legislatura17,yes
Ettore_Guglielmo_Epifani,male,legislatura17,yes
Ettore_Guglielmo_Epifani,male,legislatura18,yes
Giuseppe_D'ambrosio,male,legislatura17,yes
Giuseppe_D'ambrosio,male,legislatura18,yes
Giuseppe_L'abbate,male,legislatura17,yes
Giuseppe_L'abbate,male,legislatura18,yes
Diego_De_Lorenzis,male,legislatura17,yes
Diego_De_Lorenzis,male,legislatura18,yes
Marco_Di_Lello,male,legislatura17,yes
Leonardo_Impegno,male,legislatura17,yes
Alberto_Pagani,male,legislatura17,yes
Alberto_Pagani,male,legislatura18,yes
Francesco_Cariello,male,legislatura17,yes
Nicola_Fratoianni,male,legislatura17,yes
Nicola_Fratoianni,male,legislatura18,yes
Nicola_Fratoianni,male,legislatura19,yes
Antonio_Matarrelli,male,legislatura17,yes
Roberto_Fico,male,legislatura17,yes
Roberto_Fico,male,legislatura18,yes
Salvatore_Micillo,male,legislatura17,yes
Salvatore_Micillo,male,legislatura18,yes
Francesco_Cassano,male,legislatura17,yes
Luigi_Gallo,male,legislatura17,yes
Luigi_Gallo,male,legislatura18,yes
Massimo_Bray,male,legislatura17,yes
Antonio_Decaro,male,legislatura17,yes
Angelo_Tofalo,male,legislatura17,yes
Angelo_Tofalo,male,legislatura18,yes
Carlo_Sibilia,male,legislatura17,yes
Carlo_Sibilia,male,legislatura18,yes
Girolamo_Pisano,male,legislatura17,yes
Michele_Pelillo,male,legislatura17,yes
Antimo_Cesaro,male,legislatura17,yes
Ivan_Scalfarotto,male,legislatura17,yes
Ivan_Scalfarotto,male,legislatura18,yes
Paolo_Gandolfi,male,legislatura17,yes
Simone_Valiante,male,legislatura17,yes
Angelo_Rughetti,male,legislatura17,yes
Luigi_Famiglietti,male,legislatura17,yes
Rocco_Palese,male,legislatura17,yes
Gianfranco_Giovanni_Chiarelli,male,legislatura17,yes
Matteo_Dall'osso,male,legislatura17,yes
Matteo_Dall'osso,male,legislatura18,yes
Vittorio_Ferraresi,male,legislatura17,yes
Vittorio_Ferraresi,male,legislatura18,yes
Roberto_Speranza,male,legislatura17,yes
Roberto_Speranza,male,legislatura18,yes
Roberto_Speranza,male,legislatura19,yes
Paolo_Bernini,male,legislatura17,yes
Enrico_Borghi,male,legislatura17,yes
Enrico_Borghi,male,legislatura18,yes
Francesco_Bonifazi,male,legislatura17,yes
Francesco_Bonifazi,male,legislatura19,yes
Mariano_Rabino,male,legislatura17,yes
Davide_Crippa,male,legislatura17,yes
Davide_Crippa,male,legislatura18,yes
Pierpaolo_Vargiu,male,legislatura17,yes
Mirko_Busto,male,legislatura17,yes
Andrea_Vallascas,male,legislatura17,yes
Andrea_Vallascas,male,legislatura18,yes
Gianluca_Vacca,male,legislatura17,yes
Gianluca_Vacca,male,legislatura18,yes
Andrea_Colletti,male,legislatura17,yes
Andrea_Colletti,male,legislatura18,yes
Giulio_Cesare_Sottanelli,male,legislatura17,yes
Giulio_Cesare_Sottanelli,male,legislatura19,yes
Antonio_Castricone,male,legislatura17,yes
Tommaso_Curro',male,legislatura17,yes
Michele_Piras,male,legislatura17,yes
Giuseppe_Lauricella,male,legislatura17,yes
Giorgio_Guerrini,male,legislatura04,yes
Giorgio_Guerrini,male,legislatura05,yes
Giorgio_Guerrini,male,legislatura06,yes
Samuele_Segoni,male,legislatura17,yes
Sebastiano_Barbanti,male,legislatura17,yes
Andrea_Manciulli,male,legislatura17,yes
Luca_Lotti,male,legislatura17,yes
Luca_Lotti,male,legislatura18,yes
Alfredo_D'attorre,male,legislatura17,yes
Demetrio_Battaglia,male,legislatura17,yes
Ernesto_Magorno,male,legislatura17,yes
Bruno_Censore,male,legislatura17,yes
Matteo_Biffoni,male,legislatura17,yes
Dario_Parrini,male,legislatura17,yes
Luigi_Dallai,male,legislatura17,yes
Giampaolo_Galli,male,legislatura17,yes
David_Ermini,male,legislatura17,yes
David_Ermini,male,legislatura18,yes
Edoardo_Fanucci,male,legislatura17,yes
Federico_Gelli,male,legislatura17,yes
Matteo_Mauri,male,legislatura17,yes
Matteo_Mauri,male,legislatura18,yes
Matteo_Mauri,male,legislatura19,yes
Andrea_Romano,male,legislatura17,yes
Andrea_Romano,male,legislatura18,yes
Francesco_Laforgia,male,legislatura17,yes
Paolo_Cova,male,legislatura17,yes
Roberto_Rampi,male,legislatura17,yes
Ernesto_Carbone,male,legislatura17,yes
Luca_Squeri,male,legislatura17,yes
Luca_Squeri,male,legislatura18,yes
Luca_Squeri,male,legislatura19,yes
Stefano_Dambruoso,male,legislatura17,yes
Gianfranco_Librandi,male,legislatura17,yes
Gianfranco_Librandi,male,legislatura18,yes
Vincenzo_Caso,male,legislatura17,yes
Manlio_Di_Stefano,male,legislatura17,yes
Manlio_Di_Stefano,male,legislatura18,yes
Daniele_Pesco,male,legislatura17,yes
Alessio_Tacconi,male,legislatura17,yes
Mario_Alejandro_Borghese,male,legislatura17,yes
Mario_Alejandro_Borghese,male,legislatura18,yes
Fabio_Lavagno,male,legislatura17,yes
Bruno_Archi,male,legislatura17,yes
Luigi_Lacquaniti,male,legislatura17,yes
Florian_Kronbichler,male,legislatura17,yes
Alessandro_Zan,male,legislatura17,yes
Alessandro_Zan,male,legislatura18,yes
Alessandro_Zan,male,legislatura19,yes
Giulio_Marcon,male,legislatura17,yes
Stefano_Quaranta,male,legislatura17,yes
Giovanni_Paglia,male,legislatura17,yes
Giuseppe_De_Mita,male,legislatura17,yes
Pasquale_Maietta,male,legislatura17,yes
Filiberto_Zaratti,male,legislatura17,yes
Filiberto_Zaratti,male,legislatura19,yes
Arcangelo_Sannicandro,male,legislatura17,yes
Veniero_Accreman,male,legislatura04,yes
Veniero_Accreman,male,legislatura05,yes
Veniero_Accreman,male,legislatura06,yes
Mauro_Ianniello,male,legislatura05,yes
Mauro_Ianniello,male,legislatura06,yes
Mauro_Ianniello,male,legislatura07,yes
Mauro_Ianniello,male,legislatura08,yes
Mauro_Ianniello,male,legislatura09,yes
Lino_Innocenti,male,legislatura06,yes
Lino_Innocenti,male,legislatura08,yes
Attilio_Iozzelli,male,legislatura02,yes
Attilio_Iozzelli,male,legislatura03,yes
Attilio_Iozzelli,male,legislatura04,yes
Attilio_Iozzelli,male,legislatura05,yes
Attilio_Iozzelli,male,legislatura06,yes
Gino_Ippolito,male,legislatura06,yes
Lorenzo_Isgro',male,legislatura03,yes
Lorenzo_Isgro',male,legislatura04,yes
Lorenzo_Isgro',male,legislatura05,yes
Lorenzo_Isgro',male,legislatura06,yes
Vittorio_Korach,male,legislatura06,yes
Mario_Artali,male,legislatura06,yes
Antonio_Laforgia,male,legislatura04,yes
Antonio_Laforgia,male,legislatura05,yes
Antonio_Laforgia,male,legislatura06,yes
Antonio_Laforgia,male,legislatura07,yes
Antonio_Laforgia,male,legislatura08,yes
Giuseppe_La_Loggia,male,legislatura05,yes
Giuseppe_La_Loggia,male,legislatura06,yes
Giuseppe_La_Loggia,male,legislatura07,yes
Giuseppe_La_Loggia,male,legislatura08,yes
Giorgio_La_Malfa,male,legislatura06,yes
Giorgio_La_Malfa,male,legislatura07,yes
Giorgio_La_Malfa,male,legislatura08,yes
Giorgio_La_Malfa,male,legislatura09,yes
Giorgio_La_Malfa,male,legislatura10,yes
Giorgio_La_Malfa,male,legislatura11,yes
Giorgio_La_Malfa,male,legislatura13,yes
Giorgio_La_Malfa,male,legislatura14,yes
Giorgio_La_Malfa,male,legislatura15,yes
Giorgio_La_Malfa,male,legislatura16,yes
Giovanni_Bonomo,male,legislatura11,yes
Mario_Borghezio,male,legislatura11,yes
Mario_Borghezio,male,legislatura12,yes
Mario_Borghezio,male,legislatura13,yes
Francesco_Borgia,male,legislatura11,yes
Gian_Mauro_Borsano,male,legislatura11,yes
Ugo_La_Malfa,male,legislatura costituente,yes
Ugo_La_Malfa,male,legislatura01,yes
Ugo_La_Malfa,male,legislatura02,yes
Ugo_La_Malfa,male,legislatura03,yes
Ugo_La_Malfa,male,legislatura04,yes
Ugo_La_Malfa,male,legislatura05,yes
Ugo_La_Malfa,male,legislatura06,yes
Ugo_La_Malfa,male,legislatura07,yes
Antonino_Buttitta,male,legislatura11,yes
Rocco_Francesco_Caccavari,male,legislatura11,yes
Rocco_Francesco_Caccavari,male,legislatura12,yes
Rocco_Francesco_Caccavari,male,legislatura13,yes
Roberto_Calderoli,male,legislatura11,yes
Roberto_Calderoli,male,legislatura12,yes
Roberto_Calderoli,male,legislatura13,yes
Stefano_Caldoro,male,legislatura11,yes
Stefano_Caldoro,male,legislatura16,yes
Valerio_Calzolaio,male,legislatura11,yes
Valerio_Calzolaio,male,legislatura12,yes
Valerio_Calzolaio,male,legislatura13,yes
Valerio_Calzolaio,male,legislatura14,yes
Vassili_Campatelli,male,legislatura11,yes
Vassili_Campatelli,male,legislatura12,yes
Vassili_Campatelli,male,legislatura13,yes
Antonio_Cancian,male,legislatura11,yes
Clemente_Carta,male,legislatura11,yes
Clemente_Carta,male,legislatura13,yes
Giorgio_Carta,male,legislatura11,yes
Giorgio_Carta,male,legislatura15,yes
Cosimo_Casilli,male,legislatura11,yes
Cosimo_Casilli,male,legislatura13,yes
Sergio_Castellaneta,male,legislatura11,yes
Sergio_Castellaneta,male,legislatura12,yes
Roberto_Castelli,male,legislatura11,yes
Roberto_Castelli,male,legislatura12,yes
Emidio_Casula,male,legislatura11,yes
Tiberio_Cecere,male,legislatura11,yes
Fabrizio_Cesetti,male,legislatura11,yes
Fabrizio_Cesetti,male,legislatura12,yes
Fabrizio_Cesetti,male,legislatura13,yes
Massimo_Chiaventi,male,legislatura11,yes
Nicola_Colaianni,male,legislatura11,yes
Domenico_Comino,male,legislatura11,yes
Domenico_Comino,male,legislatura12,yes
Domenico_Comino,male,legislatura13,yes
Giulio_Conti,male,legislatura11,yes
Giulio_Conti,male,legislatura12,yes
Giulio_Conti,male,legislatura13,yes
Giulio_Conti,male,legislatura14,yes
Giulio_Conti,male,legislatura15,yes
Calogero_Corrao,male,legislatura11,yes
Giovanni_Correnti,male,legislatura11,yes
Robinio_Costi,male,legislatura11,yes
Fernando_Dalla_Chiesa,male,legislatura11,yes
Fernando_Dalla_Chiesa,male,legislatura13,yes
Alessandro_Dalla_Via,male,legislatura11,yes
Lino_De_Benetti,male,legislatura11,yes
Lino_De_Benetti,male,legislatura12,yes
Lino_De_Benetti,male,legislatura13,yes
Umberto_Del_Basso_De_Caro,male,legislatura11,yes
Umberto_Del_Basso_De_Caro,male,legislatura17,yes
Umberto_Del_Basso_De_Caro,male,legislatura18,yes
Fabio_Dosi,male,legislatura11,yes
Fabio_Dosi,male,legislatura12,yes
Vito_Lattanzio,male,legislatura03,yes
Vito_Lattanzio,male,legislatura04,yes
Vito_Lattanzio,male,legislatura05,yes
Vito_Lattanzio,male,legislatura06,yes
Vito_Lattanzio,male,legislatura07,yes
Vito_Lattanzio,male,legislatura08,yes
Vito_Lattanzio,male,legislatura09,yes
Vito_Lattanzio,male,legislatura10,yes
Vito_Lattanzio,male,legislatura11,yes
Fabio_Evangelisti,male,legislatura11,yes
Fabio_Evangelisti,male,legislatura12,yes
Fabio_Evangelisti,male,legislatura13,yes
Fabio_Evangelisti,male,legislatura15,yes
Fabio_Evangelisti,male,legislatura16,yes
Giovanni_Giuseppe_Claudio_Fava,male,legislatura11,yes
Giovanni_Giuseppe_Claudio_Fava,male,legislatura17,yes
Romano_Ferrauto,male,legislatura11,yes
Enrico_Ferri,male,legislatura11,yes
Francesco_Formenti,male,legislatura11,yes
Francesco_Formenti,male,legislatura12,yes
Francesco_Formenti,male,legislatura13,yes
Salvatore_Lauricella,male,legislatura04,yes
Salvatore_Lauricella,male,legislatura05,yes
