Governo,Ministro,nome,cognome,legislatura_modificata
IV Governo Fanfani,Ministro dei Trasporti,BERNARDO,MATTARELLA,legislatura 03
IV Governo Fanfani,Ministro dei Trasporti e dell'Aviazione Civile,BERNARDO,MATTARELLA,legislatura 03
I Governo Leone,Ministro dell'Agricoltura e Foreste,BERNARDO,MATTARELLA,legislatura 04
V Governo De Gasperi,Ministro di Grazia e Giustizia,GIUSEPPE,GRASSI,legislatura 01
II Governo Fanfani,Ministro senza Portafoglio,GIULIO,PASTORE,legislatura 03
II Governo Segni,Ministro senza Portafoglio,GIULIO,PASTORE,legislatura 03
I Governo Tambroni,MInistro senza Portafoglio,GIULIO,PASTORE,legislatura 03
III Governo Fanfani,Ministro senza Portafoglio,GIULIO,PASTORE,legislatura 03
IV Governo Fanfani,MInistro senza Portafoglio,GIULIO,PASTORE,legislatura 03
I Governo Leone,Ministro senza Portafoglio,GIULIO,PASTORE,legislatura 04
II Governo Fanfani,Ministro delle Poste e Telecomunicazioni,ALBERTO,SIMONINI,legislatura 03
V Governo De Gasperi,Ministro per l'Africa Italiana,ALCIDE,DE GASPERI,legislatura 01
II Governo Fanfani,Ministro dei Trasporti,ARMANDO,ANGELINI,legislatura 03
II Governo Segni,Ministro dei Trasporti,ARMANDO,ANGELINI,legislatura 03
I Governo Tambroni,Ministro senza Portafoglio,ARMANDO,ANGELINI,legislatura 03
II Governo Segni,Ministro senza Portafoglio,GIUSEPPE MARIA,BETTIOL,legislatura 03
II Governo Fanfani,Ministro di Grazia e Giustizia,GUIDO,GONELLA,legislatura 03
II Governo Segni,Ministro di Grazia e Giustizia,GUIDO,GONELLA,legislatura 03
I Governo Tambroni,Ministro di Grazia e Giustizia,GUIDO,GONELLA,legislatura 03
III Governo Fanfani,Ministro di Grazia e Giustizia,GUIDO,GONELLA,legislatura 03
V Governo De Gasperi,Ministro della Pubblica Istruzione,GUIDO,GONELLA,legislatura 01
II Governo Segni,Ministro della Marina Mercantile,ANGELO RAFFAELE,JERVOLINO,legislatura 03
I Governo Tambroni,Ministro della Marina Mercantile,ANGELO RAFFAELE,JERVOLINO,legislatura 03
III Governo Fanfani,Ministro della Marina Mercantile,ANGELO RAFFAELE,JERVOLINO,legislatura 03
IV Governo Fanfani,Ministro della Sanità,ANGELO RAFFAELE,JERVOLINO,legislatura 03
I Governo Leone,Ministro della Sanità,ANGELO RAFFAELE,JERVOLINO,legislatura 04
V Governo De Gasperi,Ministro delle Poste e Telecomunicazioni,ANGELO RAFFAELE,JERVOLINO,legislatura 01
IV Governo Fanfani,Ministro degli Affari Esteri,ATTILIO,PICCIONI,legislatura 03
I Governo Leone,Ministro degli Affari Esteri,ATTILIO,PICCIONI,legislatura 04
III Governo Fanfani,Ministro senza Portafoglio,ATTILIO,PICCIONI,legislatura 03
IV Governo Fanfani,MInistro senza Portafoglio,ATTILIO,PICCIONI,legislatura 03
V Governo De Gasperi,Ministro senza Portafoglio,ATTILIO,PICCIONI,legislatura 01
V Governo De Gasperi,Ministro della Marina Mercantile,GIUSEPPE,SARAGAT,legislatura 01
III Governo Fanfani,Ministro dell'Interno,MARIO,SCELBA,legislatura 03
V Governo De Gasperi,Ministro dell'Interno,MARIO,SCELBA,legislatura 01
II Governo Fanfani,Ministro del Tesoro,GIULIO,ANDREOTTI,legislatura 03
II Governo Segni,Ministro della Difesa,GIULIO,ANDREOTTI,legislatura 03
I Governo Tambroni,Ministro della Difesa,GIULIO,ANDREOTTI,legislatura 03
III Governo Fanfani,Ministro della Difesa,GIULIO,ANDREOTTI,legislatura 03
IV Governo Fanfani,Ministro della Difesa,GIULIO,ANDREOTTI,legislatura 03
I Governo Leone,Ministro della Difesa,GIULIO,ANDREOTTI,legislatura 04
II Governo Fanfani,Ministro della Marina Mercantile,GIUSEPPE,SPATARO,legislatura 03
II Governo Segni,Ministro delle Poste e Telecomunicazioni,GIUSEPPE,SPATARO,legislatura 03
I Governo Tambroni,Ministro dell'Interno,GIUSEPPE,SPATARO,legislatura 03
III Governo Fanfani,Ministro dei Trasporti,GIUSEPPE,SPATARO,legislatura 03
II Governo Segni,Ministro delle Finanze,PAOLO EMILIO,TAVIANI,legislatura 03
I Governo Tambroni,Ministro del Tesoro,PAOLO EMILIO,TAVIANI,legislatura 03
III Governo Fanfani,Ministro del Tesoro,PAOLO EMILIO,TAVIANI,legislatura 03
IV Governo Fanfani,Ministro dell'Interno,PAOLO EMILIO,TAVIANI,legislatura 03
II Governo Fanfani,Ministro dei Lavori Pubblici,GIUSEPPE,TOGNI,legislatura 03
II Governo Segni,Ministro dei Lavori Pubblici,GIUSEPPE,TOGNI,legislatura 03
I Governo Tambroni,Ministro dei Lavori Pubblici,GIUSEPPE,TOGNI,legislatura 03
I Governo Leone,Ministro dell'Industria e Commercio,GIUSEPPE,TOGNI,legislatura 04
V Governo De Gasperi,Ministro senza Portafoglio,ALBERTO,GIOVANNINI,legislatura 01
IV Governo Fanfani,Ministro della Marina Mercantile,GINO,MACRELLI,legislatura 03
I Governo Tambroni,Ministro delle Poste e Telecomunicazioni,ANTONIO,MAXIA,legislatura 03
II Governo Fanfani,Ministro della Difesa,ANTONIO,SEGNI,legislatura 03
II Governo Segni,Ministro dell'Interno,ANTONIO,SEGNI,legislatura 03
I Governo Tambroni,Ministro degli Affari Esteri,ANTONIO,SEGNI,legislatura 03
III Governo Fanfani,Ministro degli Affari Esteri,ANTONIO,SEGNI,legislatura 03
IV Governo Fanfani,Ministro degli Affari Esteri,ANTONIO,SEGNI,legislatura 03
V Governo De Gasperi,Ministro dell'Agricoltura e Foreste,ANTONIO,SEGNI,legislatura 01
V Governo De Gasperi,Ministro dell'Industria e Commercio,GIOVANNI BATTISTA,BERTONE,legislatura 01
V Governo De Gasperi,Ministro del Commercio con l'Estero,GIOVANNI BATTISTA,BERTONE,legislatura 01
V Governo De Gasperi,Ministro senza Portafoglio,GIOVANNI,PORZIO,legislatura 01
V Governo De Gasperi,Ministro degli Affari Esteri,CARLO,SFORZA,legislatura 01
III Governo Fanfani,Ministro senza Portafoglio,TIZIANO,TESSITORI,legislatura 03
II Governo Segni,Ministro del Turismo e Spettacolo,UMBERTO,TUPINI,legislatura 03
I Governo Tambroni,Ministro del Turismo e Spettacolo,UMBERTO,TUPINI,legislatura 03
V Governo De Gasperi,Ministro dei Lavori Pubblici,UMBERTO,TUPINI,legislatura 01
II Governo Segni,Ministro senza Portafoglio,UMBERTO,TUPINI,legislatura 03
V Governo De Gasperi,Ministro delle Finanze,EZIO,VANONI,legislatura 01
V Governo De Gasperi,Ministro del Commercio con l'Estero,CESARE,MERZAGORA,legislatura 01
IV Governo Fanfani,Ministro del Bilancio,UGO,LA MALFA,legislatura 03
V Governo De Gasperi,Ministro dell'Industria e Commercio,IVAN MATTEO,LOMBARDO,legislatura 01
I Governo Renzi,Vice Ministro delle Politiche agricole alimentari e forestali,ANDREA,OLIVERO,legislatura 17
I Governo Renzi,Vice Ministro delle Infrastrutture e dei trasporti,RICCARDO,NENCINI,legislatura 17
I Governo Renzi,Vice Ministro dell'Economia e delle finanze,ANTONIO ENRICO,MORANDO,legislatura 17
I Governo Renzi,Vice Ministro dell'Economia e delle finanze,LUIGI,CASERO,legislatura 17
I Governo Renzi,Vice ministro della giustizia,ENRICO,COSTA,legislatura 17
I Governo Renzi,Vice ministro dello sviluppo economico,CLAUDIO,DE VINCENTI,legislatura 17
I Governo Renzi,Vice ministro dello sviluppo economico,CARLO,CALENDA,legislatura 17
I Governo Renzi,Vice ministro degli affari esteri,LAPO,PISTELLI,legislatura 17
I Governo Renzi,Vice Ministro dell'Interno,FILIPPO,BUBBICO,legislatura 17
I Governo Renzi,Vice ministro degli affari esteri,LAPO,PISTELLI,legislatura 17
I Governo Renzi,Ministro degli Affari esteri e della cooperazione internazionale,FEDERICA,MOGHERINI,legislatura 17
IV Governo Fanfani,Ministro del Tesoro,ROBERTO,TREMELLONI,legislatura 03
V Governo De Gasperi,Ministro senza Portafoglio,ROBERTO,TREMELLONI,legislatura 01
II Governo Fanfani,Ministro del Lavoro e della Previdenza Sociale,EZIO,VIGORELLI,legislatura 03
II Governo Fanfani,Ministro dell'Interno,FERDINANDO,TAMBRONI ARMAROLI,legislatura 03
II Governo Segni,Ministro del Bilancio,FERDINANDO,TAMBRONI ARMAROLI,legislatura 03
II Governo Segni,Ministro del Tesoro,FERDINANDO,TAMBRONI ARMAROLI,legislatura 03
I Governo Tambroni,Ministro del Bilancio,FERDINANDO,TAMBRONI ARMAROLI,legislatura 03
I Governo Tambroni,Ministro del Commercio con l'Estero,MARIO,MARTINELLI,legislatura 03
III Governo Fanfani,Ministro del Commercio con l'Estero,MARIO,MARTINELLI,legislatura 03
I Governo Leone,Ministro delle Finanze,MARIO,MARTINELLI,legislatura 04
III Governo Fanfani,Ministro senza Portafoglio,GIUSEPPE,CODACCI PISANELLI,legislatura 03
IV Governo Fanfani,MInistro senza Portafoglio,GIUSEPPE,CODACCI PISANELLI,legislatura 03
I Governo Leone,Ministro senza Portafoglio,GIUSEPPE,CODACCI PISANELLI,legislatura 04
II Governo Fanfani,Ministro del Commercio con l'Estero,EMILIO,COLOMBO,legislatura 03
II Governo Segni,Ministro dell'Industria e Commercio,EMILIO,COLOMBO,legislatura 03
I Governo Tambroni,Ministro dell'Industria e Commercio,EMILIO,COLOMBO,legislatura 03
III Governo Fanfani,Ministro dell'Industria e Commercio,EMILIO,COLOMBO,legislatura 03
IV Governo Fanfani,Ministro dell'Industria e Commercio,EMILIO,COLOMBO,legislatura 03
I Governo Leone,Ministro del Tesoro,EMILIO,COLOMBO,legislatura 04
I Governo Leone,Ministro del Lavoro e della Previdenza Sociale,UMBERTO,DELLE FAVE,legislatura 04
II Governo Fanfani,Ministro delle Partecipazioni Statali,EDGARDO,LAMI STARNUTI,legislatura 03
II Governo Segni,Ministro degli Affari Esteri,GIUSEPPE,PELLA,legislatura 03
III Governo Fanfani,Ministro del Bilancio,GIUSEPPE,PELLA,legislatura 03
V Governo De Gasperi,Ministro del Bilancio,GIUSEPPE,PELLA,legislatura 01
V Governo De Gasperi,Ministro del Tesoro,GIUSEPPE,PELLA,legislatura 01
II Governo Fanfani,Ministro degli Affari Esteri,AMINTORE,FANFANI,legislatura 03
IV Governo Fanfani,Ministro degli Affari Esteri,AMINTORE,FANFANI,legislatura 03
V Governo De Gasperi,Ministro del Lavoro e della Previdenza Sociale,AMINTORE,FANFANI,legislatura 01
II Governo Fanfani,Ministro dell'Agricoltura e Foreste,MARIO,FERRARI AGGRADI,legislatura 03
II Governo Segni,Ministro delle Partecipazioni Statali,MARIO,FERRARI AGGRADI,legislatura 03
I Governo Tambroni,Ministro dei Trasporti,MARIO,FERRARI AGGRADI,legislatura 03
I Governo Tambroni,MInistro delle Partecipazioni Statali,MARIO,FERRARI AGGRADI,legislatura 03
IV Governo Fanfani,Ministro del Lavoro e della Previdenza Sociale,VIRGINIO,BERTINELLI,legislatura 03
I Governo Renzi,Ministro dei Beni e delle attività culturali e del turismo,DARIO,FRANCESCHINI,legislatura 17
I Governo Renzi,Ministro della Difesa,ROBERTA,PINOTTI,legislatura 17
I Governo Renzi,Ministro dell'Interno,ANGELINO,ALFANO,legislatura 17
I Governo Renzi,Ministro delle Infrastrutture e dei trasporti,MAURIZIO ENZO,LUPI,legislatura 17
IV Governo Fanfani,Ministro delle Poste e Telecomunicazioni,GUIDO,CORBELLINI,legislatura 03
V Governo De Gasperi,Ministro dei Trasporti,GUIDO,CORBELLINI,legislatura 01
V Governo De Gasperi,Ministro della Marina Mercantile,GUIDO,CORBELLINI,legislatura 01
IV Governo Fanfani,MInistro senza Portafoglio,GUIDO,CORBELLINI,legislatura 03
II Governo Fanfani,Ministro del Bilancio,GIUSEPPE,MEDICI,legislatura 03
II Governo Segni,Ministro della Pubblica Istruzione,GIUSEPPE,MEDICI,legislatura 03
I Governo Tambroni,Ministro della Pubblica Istruzione,GIUSEPPE,MEDICI,legislatura 03
IV Governo Fanfani,MInistro senza Portafoglio,GIUSEPPE,MEDICI,legislatura 03
II Governo Fanfani,Ministro della Sanità,VINCENZO,MONALDI,legislatura 03
III Governo Fanfani,Ministro delle Poste e Telecomunicazioni,LORENZO,SPALLINO,legislatura 03
IV Governo Fanfani,Ministro delle Poste e Telecomunicazioni,LORENZO,SPALLINO,legislatura 03
III Governo Fanfani,Ministro della Pubblica Istruzione,GIACINTO,BOSCO,legislatura 03
IV Governo Fanfani,Ministro di Grazia e Giustizia,GIACINTO,BOSCO,legislatura 03
II Governo Segni,Ministro della Sanità,CAMILLO,GIARDINA,legislatura 03
I Governo Tambroni,Ministro della Sanità,CAMILLO,GIARDINA,legislatura 03
III Governo Fanfani,Ministro della Sanità,CAMILLO,GIARDINA,legislatura 03
II Governo Fanfani,Ministro senza Portafoglio,CAMILLO,GIARDINA,legislatura 03
II Governo Fanfani,Ministro dell'Industria e Commercio,GIORGIO,BO,legislatura 03
III Governo Fanfani,Ministro delle Partecipazioni Statali,GIORGIO,BO,legislatura 03
IV Governo Fanfani,Ministro delle Partecipazioni Statali,GIORGIO,BO,legislatura 03
II Governo Segni,Ministro senza Portafoglio,GIORGIO,BO,legislatura 03
I Governo Tambroni,Ministro senza Portafoglio,GIORGIO,BO,legislatura 03
I Governo Tambroni,Ministro delle Finanze,GIUSEPPE,TRABUCCHI,legislatura 03
III Governo Fanfani,Ministro delle Finanze,GIUSEPPE,TRABUCCHI,legislatura 03
IV Governo Fanfani,Ministro delle Finanze,GIUSEPPE,TRABUCCHI,legislatura 03
I Governo Renzi,Ministro della Giustizia,ANDREA,ORLANDO,legislatura 17
I Governo Renzi,Ministro dell'Ambiente e della tutela del territorio e del mare,GIAN LUCA,GALLETTI,legislatura 17
I Governo Renzi,Ministro della Salute,BEATRICE,LORENZIN,legislatura 17
I Governo Renzi,Ministro per la Semplificazione e la pubblica amministrazione,MARIA ANNA,MADIA,legislatura 17
I Governo Renzi,Ministro degli Affari esteri,FEDERICA,MOGHERINI,legislatura 17
I Governo Renzi,Ministro per le Riforme costituzionali e i rapporti con il Parlamento,MARIA ELENA,BOSCHI,legislatura 17
I Governo Renzi,"Ministro dell'Istruzione, dell'università e della ricerca",STEFANIA,GIANNINI,legislatura 17
I Governo Renzi,Ministro delle Politiche agricole alimentari e forestali,MAURIZIO,MARTINA,legislatura 17
I Governo Renzi,Ministro dell'Economia e delle finanze,PIETRO CARLO,PADOAN,legislatura 17
I Governo Renzi,Ministro dello Sviluppo economico,FEDERICA,GUIDI,legislatura 17
I Governo Renzi,Ministro del Lavoro e delle politiche sociali,GIULIANO,POLETTI,legislatura 17
I Governo Renzi,Ministro senza portafoglio per gli affari regionali,MARIA CARMELA,LANZETTA,legislatura 17
IV Governo Fanfani,Ministro della Pubblica Istruzione,LUIGI,GUI,legislatura 03
II Governo Fanfani,Ministro della Pubblica Istruzione,ALDO,MORO,legislatura 03
II Governo Fanfani,Ministro delle Finanze,LUIGI,PRETI,legislatura 03
IV Governo Fanfani,Ministro del Commercio con l'Estero,LUIGI,PRETI,legislatura 03
II Governo Segni,Ministro dell'Agricoltura e Foreste,MARIANO,RUMOR,legislatura 03
I Governo Tambroni,Ministro dell'Agricoltura e Foreste,MARIANO,RUMOR,legislatura 03
III Governo Fanfani,Ministro dell'Agricoltura e Foreste,MARIANO,RUMOR,legislatura 03
IV Governo Fanfani,Ministro dell'Agricoltura e Foreste,MARIANO,RUMOR,legislatura 03
IV Governo Fanfani,Ministro delle Poste e Telecomunicazioni,CARLO,RUSSO,legislatura 03
I Governo Tambroni,Ministro dei Trasporti,FIORENTINO,SULLO,legislatura 03
III Governo Fanfani,Ministro del Lavoro e della Previdenza Sociale,FIORENTINO,SULLO,legislatura 03
IV Governo Fanfani,Ministro dei Lavori Pubblici,FIORENTINO,SULLO,legislatura 03
II Governo Segni,Ministro del Lavoro e della Previdenza Sociale,BENIGNO,ZACCAGNINI,legislatura 03
I Governo Tambroni,Ministro del Lavoro e della Previdenza Sociale,BENIGNO,ZACCAGNINI,legislatura 03
III Governo Fanfani,Ministro dei Lavori Pubblici,BENIGNO,ZACCAGNINI,legislatura 03
II Governo Segni,Ministro del Commercio con l'Estero,RINALDO,DEL BO,legislatura 03
II Governo Fanfani,Ministro senza Portafoglio,RINALDO,DEL BO,legislatura 03
III Governo Fanfani,Ministro del Turismo e Spettacolo,ALBERTO,FOLCHI,legislatura 03
IV Governo Fanfani,Ministro del Turismo e Spettacolo,ALBERTO,FOLCHI,legislatura 03
V Governo De Gasperi,Ministro della Difesa,RANDOLFO,PACCIARDI,legislatura 01
I Governo Renzi,Ministro delle Infrastrutture e dei trasporti,MATTEO,RENZI,legislatura 17
I Governo Renzi,Ministro senza portafoglio,ENRICO,COSTA,legislatura 17
I Governo Renzi,Ministro dello sviluppo economico,MATTEO,RENZI,legislatura 17
I Governo Renzi,Vice Ministro dell'Economia e delle finanze,ENRICO,ZANETTI,legislatura 17
I Governo Renzi,Ministro senza portafoglio per gli affari regionali e per le autonomie,MARIA CARMELA,LANZETTA,legislatura 17
I Governo Renzi,Vice Ministro dello Sviluppo economico,TERESA,BELLANOVA,legislatura 17
I Governo Renzi,Vice Ministro degli Affari esteri e della cooperazione internazionale,MARIO,GIRO,legislatura 17
I Governo Renzi,Ministro degli Affari esteri e della cooperazione internazionale,PAOLO,GENTILONI SILVERI,legislatura 17
I Governo Renzi,Ministro delle Infrastrutture e dei trasporti,GRAZIANO,DELRIO,legislatura 17
I Governo Renzi,Ministro per gli Affari regionali e le autonomie,ENRICO,COSTA,legislatura 17
I Governo Renzi,Ministro dello Sviluppo economico,CARLO,CALENDA,legislatura 17
I Governo Moro,Ministro del Commercio con l'Estero,BERNARDO,MATTARELLA,legislatura 04
II Governo Moro,Ministro del Commercio con l'Estero,BERNARDO,MATTARELLA,legislatura 04
I Governo Moro,Ministro senza Portafoglio,GIULIO,PASTORE,legislatura 04
II Governo Moro,Ministro senza Portafoglio,GIULIO,PASTORE,legislatura 04
III Governo Moro,Ministro senza Portafoglio,GIULIO,PASTORE,legislatura 04
VI Governo De Gasperi,Ministro della Marina Mercantile,ALBERTO,SIMONINI,legislatura 01
VI Governo De Gasperi,Ministro dell'Africa Italiana,ALCIDE,DE GASPERI,legislatura 01
II Governo Leone,Ministro di Grazia e Giustizia,GUIDO,GONELLA,legislatura 05
VI Governo De Gasperi,Ministro della Pubblica Istruzione,GUIDO,GONELLA,legislatura 01
I Governo Moro,Ministro dei Trasporti e dell'Aviazione Civile,ANGELO RAFFAELE,JERVOLINO,legislatura 04
II Governo Moro,Ministro dei Trasporti e dell'Aviazione Civile,ANGELO RAFFAELE,JERVOLINO,legislatura 04
I Governo Rumor,Ministro degli Affari Esteri,PIETRO,NENNI,legislatura 05
I Governo Moro,Ministro senza Portafoglio,PIETRO,NENNI,legislatura 04
II Governo Moro,Ministro senza Portafoglio,PIETRO,NENNI,legislatura 04
III Governo Moro,Ministro senza Portafoglio,PIETRO,NENNI,legislatura 04
VI Governo De Gasperi,Ministro di Grazia e Giustizia,ATTILIO,PICCIONI,legislatura 01
I Governo Moro,Ministro senza Portafoglio,ATTILIO,PICCIONI,legislatura 04
II Governo Moro,Ministro senza Portafoglio,ATTILIO,PICCIONI,legislatura 04
III Governo Moro,Ministro senza Portafoglio,ATTILIO,PICCIONI,legislatura 04
II Governo Leone,Ministro senza Portafoglio,ATTILIO,PICCIONI,legislatura 05
I Governo Moro,Ministro degli Affari Esteri,GIUSEPPE,SARAGAT,legislatura 04
II Governo Moro,Ministro degli Affari Esteri,GIUSEPPE,SARAGAT,legislatura 04
VI Governo De Gasperi,Ministro dell'Interno,MARIO,SCELBA,legislatura 01
I Governo Moro,Ministro della Difesa,GIULIO,ANDREOTTI,legislatura 04
II Governo Moro,Ministro della Difesa,GIULIO,ANDREOTTI,legislatura 04
III Governo Moro,MInistro dell'Industria e Commercio,GIULIO,ANDREOTTI,legislatura 04
III Governo Moro,"Ministro dell'Industria, Commercio e Artigianato",GIULIO,ANDREOTTI,legislatura 04
II Governo Leone,"Ministro dell'Industria, Commercio e Artigianato",GIULIO,ANDREOTTI,legislatura 05
VI Governo De Gasperi,Ministro delle Poste e Telecomunicazioni,GIUSEPPE,SPATARO,legislatura 01
I Governo Moro,Ministro dell'Interno,PAOLO EMILIO,TAVIANI,legislatura 04
II Governo Moro,Ministro dell'Interno,PAOLO EMILIO,TAVIANI,legislatura 04
III Governo Moro,Ministro dell'Interno,PAOLO EMILIO,TAVIANI,legislatura 04
I Governo Rumor,Ministro senza Portafoglio,PAOLO EMILIO,TAVIANI,legislatura 05
II Governo Rumor,Ministro senza Portafoglio,PAOLO EMILIO,TAVIANI,legislatura 05
VI Governo De Gasperi,Ministro dell'Industria e Commercio,GIUSEPPE,TOGNI,legislatura 01
VI Governo De Gasperi,Ministro dei Lavori Pubblici,SALVATORE,ALDISIO,legislatura 01
VI Governo De Gasperi,Ministro dei Trasporti,PIETRO,CAMPILLI,legislatura 01
VI Governo De Gasperi,Ministro senza Portafoglio,PIETRO,CAMPILLI,legislatura 01
VI Governo De Gasperi,Ministro del Lavoro e della Previdenza Sociale,ACHILLE,MARAZZA,legislatura 01
VI Governo De Gasperi,Ministro dell'Agricoltura e Foreste,ANTONIO,SEGNI,legislatura 01
VI Governo De Gasperi,Ministro dei Trasporti,LODOVICO,D'ARAGONA,legislatura 01
VI Governo De Gasperi,Ministro degli Affari Esteri,CARLO,SFORZA,legislatura 01
II Governo Leone,Ministro senza Portafoglio,TIZIANO,TESSITORI,legislatura 05
VI Governo De Gasperi,Ministro delle Finanze,EZIO,VANONI,legislatura 01
VI Governo De Gasperi,Ministro del Commercio con l'Estero,UGO,LA MALFA,legislatura 01
VI Governo De Gasperi,Ministro senza Portafoglio,UGO,LA MALFA,legislatura 01
I Governo Rumor,Ministro della Marina Mercantile,GIUSEPPE,LUPIS,legislatura 05
I Governo Moro,Ministro di Grazia e Giustizia,ORONZO,REALE,legislatura 04
II Governo Moro,Ministro di Grazia e Giustizia,ORONZO,REALE,legislatura 04
III Governo Moro,Ministro di Grazia e Giustizia,ORONZO,REALE,legislatura 04
I Governo Rumor,Ministro delle Finanze,ORONZO,REALE,legislatura 05
VI Governo De Gasperi,Ministro del Commercio con l'Estero,IVAN MATTEO,LOMBARDO,legislatura 01
I Governo Moro,Ministro delle Finanze,ROBERTO,TREMELLONI,legislatura 04
II Governo Moro,Ministro delle Finanze,ROBERTO,TREMELLONI,legislatura 04
III Governo Moro,Ministro della Difesa,ROBERTO,TREMELLONI,legislatura 04
VI Governo De Gasperi,Ministro della Marina Mercantile,RAFFAELE PIO,PETRILLI,legislatura 01
VI Governo De Gasperi,Ministro senza Portafoglio,RAFFAELE PIO,PETRILLI,legislatura 01
II Governo Leone,Ministro senza Portafoglio,ITALO GIULIO,CAIATI,legislatura 05
III Governo Moro,Ministro dell'Agricoltura e Foreste,FRANCESCO,RESTIVO,legislatura 04
II Governo Leone,Ministro dell'Interno,FRANCESCO,RESTIVO,legislatura 05
I Governo Rumor,Ministro dell'Interno,FRANCESCO,RESTIVO,legislatura 05
II Governo Rumor,Ministro dell'Interno,FRANCESCO,RESTIVO,legislatura 05
I Governo Moro,Ministro del Tesoro,EMILIO,COLOMBO,legislatura 04
II Governo Moro,Ministro del Tesoro,EMILIO,COLOMBO,legislatura 04
III Governo Moro,Ministro del Tesoro,EMILIO,COLOMBO,legislatura 04
II Governo Leone,Ministro del Tesoro,EMILIO,COLOMBO,legislatura 05
II Governo Leone,Ministro del Bilancio e della Programmazione Economica,EMILIO,COLOMBO,legislatura 05
I Governo Rumor,Ministro del Tesoro,EMILIO,COLOMBO,legislatura 05
II Governo Rumor,MInistro del Tesoro,EMILIO,COLOMBO,legislatura 05
I Governo Moro,Ministro del Turismo e Spettacolo,ACHILLE,CORONA,legislatura 04
II Governo Moro,Ministro del Turismo e Spettacolo,ACHILLE,CORONA,legislatura 04
III Governo Moro,Ministro del Turismo e Spettacolo,ACHILLE,CORONA,legislatura 04
II Governo Moro,MInistro del Lavoro e della Previdenza Sociale,UMBERTO,DELLE FAVE,legislatura 04
I Governo Moro,Ministro senza Portafoglio,UMBERTO,DELLE FAVE,legislatura 04
I Governo Rumor,Ministro senza Portafoglio,EUGENIO,GATTO,legislatura 05
II Governo Rumor,MInistro senza Portafoglio,EUGENIO,GATTO,legislatura 05
II Governo Moro,Ministro dell'Industria e Commercio,EDGARDO,LAMI STARNUTI,legislatura 04
VI Governo De Gasperi,Ministro del Bilancio,GIUSEPPE,PELLA,legislatura 01
VI Governo De Gasperi,Ministro del Tesoro,GIUSEPPE,PELLA,legislatura 01
I Governo Moro,Ministro dei Lavori Pubblici,GIOVANNI,PIERACCINI,legislatura 04
II Governo Moro,Ministro del Bilancio,GIOVANNI,PIERACCINI,legislatura 04
III Governo Moro,Ministro del Bilancio,GIOVANNI,PIERACCINI,legislatura 04
III Governo Moro,Ministro del Bilancio e della Programmazione Economica,GIOVANNI,PIERACCINI,legislatura 04
I Governo Rumor,Ministro della Sanità,CAMILLO,RIPAMONTI,legislatura 05
II Governo Rumor,Ministro della Sanità,CAMILLO,RIPAMONTI,legislatura 05
II Governo Leone,Ministro della Pubblica Istruzione,GIOVANNI BATTISTA,SCAGLIA,legislatura 05
II Governo Rumor,Ministro del Turismo e Spettacolo,GIOVANNI BATTISTA,SCAGLIA,legislatura 05
II Governo Moro,Ministro senza Portafoglio,GIOVANNI BATTISTA,SCAGLIA,legislatura 04
III Governo Moro,Ministro senza Portafoglio,GIOVANNI BATTISTA,SCAGLIA,legislatura 04
I Governo Rumor,MInistro del Commercio con l'Estero,VITTORINO,COLOMBO,legislatura 05
II Governo Rumor,Ministro della Marina Mercantile,VITTORINO,COLOMBO,legislatura 05
I Governo Rumor,Ministro senza Portafoglio,FRANCESCO,DE MARTINO,legislatura 05
II Governo Moro,Ministro degli Affari Esteri,AMINTORE,FANFANI,legislatura 04
III Governo Moro,Ministro degli Affari Esteri,AMINTORE,FANFANI,legislatura 04
III Governo Moro,MInistro del Commercio con l'Estero,GIUSTO,TOLLOY,legislatura 04
I Governo Rumor,Ministro dell'Agricoltura e Foreste,ATHOS,VALSECCHI,legislatura 05
II Governo Rumor,Ministro delle Poste e Telecomunicazioni,ATHOS,VALSECCHI,legislatura 05
II Governo Rumor,Ministro del Lavoro e della Previdenza Sociale,CARLO,DONAT CATTIN,legislatura 05
I Governo Moro,Ministro dell'Agricoltura e Foreste,MARIO,FERRARI AGGRADI,legislatura 04
II Governo Moro,MInistro dell'Agricoltura e Foreste,MARIO,FERRARI AGGRADI,legislatura 04
II Governo Leone,Ministro delle Finanze,MARIO,FERRARI AGGRADI,legislatura 05
I Governo Rumor,Ministro delle Poste e Telecomunicazioni,MARIO,FERRARI AGGRADI,legislatura 05
I Governo Rumor,MInistro della Pubblica Istruzione,MARIO,FERRARI AGGRADI,legislatura 05
II Governo Rumor,MInistro della Pubblica Istruzione,MARIO,FERRARI AGGRADI,legislatura 05
III Governo Moro,Ministro senza Portafoglio,VIRGINIO,BERTINELLI,legislatura 04
I Governo Rumor,Ministro del Lavoro e della Previdenza Sociale,GIACOMO,BRODOLINI,legislatura 05
I Governo Leone,Ministro della Marina Mercantile,FRANCESCO MARIA,DOMINEDO',legislatura 04
I Governo Rumor,Ministro delle Partecipazioni Statali,ARNALDO,FORLANI,legislatura 05
II Governo Rumor,Ministro senza Portafoglio,ARNALDO,FORLANI,legislatura 05
III Governo Moro,Ministro senza Portafoglio,LEOPOLDO,RUBINACCI,legislatura 04
II Governo Rumor,MInistro dei Trasporti e dell'Aviazione civile,REMO,GASPARI,legislatura 05
I Governo Moro,Ministro del Bilancio,ANTONIO,GIOLITTI,legislatura 04
