Persona,legislatura,graduated
Domenico_Pinto,legislatura08,no
Michele_Cassano,legislatura06,no
Casimiro_Bonfiglio,legislatura07,no
Emidio_Bruni,legislatura05,no
Giuseppe_Bufardeci,legislatura02,no
Giuseppe_Bufardeci,legislatura03,no
Primo_Buzzetti,legislatura03,no
Primo_Buzzetti,legislatura04,no
Osvaldo_Cagnasso,legislatura01,no
Marino_Calvaresi,legislatura03,no
Marino_Calvaresi,legislatura04,no
Ettore_Calvi,legislatura02,no
Ettore_Calvi,legislatura03,no
Ettore_Calvi,legislatura04,no
Ettore_Calvi,legislatura05,no
Francesco_Candelli,legislatura02,no
Giulio_Cerreti,legislatura costituente,no
Giulio_Cerreti,legislatura01,no
Giulio_Cerreti,legislatura02,no
Giulio_Cerreti,legislatura03,no
Ennio_Cervellati,legislatura02,no
Alarico_Carrassi,legislatura03,no
Vincenzo_Casati,legislatura03,no
Onorio_Cengarle,legislatura03,no
Onorio_Cengarle,legislatura04,no
Aurelio_Colleoni,legislatura01,no
Aurelio_Colleoni,legislatura02,no
Aurelio_Colleoni,legislatura03,no
Aurelio_Colleoni,legislatura04,no
