Persona,legislatura,graduated
Ines_Boffardi,8,no
Angelina_Merlin,costituente,no
Angelina_Merlin,3,no
Rita_Montagnana,costituente,no
Maria_Nicotra,costituente,no
Maria_Nicotra,1,no
Teresa_Noce,costituente,no
Teresa_Noce,1,no
Teresa_Noce,2,no
Elettra_Pollastrini,costituente,no
Elettra_Pollastrini,1,no
Elettra_Pollastrini,2,no
Camilla_Ravera,1,no
Camilla_Ravera,2,no
Giuseppina_Re,1,no
Giuseppina_Re,3,no
Giuseppina_Re,4,no
Giuseppina_Re,5,no
Vittoria_Baldino,19,no
Vittoria_Baldino,18,no
Monica_Ciaburro,19,no
Monica_Ciaburro,18,no
Pasqua_L'abbate,19,no
Elena_Bonetti,19,no
Vannia_Gava,19,no
Vannia_Gava,18,no
Rita_Dalla_Chiesa,19,no
Federica_Onori,19,no
Carmela_Di_Lauro,19,no
Carmela_Di_Lauro,18,no
Daniela_Morfino,19,no
Rachele_Silvestri,19,no
Rachele_Silvestri,18,no
Barbara_Polo,19,no
Tiziana_Nisini,19,no
Immacolata_Zurzolo,19,no
Silvana_Snider,18,no
Anna_Maria_Carloni,17,no
Sara_Foscolo,18,no
Rosalba_De_Giorgi,18,no
Francesca_Anna_Ruggiero,18,no
Iolanda_Di_Stasio,18,no
Sabrina_De_Carlo,18,no
Sara_De_Angelis,18,no
Carmela_Grippa,18,no
Elisabetta_Ripani,18,no
Carla_Cantone,18,no
Doriana_Sarli,18,no
Silvana_Nappi,18,no
Carla_Giuliano,18,no
Carla_Giuliano,19,no
Erica_Mazzetti,18,no
Erica_Mazzetti,19,no
Maria_Soave_Alemanno,18,no
Emanuela_Claudia_Del_Re,18,no
Teresa_Manzo,18,no
Laura_Cavandoli,18,no
Laura_Cavandoli,19,no
Antonella_Papiro,18,no
Raffaella_Paita,18,no
Marica_Fantuz,18,no
Giuseppina_Versace,18,no
Cristina_Patelli,18,no
Ketty_Fogliani,18,no
Maria_Cristina_Caretta,18,no
Maria_Cristina_Caretta,19,no
Eva_Lorenzoni,18,no
Arianna_Lazzarini,18,no
Arianna_Lazzarini,19,no
Daniela_Ruffino,18,no
Daniela_Ruffino,19,no
Patrizia_Marrocco,18,no
Patrizia_Marrocco,19,no
Simona_Bordonali,18,no
Simona_Bordonali,19,no
Antonietta_Giacometti,18,no
Anna_Lisa_Baroni,18,no
Iolanda_Nanni,18,no
Claudia_Gobbato,18,no
Stefania_Segnana,18,no
Vania_Valbusa,18,no
Celeste_D'arrando,18,no
Chiara_Tenerini,19,no
Marina_Marchetto,19,no
Elisa_Montemagni,19,no
Chiara_La_Porta,19,no
Francesca_Ghirra,19,no
Maria_Grazia_Frijia,19,no
Maria_Immacolata_Vietri,19,no
Maria_Cecilia_Guerra,19,no
Enrica_Alifano,19,no
Marianna_Ricciardi,19,no
Laura_Cantini,18,no
Valentina_La_Terza,17,no
Tiziana_Piccolo,18,no
Marina_Romano',18,no
Emma_Pavanelli,19,no
